NAME	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Blood neutrophil	V neutrophil
ACAA2	33.53729857	85.649535965	110.4708879	459.3493436	291.2781071	129.9683535	1163.330158	59.30382365	832.3134204	801.51751675	1091.90087625	1751.93421	491.803362	3643.9107585	132.6335104	1910.574712	2927.183286	245.86387615	1657.1854415	1170.98258245	104.298606675	191	21.07251061
ACACA	60.23792937	43.505390385	77.2910963	65.913637845	58.31968148	14.88636167	78.5843965	63.50031945	101.981383	48.86820854	80.521220295	83.91110551	67.197763305	88.165437025	146.5240696	60.79434765	128.87102477	55.032265055	444.9487841	386.8056642	38.124339445	19.42861857	3
ACAD10	369.9550809	271.0469525	204.2535143	151.10277705	434.9862875	162.1371277	129.5097064	211.0966022	222.51739294	705.77730815	75.65791222	70.31613903	113.102694695	101.009671475	302.3864923	319.2406521	154.8077926	137.808857	211.7117366	242.83281415	200.4337326	36	22
ACAP1	368.2934822	450.08714855	75.34067654	1082.7487545	1844.422318	920.2314259	342.9799801	1168.902987	322.69036235	1670.1015755	553.12501615	426.1338797	186.26815605	45.658668555	28.18058024	16.18123019	62.953733215	26.583456995	82.82348268	53.404140655	629.1859298	674	465
ACE	42.5848315	32.07386419	56.64724789	39.64929519	42.01709578	83.91846758	31.8829437	18.03071341	40.21938083	45.56934058	23.110999935	14.63962583	27.25182035	139.78466515	92.56982838	654.961059599999	350.61496655	90.204587175	13.408466112	22.2692176225	23.365014675	6	2
ACHE	40.91272496	37.575409525	41.66655447	15.5829038	25.23939806	20.03254054	15.98557031	13.86026712	59.865791195	49.174880465	18.214424275	12.51079537	16.491948795	13.18855722	1432.917255	33.29106134	19.34519444	167.77429845	10.901706151	14.993017699	40.003747515	1	1
ACOT13	376.5900603	436.32680475	742.791551	461.96919075	538.6294951	399.1251066	675.07559	568.1299745	503.60130735	926.30713665	493.63833825	508.2944063	488.065427	3795.0761495	877.107901399999	788.537612199999	1352.0837515	1990.08196	565.5630774	456.9056901	197.54803235	265	111
ACOT7	269.2341548	257.92186995	198.5898405	234.03939685	170.0955895	249.5276383	1411.690196	244.1714725	280.87026445	207.4747757	284.3852079	430.3733203	97.99269535	555.71930315	185.488968	531.5443501	724.6575277	254.1076255	353.79629105	335.29732885	255.0667416	13	4
ACOT9	166.820424	169.1008432	547.1206546	436.6260041	119.4403062	589.8988511	321.9774433	324.5986266	544.566045	783.304954949999	371.54643335	514.6047455	702.84435625	1124.4934445	1347.196668	587.2683047	784.31198235	2851.244117	1122.0683976	1234.171475	4045.7233175	319	327
ACOX2	185.3598118	95.651409745	91.36756266	25.648699685	83.03375037	27.57051609	81.78160329	58.02551826	38.40758328	116.546887475	52.668486165	36.25819554	43.384461475	306.3038558	29.40401098	14.63092156	97.25375273	20.58890955	19.83862487	70.204838625	19.377587148	16.03027799	16.03027799
ACP2	552.6928672	507.9352547	1121.18324	376.97981405	344.0666466	585.4715194	439.5549487	499.081236	577.2194542	598.5790992	476.44724575	461.1125606	783.2284418	2492.397506	7097.870099	2831.912002	1122.177366	2033.893441	417.8475159	630.53164305	458.40803815	44	11
ACP5	694.6826878	1495.006041	988.2295325	319.31286655	793.5755762	588.6815885	271.7345016	759.0732544	531.5523191	956.23521965	366.4563574	229.8161176	513.592583	11497.87263	1082.380465	7550.51516199999	10392.79013	4326.891897	226.54022925	288.69988405	868.0851939	185	15
ACSL1	370.842766	392.10646585	248.6418192	232.13811635	227.5457153	239.880272	398.2586878	331.9954764	407.56003275	307.2816888	355.3598167	381.1231189	2217.8313135	3886.7007935	4800.981107	963.9584164	1124.23899385	1965.166844	1753.137073	4812.568018	833.4190175	3326	4619.568611
ACSM3	104.0685059	121.37291024	78.23146851	180.9192137	177.7524101	98.13983899	62.58900725	57.2182106	119.180970405	85.440274455	137.5788199	40.17716321	75.84558037	46.145605505	17.89032242	66.4271393	106.50812915	53.822202805	129.749375355	58.57675285	335.51352955	27	1
