NAME	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Blood neutrophil	V neutrophil
CD1E	89.78570912	101.193072525	63.60067451	57.32680286	81.56612632	58.67614896	38.4930539	63.84724195	64.331697055	129.95021109	57.2621592	32.44733046	88.597905005	51.483901075	30.6329124	96.2210202	8178.592571	1499.4198175	38.063374135	39.224796995	47.683359915	4	1
CD2	547.3785127	502.2538576	448.0358153	7607.163066	8770.96934299999	9334.976898	6725.49445999999	15757.31441	5392.6282725	10702.9893315	5804.351293	3075.89909	223.7153285	140.67604045	89.76794396	167.4706576	182.1218712	123.5596694	320.2882891	108.33342488	545.79705955	208	5
CD200	1213.976356	501.18905335	227.1561736	117.78266005	148.4070439	154.284469	490.3028868	1195.624397	258.54536355	266.38636865	90.29714094	77.22531874	84.98151789	53.83084535	640.1119203	47.95115231	56.495326135	541.21527115	57.2310663205	71.637871085	63.286218455	19	10
CD209	150.1463167	55.86627681	48.38743949	26.25904543	86.88606806	22.80790305	19.24908022	20.23964385	165.325999	240.69464015	50.52614169	33.18701511	80.224749805	296.306748	158.8595352	2992.887331	2601.476763	207.37038935	50.75158559	141.7288313	86.071015865	2	2
CD22	2092.528831	1494.69758	42.69903798	44.76809828	50.47178031	60.32500361	38.39964355	44.57731744	123.755562	203.5984248	44.59420723	29.85756082	31.55918618	143.8815407	43.16087467	213.6728595	150.53675795	38.50412428	249.1604004	170.3147414	102.663791775	66	6
CD226	200.876003	210.1012257	106.7358936	186.70141645	120.7037498	443.6193195	561.7369304	239.3854028	365.09233045	449.7162824	388.3167587	641.3240685	41.092939825	80.587682675	44.55103003	141.5030005	318.6391269	188.42286755	556.72573235	420.9703245	65.305960165	104	13
CD244	137.2244013	80.425279745	52.29567876	652.73195435	168.5306884	93.49293774	22.94622474	113.70205	1078.7735276	142.29672258	1842.4607765	1705.301296	827.8971447	20.28884443	43.70743535	66.2731545	24.83138834	18.890089885	84.29948349	28.03625859	2596.653195	88	6
CD247	56.09748211	112.26009045	117.0616465	5106.7060295	7351.09570199999	4860.760716	2078.106657	4981.825707	7767.292489	8885.23150150001	16884.295085	11184.43523	34.332037675	22.506624815	26.69346275	56.30203907	43.812577725	30.362465155	102.764073765	80.16328879	400.65150795	133	7
CD248	537.846771	454.0225688	455.5413033	1193.48670665	436.2466746	253.7116986	179.060265	246.7545523	412.80159615	547.44219645	197.47917015	182.4310725	226.7799878	133.3568761	125.1030188	126.9761582	205.577093	170.87380955	142.582684	162.25060045	262.2811278	314	286
CD27	528.7880779	3056.554504	8637.49861200001	5412.8888285	4010.939746	3885.565058	1181.331412	5459.522639	2150.1823689	5610.62895299999	218.4851524	127.2269729	132.725325	81.106859385	112.0749688	121.7013464	126.1941198	105.38241606	100.54389735	66.638184265	403.06317335	102	2
CD28	315.490017	304.56746215	197.2800233	555.2806894	482.9874148	987.0316571	2303.987485	1383.517962	560.19599335	1420.752262	87.914993135	72.9554706	78.15642572	57.03329244	44.78876817	187.571772	83.609644165	61.756150235	46.4543813	55.89933657	84.025879675	42	22
CD300A	64.48630954	162.0613532	182.4171518	769.58457295	192.8612891	439.5429625	48.00170748	46.68810571	2110.8892625	137.881005295	5012.608093	4181.930779	2189.699411	685.06241175	159.9845436	1865.469945	57.039169075	25.03925953	795.7963109	1135.69232355	2519.747456	2641	1173
CD300C	97.12524523	66.235969585	66.40229695	38.297918835	89.45015038	52.74227653	14.79821966	80.44886963	141.156747185	285.1852304	164.53651488	227.3695363	803.2557083	415.09495275	157.0308793	385.938302	145.06247855	73.584482825	188.6350809	527.47573635	136.80845624	43	1
CD302	222.6232283	208.99968335	219.5682809	160.7797396	78.66278978	190.7692381	83.54673672	45.44842163	841.2411523	217.5298791	207.86828055	103.2801455	6314.537971	1006.7436783	328.1073801	2947.148539	1901.7691795	481.01213145	1377.13332875	936.85066255	2443.8095165	322	33
CD320	87.04930641	67.4466637	113.9942135	230.55354415	375.0968095	164.5897574	580.87386	343.0620406	161.90553366	139.90112501	226.64315154	259.0204676	30.41600218	31.917964015	40.11782447	187.079224	37.59139618	34.580330665	130.209538105	285.30110985	19.293046115	36.67629367	5
CD33	59.46563589	38.87222019	36.80384849	25.179113645	15.62312889	15.59438098	12.10038207	16.63132086	174.148377055	99.999002475	14.927746445	13.86392694	1524.923685	358.0655608	201.545566	588.1267707	735.68075985	15.87321783	840.52792885	893.16538325	36.217869175	93	34.99983134
CD36	300.5588942	199.8762868	125.4115117	11.582241905	11.75196045	14.78776346	65.98230155	14.24848791	400.1763599	65.133239075	48.30016303	39.58567289	4402.2016105	2539.340601	98.21537228	3583.612152	2347.767628	261.92294665	280.2408441	319.0576908	59.27286817	55	21.00800467
CD37	11283.16019	9951.3552165	741.304677	4113.5849835	2966.911295	3988.384373	923.486267	3408.976141	1715.21264285	3726.765911	2061.265395	1577.916615	4906.923321	1484.804515	302.1678213	2489.240254	418.7828136	96.601856665	805.0513827	1171.0426615	2062.6127965	638	408
CD38	710.9957781	713.72348515	13204.49639	332.73532505	302.1170874	221.4176749	527.3140896	1204.899442	268.43153211	749.40503415	1410.5996705	936.7859803	228.7030316	85.46620728	11668.9074	671.3255464	70.42757221	3839.633784	839.75352695	1466.4139115	260.8741246	135	24
CD3D	202.4632139	299.16923345	136.4022852	13889.782375	23155.46302	12866.64129	6404.710921	21050.05121	10802.413937	13221.268638	277.5154284	243.7349996	75.1432626	67.207132275	22.31328271	8.011895284	113.9606129	120.9095187	36.916275464	8.642030618	740.07340135	122	10
CD3E	1081.119023	762.3092958	969.5994459	5612.868024	3495.786786	5923.221068	2787.484556	2947.347396	1663.9553445	4125.493297	500.8705422	369.6109897	217.18093695	176.08498725	127.7131394	162.7783097	194.82200775	256.84223435	117.55318765	101.800366725	377.5090672	477	85
CD3EAP	71.49038137	102.33611163	179.4566139	12.627941755	240.5997791	14.9943985	251.9376104	33.67039245	293.849448605	179.79089337	12.295909515	49.91912538	15.27137566	12.86340433	22.71011052	56.20240409	18.097332785	12.87605806	13.578975965	241.2714901	18.906138455	10	2
CD3G	118.2689652	166.9208684	45.19684704	3124.315799	2870.19275	3035.099077	1173.67182	2350.824828	1083.852276	1204.99387055	280.06897045	118.9426635	32.02149461	31.202197555	16.40063261	10.187200042	30.53003584	37.27111496	13.298077042	12.194326935	110.67823663	256	7
CD4	292.0037117	240.2510045	428.2846542	179.8370022	2478.298066	3644.261153	1792.024234	4074.996144	409.84038423	4278.0011365	91.147465695	82.34014054	3409.549729	534.5474495	1682.996041	9246.190566	1355.026772	668.9196258	182.2151345	253.14644395	154.4000693	213	114
CD40	1200.535121	1130.2659165	792.2211785	219.1000373	111.3774939	165.9259079	156.6380088	123.7646566	329.8309437	431.78589505	184.6871739	220.28899	292.36386505	1143.4656405	12138.74862	673.4273692	1662.3011285	5447.2630215	89.23001076	386.90002305	187.749776	22	11
CD40LG	117.6088603	108.29110638	57.06650312	201.4338688	483.7414904	858.346475900001	694.9978473	857.3317846	492.9502118	58.32498133	31.353232115	62.67101782	25.55831067	26.1784585	22.5762193	22.08535119	20.686183925	17.81659222	11.3097480835	14.87789426	36.17270127	32	3
CD5	632.441609899999	343.8502827	469.8838978	992.70350545	1146.841388	1687.419923	971.9390504	1524.080774	543.6334744	2679.872343	293.21390915	186.6379719	307.36476455	245.5300575	243.5242864	165.6149267	271.52275905	222.4283364	157.635851305	186.25941175	266.249883	137	16
CD52	12739.2576	15869.768015	262.4233021	10818.42129	20348.95976	13926.30201	1834.25029	12906.60676	6606.3507465	7909.99448999999	5173.656096	1941.173522	6931.2773595	10526.47996	152.2465972	481.460295	6517.985589	2248.08710205	9225.51446249999	10513.493993	8951.968472	855	82
CD58	270.7577534	457.6813056	334.3642002	593.2842255	107.8965025	870.7731587	794.6310884	859.373551900001	713.4766979	756.9699613	965.94696145	1534.01452	1399.0163465	2694.289613	1974.468117	1632.741518	2246.169573	6455.4132245	1064.14349435	1020.90930575	1109.252376	710	278
CD59	560.8375006	546.9643181	1748.786938	525.530239	579.2911149	669.2179649	768.2282873	1519.046189	530.31609605	1128.7613995	517.14917235	568.1265377	260.07653465	2532.501211	7169.007391	3972.371571	1497.6663415	1839.8077095	2683.18679	2975.4462825	590.825456	1	1
CD6	173.6997489	176.4993296	376.1459356	1712.98772	784.5581319	3150.996209	2742.010873	1898.290894	377.36482095	1763.9371105	660.038737	354.1142843	87.40398885	88.949549695	105.0361733	69.0760941	95.88029061	84.247626725	31.868368105	31.58909761	285.3249064	56	8
CD68	6.360905426	18.6808668	12.13960163	50.398012605	18.20469398	21.90478627	26.38842887	25.60513739	131.40349954	47.929622005	96.040918335	13.69355847	809.24673645	1784.679773	716.544549999999	2994.913465	1148.789399	658.16209565	144.750130175	189.71348705	47.513481416	125	83
CD69	4825.957738	3049.3837705	199.4125672	3472.015783	4322.652506	5030.527517	1134.965647	5628.420945	3834.1186835	576.6397621	1753.170936	5098.561841	65.497355585	28.656524675	51.54187399	20.9458488	45.26223847	65.491384175	413.8063921	1604.934687	11076.5775505	248	222.9003133
CD7	39.86061784	42.284266105	34.14697033	2115.625518	2098.916247	1438.495034	1361.085057	2145.687996	450.80174965	8200.713852	1650.260099	2043.63331	20.751191345	14.513844665	11.61639178	55.701785	29.14278588	20.161134765	9.0520606025	13.7643481495	50.003034325	158.1038008	31.24041189
CD72	1192.920721	308.45568895	17.38578653	18.851101745	39.14227946	8.59775031	13.79512886	9.933826163	28.86253135	62.64350562	78.570178535	17.83150444	9.0138054305	8.821583454	8.124391725	93.38636179	28.209140685	8.6595393145	5.2064487385	10.3875265635	15.22970581	22.54717562	5
CD79A	9210.62176200001	8034.803306	3207.658954	443.02118705	185.4341934	174.3492017	100.42304273	473.6804868	240.96056915	511.1036779	170.24749575	136.6447915	167.5553568	116.46517605	87.22020416	54.80564502	131.2364666	167.49000195	52.8273533235	93.922470135	445.5699661	89.9999999999999	10
CD79B	3423.657582	2992.881568	822.7333565	234.4714082	283.6740737	344.6577532	181.668543	460.6159277	336.8787535	880.89279345	388.64350715	272.2181957	151.7410885	59.323425855	53.22918164	54.83762672	65.71340033	72.1368651	28.840727165	46.337925395	190.8664367	142.4778676	23
CD80	265.3099763	443.36050315	440.9607333	80.42585528	89.46049415	92.81377389	186.0121602	100.52666296	257.0691652	481.00687385	168.80188755	131.3023107	155.6745673	333.46199515	4245.98699	139.0102709	609.7161937	4890.4932695	98.058683505	146.896859705	106.02757455	2	1
CD83	3986.141371	2909.4009595	462.2741826	387.13062165	307.344258	396.2438714	840.63416	265.8466122	600.17190875	1719.2854895	702.1448113	1612.342648	695.6239254	3094.4184975	11368.01927	4272.474273	3664.0891975	14692.641065	1871.0571435	9778.2650295	3850.32554	57	753
CD86	521.6013653	678.6900011	333.2044673	117.34208655	28.73160809	105.7733518	79.07039401	29.92527986	391.5634596	254.74225695	116.61603515	88.3636623	1411.4377155	761.07411735	1563.055716	3013.417461	1816.7190005	4946.333445	133.25645845	174.56382244	106.05903892	79	17
CD8A	664.3658182	465.3011764	74.12864621	10142.318555	37.44573877	172.9741505	152.5408562	171.0346936	1095.122961	134.71089175	993.63340145	1228.661159	198.7928641	124.81804445	31.48663578	54.77999506	179.1403635	148.4191839	72.942790995	77.636341485	160.353694065	128	27
CD8B	50.04185662	43.655581755	39.27944541	3557.973805	145.043659	16.5285868	14.94556786	119.7011094	161.30557025	27.90426913	22.25184772	15.80020253	14.45469638	12.952798805	7.920371955	7.495814355	17.431381305	13.976367825	7.7752329205	7.5963917955	33.28191223	71	2
CD9	66.70584221	17.620625265	1616.181494	84.57408323	9.759346621	9.22819495	9.962647871	13.39102207	25.593015104	21.041875885	15.178938385	13.15816312	289.2420755	4298.882784	129.207719	2444.867452	3698.354931	1699.136089	7186.577086	8201.4778365	6927.1117705	369	68
CD93	477.6518907	451.19311205	319.3423271	189.06209735	89.45566923	133.7437327	110.7734551	128.5688024	677.92911805	287.90339075	316.2391837	318.6970748	5771.3797735	155.7564557	107.9092129	893.3918888	756.6315001	140.2570734	266.6933351	299.44691345	102.85897715	1188	2061
CD96	255.5588607	303.5986071	148.1212133	1683.671435	1478.375313	1566.520269	277.7365035	517.4638787	2604.408848	2327.5021365	1631.5491925	2154.355319	32.00919006	32.17367595	44.26061591	22.67435839	51.11182667	47.240939885	81.75566023	30.867483285	370.6090172	128	18
CD97	196.7505243	522.7257452	834.7936096	1903.411981	1557.826715	1668.03634	564.8893469	810.9734744	2231.8460655	1212.913827	4888.0264295	4627.057059	2518.034449	534.56318955	1236.517298	523.4304429	287.70284755	263.859637	805.54458315	822.50467335	8377.77177100001	5300	4642.302697
CDA	20.01444778	22.596888355	33.16160713	11.906231506	10.09259458	14.9060343	9.351349682	10.260785709	189.338451335	26.690046645	113.02751817	7.758955023	1028.2089405	336.8508333	7.502594179	19.70251366	343.669253	35.434592405	75.315441512	67.527684081	326.598819015	1489	998
CDC20	79.76284946	122.38506964	204.2320489	127.6989916	66.97541627	96.20074867	1421.03801	309.4117011	101.746303855	51.21380242	79.54489112	285.2358073	17.231017265	28.41021057	15.13833377	12.76276571	21.90979425	53.623876335	83.827236635	370.9397925	13.816600456	12.05261012	2
CDC25A	38.75208089	29.90154015	38.34790351	10.597771242	13.74908298	10.028214469	224.8788492	26.51250233	51.131387655	56.45546664	13.27749071	144.1293477	15.465460575	19.10945059	18.24523876	12.47424754	15.803390915	12.93252745	21.38393812	59.13314972	16.928822715	1	1
CDC25B	1905.617283	1821.129863	1266.458155	4488.370442	6018.81275	4445.105535	1187.203043	1894.879154	2719.5350555	2944.0219495	2721.695796	988.5475562	516.1170173	551.9847805	2627.476167	1077.899777	671.22223525	649.48503695	423.6147107	469.23942735	414.7164627	107	6
CDC42BPB	19.63005187	81.36081775	19.10977338	10.2569632505	11.4011841	15.57295525	10.685749737	8.996259207	25.535112275	24.034618665	10.8654475785	9.473466716	253.04627005	447.7011608	510.684237	603.241522799999	426.51019195	289.0793655	76.18223936	73.54429637	28.386583995	10.365175634	6
CDC42EP2	57.73796589	52.05353215	52.04407282	26.3728732	33.95569709	25.06967639	22.85183247	28.5463614	76.983837815	52.687017805	26.469444625	25.68608864	95.79237508	27.131529645	434.7453707	28.32320766	22.977447775	30.8566561	23.15631032	23.566527915	41.523687665	7	12
CDC42EP3	247.0820885	390.8081788	319.7493915	520.838735	254.5691793	553.179547	355.9722706	356.8767929	820.762893299999	118.50846982	796.8581478	760.7391029	1528.051691	496.07126285	31.18691228	336.6528744	128.70363015	47.105336425	571.6241513	1130.2432337	900.2787334	1420.491555	893.6243494
CDC45	41.51281026	21.441467305	41.62300769	10.3917267425	11.76196352	9.029221426	1075.934163	19.26356727	49.173059735	145.03707406	11.3049750885	421.6285276	9.4748234395	8.778083227	6.458819731	6.801236262	9.048899417	8.5249502955	13.678076801	40.46118232	18.24145355	3	1
CDC6	329.8826017	273.47746715	274.3730886	87.1533185	47.87251544	89.6940784	1132.392321	114.9538155	119.55641077	179.3968843	79.066689095	469.0484316	52.403009145	72.348037925	28.7928174	31.21863395	64.891683105	63.020109255	76.42728371	91.903873395	70.3271361	10	11
CDCA3	98.60690531	89.354800255	86.38061106	34.62680781	21.10157555	67.43182601	674.0986841	133.9489911	202.342981915	164.283037895	75.765459625	110.24138	31.65047085	28.6594159	16.5696645	65.91256471	72.00415583	31.01828516	65.795243755	138.430183975	39.823443075	3	1
CDCA8	82.73446333	73.825469235	89.02507836	41.521978835	38.63299267	58.51527127	1083.331463	271.4684653	53.41971735	49.843215835	42.71916947	386.7121792	29.516239585	31.515648635	27.90994722	26.95793067	34.879790665	25.856028115	77.3542443	179.922138085	33.373631985	37.68858586	3
CDH1	113.0590638	36.07314542	128.9046495	28.95587224	10.692693466	29.7592235	85.23892322	8.542024799	33.3329029	208.7749851	9.6993631235	11.06601359	9.5088925565	8.7500626905	32.16164726	10.52569822	29.514261435	13.365482925	7.114771353	5.369705889	12.38800676	2	1
CDH11	420.8776098	267.1819858	140.1652876	43.856944895	12.72304299	38.50247266	51.50821174	27.85984373	97.36404193	226.341044	24.02404307	40.27715925	48.288045295	36.38511156	12.37672065	13.77480518	42.91105242	49.28661816	16.57166314	8.822186084	28.78953653	1	12
CDH12	32.57394954	41.95364623	16.74915601	9.2093915795	7.430243611	9.966976064	18.31511438	10.425360993	259.1212778	196.3906488	29.720699755	11.97381535	9.6233337075	12.18834016	18.21058167	5.960973605	33.931832575	23.6883978	63.944538885	28.80721551	64.586596327	6.809469631	3
CDH13	23.05591894	18.50036984	47.03555673	5.6796753845	6.596535494	6.069026651	4.936875178	5.900622442	25.99173532	15.0087186	7.4153379795	5.470721193	5.988250303	4.9298238005	9.005330172	3.596509809	8.4048023205	7.454037986	7.167788391	6.2877473525	6.128616863	1	1
CDH19	226.1237954	207.5043105	69.23297758	34.893539175	10.499555791	44.21535537	49.28701679	27.17295674	193.13012825	57.47962576	38.40409461	46.09348135	33.50194277	30.221414105	15.39005553	20.20116924	24.054640605	17.7820843	23.595244975	20.48455627	57.423765935	1	1
CDH2	181.4551102	208.172251	190.031597	88.13925047	63.00919865	92.89329932	62.97914742	198.4205871	205.916503775	269.5731317	95.565422335	111.9770208	89.338126185	52.552030545	43.06029965	54.70050723	729.75978075	137.2585847	54.92205028	89.65167632	128.858174215	38	25
CDK1	376.5931716	345.3074948	226.1325752	95.63641587	24.60135192	124.7347531	2493.631805	267.1113151	138.00350789	264.1568013	156.49029695	339.2433336	54.729177785	88.9171308799999	46.02892812	57.30582304	72.217078405	27.609718455	197.651586535	415.01607705	104.27244285	9	2
CDK14	839.2334499	958.0173506	592.4343917	90.257153305	65.47876706	133.335525	72.9898501	51.01213718	233.114448195	329.0385858	126.4449253	82.04742283	170.0218375	368.2231615	100.66672175	64.47648766	198.03141295	157.20966375	67.261077725	87.43912957	169.0398533	516.9401449	408.1830322
CDK2AP2	65.7643049	247.3911292	688.6711059	379.26746965	381.6108154	508.8399702	902.7117092	1078.386201	519.5211991	459.4409591	639.88264715	1486.91082	323.6731114	164.08833365	135.2651835	188.4727531	411.249971	159.2589295	340.6221276	261.8679354	132.9686162	643	160
CDK5	43.46636173	34.08727298	407.5374774	195.42620255	153.7458745	145.8549484	320.3420567	353.4278355	302.883872365	496.08736415	262.57155535	119.9569082	256.53849865	697.4112602	48.49389942	482.9436835	662.90785075	129.4948259	526.02220455	801.198878	27.175553065	43	14
CDK5R2	119.4750439	61.16959344	45.02729752	9.8207524075	55.83405438	13.6091539	8.676591611	18.93406187	111.967777375	100.3905446	12.293092633	16.25526567	8.47062388	9.588772536	12.42183594	5.993441191	16.18189601	14.149945703	28.4882266	4.365728652	20.6489202475	194.7063852	5
CDK6	61.19366093	49.469074585	24.94854998	67.520075655	21.83809084	131.3956936	53.91130709	24.51792508	49.85527065	108.33721107	28.713490695	274.5892691	19.67810746	20.52347676	14.69372186	10.757559677	74.54187029	67.08540254	42.710186123	9.6913335155	66.6085732215	65.19196901	6.79239085
CDKAL1	20.36235587	21.43047967	97.14954164	82.204851935	52.63641218	192.263074	216.7246442	68.30332594	41.331544685	12.0003005735	7.794808024	48.74806406	33.93451014	36.267032685	26.94211196	57.33248997	80.87201894	97.64652512	42.366833495	15.5645305145	19.9586668515	52.73127085	14.71154212
CDKN1A	294.5954784	583.15654155	731.0783264	69.97764454	29.51120727	153.8005178	649.8765138	479.3827041	249.02581915	562.0732006	115.012473925	939.6131722	631.85992295	3551.900979	10340.92576	2538.727189	5311.9881495	11380.27663	1217.3469895	2919.3364875	2794.334674	76.16302135	484.1265922
CDKN1C	19.63875569	16.040844195	118.8033944	10.289012897	24.13172034	12.8117162	8.821588823	8.989395895	173.0857836	118.84024991	111.05219285	12.58254674	187.14398825	7.271988652	332.9366012	102.6595026	9.6026363875	10.2918222265	9.1409881015	10.057800063	116.520012355	61	34.54902871
CDKN2D	561.6176316	813.2131005	305.4523108	590.5637682	495.5374677	658.881238	202.7983924	142.1646474	400.54765645	280.09666233	590.2503597	221.5430892	496.4190097	41.913927565	90.92934093	32.62454871	25.350035825	76.187669635	97.858287785	128.96844623	302.0431469	971	640
CDKN3	362.0314537	403.76109945	512.2315472	255.9834846	138.7164801	225.9206384	1085.916795	367.7411677	303.0408948	234.60745745	159.50230145	263.5034767	119.27288825	269.55458395	84.69865458	101.538465	141.6604344	156.72227105	233.28424665	322.5290303	173.85720655	89	28
CDR1	36.6774778	30.20971692	50.59601946	19.10522706	14.05970128	10.388541935	11.25001517	2.928572918	81.473583075	9.7177347855	21.779271415	3.122799795	13.973062325	4.628267841	1.841051446	3.02074962	14.666279435	3.253478151	2.833270811	17.735838815	6.517748089	60.3076322	84
CDR2	108.0249915	280.41888985	1077.523549	1817.5308105	2241.954419	2311.902132	1541.621783	1730.069713	1258.40895445	1475.4937675	282.9476626	513.7206184	152.21423245	281.2826953	1188.603271	1059.417996	324.2935564	170.25582835	880.0203779	805.68557835	372.23018505	65.82999585	12
CDR2L	22.35216144	20.36904347	14.73575239	8.8921514345	22.32280863	7.998365312	7.909530808	17.34435504	27.964600285	58.925536585	16.79918464	13.23886632	18.13803305	15.719254955	19.46671971	808.8429454	409.1246507	38.304879705	11.91407459	10.295985301	29.48995063	1	9
CDS1	15.74993866	11.681883245	10.235530258	7.2083208195	11.75805887	6.890256914	2.982767521	6.105977905	30.19641644	10.286650985	7.6778351955	4.355954422	4.8605248535	99.636107085	10.546867081	4.525655058	6.7959983225	4.98051772	6.162384503	9.8219467995	10.2300660315	2	1
CDT1	198.4365808	138.51352445	172.0165688	67.90068777	38.47379517	92.22581447	434.405939	198.3739548	114.460359435	233.0748722	64.04432991	257.2958416	35.818991555	36.73391997	47.54547914	29.92256245	51.20322752	65.55990676	66.24485491	43.970609345	10.0860125225	12	6
CDX1	78.4749105	78.518702015	171.6167211	31.908802385	26.31033721	25.81351255	25.7689098	20.66419976	45.199381945	57.241986405	32.985734105	29.06485803	26.26596151	30.75895832	17.09066623	11.64558055	33.550927345	23.94315253	40.119051995	27.27094513	36.22899642	1	1
CEACAM3	145.9779868	127.7871839	169.7578997	79.659556585	50.23467077	61.33115729	44.17926947	66.77004544	162.3840064	202.19319315	203.97496345	113.2142499	227.25663455	139.9353376	88.31541919	81.66210709	143.7545398	191.34736885	156.471404915	141.39015766	120.52370687	1696.472566	1613
CEACAM8	167.0270059	165.1779503	44.16559798	158.797643495	7.080233015	83.11841432	33.4304668	5.443200336	35.624816055	62.678826635	982.93149975	178.040126	7.4086659055	5.2541135415	12.2346159	9.822486331	15.1715478605	20.312027068	2571.3417635	2009.77131655	212.7520325	70	56.6862169
CEBPA	153.3911479	212.29895635	59.58943213	102.610488375	41.19023064	54.40864478	99.48087091	3534.407326	311.61733705	74.771982635	275.87888475	237.268125	2251.998544	3987.152092	626.9484047	5202.459959	6783.727818	2066.0439	181.1469628	126.149838625	151.5858465	433	128
CEBPD	253.2498052	198.090489	169.607058	933.80679865	52.70846195	449.6241469	114.9828651	66.28744137	3942.597619	144.761349915	4700.6563855	2098.025118	13459.907995	687.7794757	2066.528116	5886.372029	899.117348899999	802.667746250001	698.79833395	560.56460655	2327.733023	1653	2218
CECR1	1815.377446	2572.598714	10847.21427	3100.2566765	3043.54615	2649.288211	198.7052525	2083.921274	3441.7093265	1201.3322125	3038.2749995	1245.139431	11422.21434	4133.055534	9780.900959	13273.85851	8094.121887	6851.6067545	837.9260047	1082.8697741	439.00675675	112	16
CELA3B	110.1535534	171.28205345	67.06794225	81.13283114	40.41671917	35.01167135	33.35849414	39.112338	142.20756255	269.9216477	60.17706215	71.93998052	39.42491356	32.722232515	124.7957664	49.23939207	36.37768508	40.785438755	62.2012928	18.5517324255	81.001199845	1	1
CENPA	259.3412806	245.0679055	213.4579717	97.182802385	62.96601542	84.66917323	623.0031862	192.1772926	96.808575875	45.08912567	124.80970635	119.1727753	66.968141065	97.991798455	35.84160288	61.12150876	96.46153105	86.51370398	113.60640148	111.064419805	46.88686207	2	1
CENPE	123.1744707	99.79728347	80.59914653	14.510856105	9.464682955	16.55312462	321.4991984	141.2692303	90.858375245	34.764383285	29.55654864	55.18469907	18.472924	18.28470333	15.46388139	18.52327715	21.555084595	20.866250145	112.84884356	88.223280745	32.347032725	3	1
CENPM	222.57314	242.36769555	298.9589829	208.44612225	20.95370432	95.37346714	1224.867491	268.2227245	47.09913705	230.118933535	75.857789675	361.4200551	15.217399015	20.73555555	9.710093977	9.05280535	14.419101645	12.364111045	145.890100555	156.742801155	16.38658015	8	1
CENPN	98.92151964	123.19920755	66.18433113	31.29867037	28.26718387	19.32336767	550.7432803	171.8082255	46.025980705	55.535170505	68.885609655	177.4213819	28.325892375	115.10298185	45.92650146	53.87915184	128.48222645	52.70206149	98.84737165	158.5159118	220.3183408	24.0242863	3
CEP55	42.70875376	63.43975096	78.49271147	37.38007156	11.15918287	44.33625357	1850.252152	243.9561152	94.013728105	85.294677135	72.819028585	212.8067303	9.072790794	52.85591679	15.55467589	25.36135253	22.828371155	26.685008695	55.128120145	117.54203892	39.2689218955	3	1
CETN3	300.4146144	398.8788314	347.4284596	634.4045177	641.1092945	634.074385200001	1651.859102	659.3615346	740.081035	302.8383945	450.3590041	559.8260185	299.126407	355.5152714	262.1268351	412.2877898	421.2349521	236.0157188	1439.461844	726.0033909	156.80680667	10	2
CFB	182.0916774	99.89929057	105.7391523	71.456332145	73.39498815	86.87657232	14.62063581	35.40858935	261.40834875	43.67674742	69.84044382	64.05100317	68.33531452	159.53377905	12273.61759	342.718013	115.59868525	2590.0575645	60.0454642285	32.817155415	40.750587924	1	36
CFD	23.3841776	27.403249675	33.97284676	104.890859725	99.91260135	17.13480569	12.07913811	12.51602868	877.039360455	30.38266378	47.93566683	16.63862956	2894.566911	231.3797463	4432.411866	5343.482387	177.63529975	499.1049542	448.6925877	488.27379305	4746.291747	1542	3678
CFH	63.60952877	52.26155573	27.05392945	84.699056385	7.67485033	207.5664661	17.16615728	20.75688702	155.146417275	187.8052059	50.552890585	45.30575827	15.58122272	16.18109645	502.8945695	217.0978194	94.27967229	70.96683289	62.572414695	147.4202043	55.37698155	13	26
CFHR2	676.7806821	466.9681648	204.0435603	108.556579675	22.31928844	219.5977796	104.7898274	113.8198804	260.00008905	220.6961488	154.829201	111.5961995	83.016759265	110.8339737	53.34672712	34.83010873	82.47008827	77.26232104	96.01612234	109.56852715	135.7831955	1	1
CFLAR	964.4557146	1157.7781145	1558.171747	1442.5280385	683.3137323	1675.092752	1392.240954	1144.533976	668.23297775	1639.81866	3067.937953	1696.323295	1635.079804	1012.287326	3774.288258	1821.737315	1988.738033	9226.3769825	242.9765476	413.5670959	712.8937484	3406	3460.883619
CFP	13.58539291	13.16429904	12.33710653	14.726263581	386.7882039	56.33144948	5.355976481	14.43840251	463.642012695	76.442451715	37.40390002	7.144553939	3810.033597	24.78360504	184.919976	2111.774278	9.385446622	411.48812315	38.67798566	187.013099625	16.654999505	2781.10953	1489.265599
CH25H	290.5581052	195.2290251	93.06774905	89.689483275	69.59748351	105.6706218	84.35152615	264.8202828	93.16457317	175.7473988	83.50964663	70.47025978	90.077396195	116.6697419	59.59849932	50.4690071	636.4637707	261.93499785	37.5107102835	143.452541135	43.5745719	189	53
CHAC1	157.8146641	95.027377035	115.8785609	41.509238685	37.63258955	57.17663983	320.962896	150.6211588	79.587935815	31.2236717	67.482226275	528.2554881	50.612573135	116.111060335	31.22993344	21.34319447	69.325018965	67.438371235	384.69882215	511.1454594	91.21692996	1	10
