NAME	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	VAT.neut	Other.neut
MYO1D	4.913133921565697	4.380049818217346	141.3732700262473	24.616138229687753	26.634746143531665	20.00731494904558	17.20812685602993	25.725707000940318	15.880992112675301	18.76368344560212	10.793750470114206	20.272266156139636	4.896714685749725	14.073637180797455	3.869341106905772	58.94199593025894	45.64305657298801	3.8973357175221737	37.47908387632753	43.27689284914754	4.989619567733774	70.22782044758773	31.560893212542425
MYRIP	10.134652200726979	12.334641422800875	12.322479060535949	9.390316450242276	22.858024049117866	5.711966897903563	6.578347378345988	21.615896341180527	20.93595575629602	21.088362354187495	15.806551993385362	8.48228620695866	6.389830687101168	10.032696964914603	6.0138756424099205	3.9056045128063688	10.30329781229051	7.317338330600643	250.60958213267787	200.73768413761547	4.974430637606857	26.634746143531665	42.44727543987436
NAALADL1	8.617913371699883	10.727636151387145	8.01541068632286	35.375572639365714	109.17092942466378	72.47498565046071	12.99212883505159	74.41396907213307	31.544420461078424	25.066072332260216	198.81508651352365	120.06004945069184	17.81074941383888	9.8568409551699	6.799117348720573	7.933271603583415	6.246619849535374	11.513304152247784	7.082430778509188	8.338458086670666	10.461653050646445	22.477837104439086	20.068939140708416
NAMPT	296.1520948622108	345.1445917629761	789.7370840156224	316.3510321856198	332.08364815070007	260.2328113525243	2522.5732453828336	288.8765478339372	296.43524607612983	2865.704572542449	310.7861643457056	353.8777232322892	577.9679081736504	894.8541445471742	1874.4843927872741	550.5609835226384	646.8026768212935	1446.9572253328051	844.006605067083	2671.556202541429	13261.459050042487	27691.146519184007	11834.668500547326
NAP1L3	54.33854924976696	50.474855452365276	22.8040795301332	228.60819664143327	188.17614514410621	362.4114063633555	111.60844192836134	122.45900013708459	177.90755794793594	26.938562546651262	82.22451244339979	49.5138868365592	8.48101764225094	14.243117189175857	5.913493407849292	11.19325277363185	18.978620979603868	10.809734893423686	94.61770651483485	87.9548461849996	15.445250401361305	38.80915651994249	57.64006458045988
NCALD	314.863164576992	207.5037673209519	182.11013498386737	507.1643750579216	68.66594643246557	335.27442779184196	182.91465826765207	652.0135589724922	1021.3906927252979	326.7056168178533	951.3074784079067	457.1380308310538	62.29941842865516	48.76683479038475	47.199983615832934	40.684990394191274	66.88349152523006	68.17370906401781	61.507257499532585	59.30481027451432	63.41048099949795	33.69578135321721	62.93844687108806
NCAPG	19.15295247122213	27.971214933009904	33.569158648098615	33.13161863202437	31.971682225051715	30.271217086682743	690.8456276601089	158.11536481057172	53.02833139328427	119.12127120559917	44.527554127301045	74.11642642541817	14.507430931389834	31.023220836917787	25.795716155922523	25.09195742476048	18.82788374753566	17.939412328339962	47.36951175446471	107.49429472474678	20.263314176256024	29.080370310035775	46.892097832054276
NCAPH	16.33538781171114	17.610997419238156	20.983493450501857	16.263598913391302	10.265718146324588	16.75579579138343	510.9051920404343	74.0890094080219	14.168450339069249	70.45416270930589	19.430477435057718	90.23737454137277	15.193146243073956	130.9791262939993	11.227554207591105	318.61615338245105	867.1287273641287	16.062036568322632	30.1716657319253	72.39212428507953	11.337942280715914	29.06628607298586	12.08955366305686
NCF2	74.97909062204566	197.91636741138706	99.36085213624303	31.41106160511486	119.97137822422896	43.21564787780258	29.897420700767203	33.94998809661453	1327.6772676683654	258.8291331531793	322.7099811859672	84.76383612388403	10260.003671372751	13123.626049199454	534.8059608042836	9562.600585913624	9289.796411513329	2549.209784848452	708.0992939306119	1288.4134731844044	18328.739418874473	10621.329680151288	10433.388813104608
NCR3	74.0180896540158	570.9664593927641	22.502383950895215	1417.164484411154	137.28666380743402	249.1128238104045	243.80242104894776	103.19757702998203	1504.5806985310028	461.6759204525198	1193.5935051656177	2711.018306010333	28.72478447562255	17.296169555625134	51.03655916781354	28.094989942150207	41.57214115328884	18.35887539328874	48.2595904559998	41.202845565381274	71.53460217948845	63.79349388828398	52.15312421815335
NDC80	3.5671560710199386	8.693392650738309	17.270429467953686	47.45784060476831	64.07541425214032	32.94825527026929	506.9886299683655	89.02253388105838	67.67742783542651	111.99219753213292	53.7098287856397	61.7426828817257	3.353003447637833	11.201913780969065	6.153423361390039	6.972443200614468	5.856942176953754	21.9789573997272	50.72444354020945	34.1409666648122	24.03982170034797	72.20784439718115	88.61196220765996
NDRG2	137.989081415431	114.47996313130696	39.5128798451887	112.15997449154338	34.237003195705434	168.1409693266961	56.05281855684888	22.028089969393474	60.627580745166476	43.4055600276526	51.08676614951081	28.704197586564145	59.41683178383189	302.7851448426363	31.074841654839144	51.35606554518435	2523.2127565082374	134.11239862801676	242.65728689482262	291.4042091049622	40.1066375267477	249.67235707136342	92.50278412560242
NELL2	519.8443688860561	443.4057179898025	193.9672514388619	5614.1695976659275	4151.922604353592	2482.719714283416	661.0864269379852	92.70539226394263	699.7011773175128	155.06841428104772	194.29332585983047	158.85420111401268	90.45936028574451	92.13334869887098	64.03006753050019	46.294218849455945	91.64548153748575	143.5556291946451	315.2394242828858	370.8866829491321	289.6235172378302	5.006019498458774	147.42198703961276
NET1	100.6186397403646	113.36500275904454	307.00822869016923	112.36770168022994	460.08396998327936	126.05666464774873	358.0740762933257	89.52267561942561	55.57556505367272	68.99063286850162	86.69064145939302	233.28320219438842	48.97707669632943	46.146523271053326	304.9786584859924	69.34168233197195	385.4043658462688	3739.8672683759746	73.1700960935095	70.83407955417165	51.55396617500759	4.530498051224994	67.7805541071348
NEUROD1	12.605258522544341	10.57966925661604	3.9229163531689557	3.445214584527217	4.465439723263223	5.099383657347591	3.7373353920191934	3.7783307224170035	32.84699757447097	20.204843474228518	3.4332229960727467	2.967205924658986	4.558841879071684	3.3803497502648465	9.49129933150196	3.495571127983674	4.719982826109785	5.339618327766164	11.760009117837086	8.45424358667627	2.507028069303742	7.477598262964382	8.767866736761096
NFE2	5.57714482671626	5.926599558415859	8.674476231930095	52.34110347252017	25.27797766863267	18.675140425726184	6.450239602917151	28.765952506050326	39.991545301056405	33.991163333440724	66.059945346712	40.395338978127285	1185.2544701448585	17.138118253532774	18.022810523604456	52.895793375186344	8.97103552596771	8.704952131146793	123.20588066192387	71.74943257369381	147.06288666347058	329.89565420293496	1940.406747784834
NIPSNAP3B	1280.4351374838907	530.8986830153649	202.54433060497314	63.043913241543635	22.477837104439086	67.44517134509593	41.53656591049151	38.5258596489862	339.1955818002899	51.63290174147872	75.64909260206055	50.92128800186096	43.29641677061649	38.12508450785073	50.700771431971795	51.157886343061556	34.01252625412354	60.01398306730928	106.82662708631646	68.77328386200516	75.24983042721365	54.31671758164826	21.74399256953147
NKG7	6.153423361390039	7.907818024498443	6.436362556738805	7832.380591269901	51.175005016221995	473.72681763173165	699.7751649593561	6.373359403243325	8673.887135962208	11.779631063124407	11874.238884465263	12276.762368888129	19.229310723664206	4.800412168729093	113.0694689368175	5.848161679503282	4.833063148465679	5.746663961293054	270.22422055039414	387.2261495227375	14.573923195406287	757.1117423889619	694.9356365233622
