id	filename	md5	size	state
d309d103-5eb1-44b5-aa03-ec387033d0a4	d722fb7e-a795-4ded-b39c-5c3c65ae74cf_gdc_realn_rehead.bam	4448cc8f843046a784eaad3d0410c5ee	9851606288	released
0ce8638a-27b3-4d1c-bf15-7278dcff4c2b	dcf31d29-16e5-4bc9-8acd-d52a5bd2f718_gdc_realn_rehead.bam	29ef9f370d20589ebce00f8cc12ea8bb	1982050623	released
2f4b19e9-a1e8-4a54-a391-412c321e2d2f	3ded2bb3-4ae1-45d6-bb01-2bbeb4ad3da5_gdc_realn_rehead.bam	ff42dee3ddf63e7b58bb5ec971726a0b	2934784526	released
645cbe6f-0891-48f4-8c62-9dbed218ce51	d114bd30-013d-498c-be42-61b019e00521_gdc_realn_rehead.bam	9a27a6c615db61f42f431e60827db94e	11364939060	released
d15c16e5-63be-4455-a023-89f69a54d631	fc6a0425-4cd7-4591-8d80-fee3696e1d85_gdc_realn_rehead.bam	aeafc53844f0a6f6b4fc9fe0f0efbe4b	7537493994	released
995d963b-5699-4ff8-8af2-37b84aa7ef6a	f72e4c42-4c82-4620-85db-bbd9391fb50d_gdc_realn_rehead.bam	28406b2150fafb2d9ac5896392b59d5d	4934475665	released
7bf7e977-1e6b-418d-9218-112e0c9d317d	e53b52cd-8c94-4b23-84cc-d7ae7c85f515_gdc_realn_rehead.bam	199e053cabbe3c09f6f8e05242d06bc8	1909409252	released
d1518e2a-68f4-4b07-980b-3006bc2275b5	c11cae0c-2a81-46ce-9123-f50b14ecb790_gdc_realn_rehead.bam	81d4730365e0626efd6f0b63e409f5e5	2319612738	released
ce91a0fd-da20-44a7-a8c6-93b89fa1f6d9	e6c4dfec-af88-4a14-8a66-5f01b9949f65_gdc_realn_rehead.bam	6621362fbe8c856958b0a390e11c758f	2258180331	released
f5f51da2-67b7-4d94-9ef9-dcf9f84592bf	dd5d3c9c-54d8-4072-919d-6a929e34882e_gdc_realn_rehead.bam	95ab17309e49f2b881a66ffa28c8aef6	1695808940	released
be80fb51-f36b-4c3a-95f1-c97883538e49	14deccdd-1c2f-4382-a83f-eed278602575_gdc_realn_rehead.bam	6a3a205a12553957ae2f573bd2f6421b	7429207111	released
67ce9fa8-ad21-489c-a30e-aad7c60ffdb4	d16e8612-a0f5-4d6a-976b-cbff58dd23ae_gdc_realn_rehead.bam	acd18fbd8aacf810d0177ebcfa953f9b	2266298413	released
c33583f6-c925-4130-97b3-df2eedfac69f	96daf9e9-76e1-40ec-a3bb-3f514775b9fc_gdc_realn_rehead.bam	1d5641dd48896f9cae645dd41989864b	4930872823	released
5c0cd2a8-f5b7-486f-8762-3d82796009ac	142f21e0-2a8b-4b99-9ceb-aa455c15760e_gdc_realn_rehead.bam	364e7fc8f8ae75b34e5f87de92b7a22a	6837570733	released
08b71bc1-d0ba-4b9f-9e4d-2e2145ed8542	3214c80d-9ffb-44e3-91af-1f88b29ceab9_gdc_realn_rehead.bam	47bd2afdd29fc7e9909f357a07dbaf4e	1709001525	released
54c33b2f-6743-43c9-9bc3-8c05756d0285	bd317c83-d20e-4a02-b03c-c00a5ef62ef1_gdc_realn_rehead.bam	59fc9889cde9386375d616593ef489f1	2963710088	released
2275d7e4-2710-433b-964c-08517fde6fd5	015ac06d-1019-40d2-a373-dff10b45d440_gdc_realn_rehead.bam	a8f637a9e3b5ea029e22248435a4b70d	11268777648	released
f7c18a1a-ea2b-458f-8a08-14b6ed2bab4a	fc18b7cd-6273-443e-810f-561a56dd67eb_gdc_realn_rehead.bam	b66bc16579e3abfc82f127aab1d9f482	7451326788	released
23537609-49f6-4632-b594-665cc21c5530	cc714e79-7aca-4913-9431-38b6013904c1_gdc_realn_rehead.bam	3c80acf2d9dfebd1f3181f4841a6b796	5955234464	released
fd97e496-2071-4a24-9267-aac611222d12	fb29d352-af88-403d-8637-939ce19d126e_gdc_realn_rehead.bam	bebdfc2cfb9ce35a6029de5fbc482600	2480447311	released
74b0ab15-eae8-4113-bb3e-6e77d8777122	1a88a2df-e40a-4beb-84c2-43c9971f8a77_gdc_realn_rehead.bam	3fe92692cbe531461c8a5997bf82cdaa	6964615954	released
0b2e5ffc-3a7f-4178-b0c7-c63c55ca91c4	7ca2f8b0-394d-41ea-bc8c-57ac2fab8dcf_gdc_realn_rehead.bam	cae967234dfb232cb283df908dfa0f00	2025641198	released
65644170-e9da-4222-a569-813501b75432	8a19ad18-f83c-4699-a329-6a71ec91ed86_gdc_realn_rehead.bam	98cde72b52eea964acf9f20139603c34	7280454649	released
8b2029c0-2961-4c7f-bf1b-bd76727f98af	ca0584a6-79c4-4039-bbb0-d9356aee05ca_gdc_realn_rehead.bam	c742ca2b23fa5ad6cf41b6e6df419243	2688127099	released
2c9301be-9633-413f-97e4-17c11c9cd45d	fd8b8b14-ee97-46dc-8eda-a77afdf5fe8d_gdc_realn_rehead.bam	6402b0bf050e844b76e8c367d0be7b1b	7758676891	released
93be2945-a8ed-48c6-8835-0d4c2f007334	5451e137-26ed-425d-9204-a5b81d33f767_gdc_realn_rehead.bam	a62857f19f1f7591811cf40b5e6186ff	8079736891	released
edd2527b-92b0-4c30-8458-d9c568f48c1b	b49d1679-a681-4ceb-8fda-06a808d847d0_gdc_realn_rehead.bam	35b68c4c9bd9903be5d3357312a12c68	7727739806	released
54a61d82-2052-4651-8b17-e035fd09bc4c	514b5e7c-4f24-443b-bcf8-062acc866655_gdc_realn_rehead.bam	930845c424ba0fb4b5ea803e28dd43af	8529523803	released
2c9b6da6-3168-4429-9abf-ed953f4e2b53	e575cb8f-b31d-4daf-844e-5a5ff71a36b6_gdc_realn_rehead.bam	41ec4b1ef660164a37ba5f32b6c6c4e7	1942779466	released
a00bb3a9-e2f2-42a7-849f-483d782319e7	ebabe902-4cbb-4d49-870b-faf9e9b9c174_gdc_realn_rehead.bam	97ec768d8d19b1dfa624216512140b35	5768136098	released
57eb4718-3ccd-47b5-b4d2-ba37595e946a	e0e3a823-f861-4568-b967-e57bdd6ea05d_gdc_realn_rehead.bam	5c248e73b8a5a721bfc4b928c2955a06	8155528810	released
8c780851-031c-4603-8f30-e0e9941d1f41	e892d5ac-06bf-4202-a663-407443f50df5_gdc_realn_rehead.bam	31c9dd9a42c2407320169059e36c26ee	8891901954	released
c7f9ac91-e018-4ee3-b751-8b14fb299feb	1aec6493-8d9c-4d57-af6c-e0f93cbd7e55_gdc_realn_rehead.bam	ef2f334fd3edbf72e7f33a9b595642d3	2098131441	released
b6e908ee-def3-4d88-b986-2bcb0e8a8c57	ebf6b4e0-5be1-4309-92a7-2428a6d54eba_gdc_realn_rehead.bam	4183264addba33509fa9f63a7a687e7d	10688771375	released
a755488b-a857-4949-8706-80fe1ee83700	962c9a24-56be-45c8-8504-2eafab830e53_gdc_realn_rehead.bam	87afae6552966fd03557d783bdbd54bd	8306016290	released
fee52a75-9837-49f0-9a7b-88c53f2f5675	91493ec9-f54d-4f6d-8e12-c8f52c5671ee_gdc_realn_rehead.bam	387dbcc3f3cd94ecb7d8d0f88a5e1d03	2686037470	released
10538428-e86a-4061-826b-4d84d42128d9	8e851667-a118-4489-b1c0-250ddaa59eb2_gdc_realn_rehead.bam	29b2e5ec698ee049bb6afc9fe058e413	2766741119	released
88065523-5e2e-459c-9864-252db22ac374	504d81b5-433e-40e6-b2cb-6bb2304775de_gdc_realn_rehead.bam	1fe9a82479bf2de23537a44caa024e91	9958643288	released
704c41a0-2355-45f4-80c3-7a37ae745b6b	cffefa6d-9633-4680-83dd-80687b08c3b5_gdc_realn_rehead.bam	1576a53c89edfbdf97580ba9e53ef9a4	5060374567	released
adb45984-11cc-4889-a4e6-a3e9760440a7	4d92711d-3f95-4972-bd95-ba57b5ace81a_gdc_realn_rehead.bam	6b7128b1c73e31c166d025b3acb5ae03	2746637114	released
66b56c84-fb00-4e46-b23f-e6e4d2cff38a	767f7e61-8fdf-4fd7-925f-e69f28d35865_gdc_realn_rehead.bam	0042fb2c353d1a75c0c0961472896c68	2162486303	released
20f32e26-cb0e-4026-b84e-a4c0e488ea2e	c6392015-252a-4bef-85aa-bf4cdd5e0e0e_gdc_realn_rehead.bam	3c0651ffe50d3acc3dece75bf8b4d74b	7100316445	released
5808d312-f3f5-4865-ad2e-61a2be9f6a16	c9e90d75-d6e8-414e-8d22-45873c9c5373_gdc_realn_rehead.bam	e14a48962b75e4560f51bbfc68ea8732	2427069977	released
91cbb888-04ae-4b08-b9b9-0c3d0a25d8c7	ec235e73-1df8-42be-9c49-7e9984104ca9_gdc_realn_rehead.bam	cac2dc6ab6d4b8a963c889d12a4d07fa	3214714644	released
a1a47bfd-4d84-496d-abe4-5a85e440910e	31b51478-4d07-4286-876d-a9779a611162_gdc_realn_rehead.bam	7e8b496b344a21ea77b7f683ffda58ed	2211333466	released
f280db18-74de-4f3f-b2fd-bfbd0d8f763c	10264014-4659-4f0d-96c9-c90676f9ea6a_gdc_realn_rehead.bam	d1467f9b5965d0ff9153624b3a3f057c	6121063697	released
1c5ab7eb-aa16-4a37-8267-d0f9b9055624	f9762f44-acac-4522-87ca-de8562595cde_gdc_realn_rehead.bam	22fb2a69898aa99c048034af4add9622	8629722267	released
240929a6-26b3-4cf7-8894-ea619f3f2f0b	e50010f1-dab3-4d73-a7eb-d742a62d4918_gdc_realn_rehead.bam	dbdb9444f1e261bf8db9666c40ac4e12	9851619360	released
e04a7b04-d537-4336-b6c0-a984205f8105	25fb5ec9-114a-4211-9a26-08f2659477d7_gdc_realn_rehead.bam	ab74777aa0bce1b0a4eeced3e3bc88d4	7247168644	released
4fcd18dd-13c5-4809-85c3-803fb1fe6a74	60613ca4-27f9-4578-a265-09b089027d8d_gdc_realn_rehead.bam	cc26cf47a0fb3520f1806982c110a66b	9128853028	released
95ffede8-754c-4976-950b-80aa20246b2c	9ce65391-0a43-4d49-8f2e-94c766902798_gdc_realn_rehead.bam	2012592d19be8e9a53d21b7727abe255	1786810072	released
a429e723-ede9-4e2c-bdf9-60ab63211d2f	4a449c01-d548-4b28-90c4-5102dd9348f2_gdc_realn_rehead.bam	195d74b75fccfbfe0148f6dd3b66c203	7996829772	released
d9857359-e656-4ca7-b6e8-f779d20b1231	8f08aa0a-ce8d-41e2-81d1-bd2e76d57c17_gdc_realn_rehead.bam	435daddbedb4e817e2ad020eeb60acdb	7406112325	released
f78c59f3-c908-4da1-af7f-31c3c74b9478	f6284e43-29ea-430f-93cc-45a6cb0337d6_gdc_realn_rehead.bam	4b468ef2d2d2df4255a15ad141c6344e	2222397658	released
7b3da857-4339-4421-9c4a-fd5df47128c2	92030599-47c2-4fd7-8d25-2c1a3cb9df43_gdc_realn_rehead.bam	08ce143098c194ab835b5f7eb226ca49	6858055155	released
574c4afe-e6ad-4d86-aa7b-31eb92a48664	a61275c1-fc27-41cb-bf18-ac350c908166_gdc_realn_rehead.bam	f7136ee97d548286a178ac2cfedac1ae	9363764929	released
60377214-6680-4186-a81b-1a9b5cd776e8	dfc2111a-7dd0-4481-aa4a-ca48a397df34_gdc_realn_rehead.bam	604199076550d557d488234e80333cc2	7146382265	released
29c02bb2-5f2c-4c96-8458-48ebd0c1aed1	cf123340-8ea7-4c1b-8a12-00e731b26fe7_gdc_realn_rehead.bam	324b03c28b1534d424ed51c9bf301bce	5244139185	released
64659d7d-b688-460b-b0aa-190e389e6676	cf63dc30-224c-4bfc-b507-1b90a560da05_gdc_realn_rehead.bam	4ecee16ed941616cde66b047eb025f77	7468705876	released
7810a350-22fc-4300-b760-a78efccfe48b	78d894d6-810a-4c41-890d-e70a620102cf_gdc_realn_rehead.bam	79e8e395166bdf7970d278fc8b3c9fea	9766480553	released
47b33bbd-e905-44ac-b0f3-c9ad6e0d4a32	42b1336e-bef9-4708-a5d2-4eeb81208742_gdc_realn_rehead.bam	6afdcf934cd1344e56e117ba284d38c8	1542508622	released
2274820c-57f2-4b75-9add-95d4587650da	de6476f0-f3e7-4de6-9c3b-189932cbade4_gdc_realn_rehead.bam	dd7a7882fdee2f6d581e55517ece69e7	1766212976	released
603e5132-ef98-41e1-b7b8-cf099eaf3e5c	d5a29ff2-bd5e-48ff-9908-8a8b1ae94422_gdc_realn_rehead.bam	f9046717b5f7b83fd2ee7584bf0183da	1954275387	released
62051b0b-7177-4953-94c1-6e555fe2deb6	b3fdd605-4766-4506-8031-dac7a0f4d0f5_gdc_realn_rehead.bam	f5df084161e78d01f1dc543969d7e2df	2080472934	released
8b3dbacb-b51c-409f-a205-7f8f4df0e403	34ab9cf3-9077-4e1b-b770-cbcc39b36788_gdc_realn_rehead.bam	d2e18729f38a89e221a93ea7cdc8ecff	2347507591	released
c15e4f0e-90d3-4e2d-833d-4ec71a6ca959	0f4add8a-9c66-4442-8807-e0a793906667_gdc_realn_rehead.bam	b91399659c18aac383b6df8f76f59557	7183027381	released
f69b6091-150c-47e7-a606-c7d4e92eed57	b7189b15-e91f-424c-b69b-95dce9a07d9c_gdc_realn_rehead.bam	f5fc3244131297958452d924253d29e3	8521293349	released
37df2668-6e55-4e7e-91fe-fa6fa34f82a7	1aa67276-73af-472f-9ffb-5e334cb3d84a_gdc_realn_rehead.bam	398c0eaee0ef422947d0e2000f742f17	6635240314	released
74a4b5a9-6c17-4d70-92a7-9cc59754864a	38854a47-cbbc-4e4c-be45-48e98bc16c42_gdc_realn_rehead.bam	00bc10cdeb8b9d0c128deb697e05489e	2275391688	released
48a04271-824c-4689-8a41-4aeeb4c6da04	2f13699d-94cb-4573-b54a-1789a93641d6_gdc_realn_rehead.bam	64295539f19776539ffe05652fdee499	7537472671	released
257c0742-94fb-41db-b50e-4d17234dfb95	cd0d7652-0853-4045-aff8-5288e245534b_gdc_realn_rehead.bam	fcb536b17799d94a76f089fafdecc14d	1928178442	released
116c0a93-c509-46f9-b3cc-f249ad87c978	5cc7addd-3e08-4c7f-bc60-71b6221995aa_gdc_realn_rehead.bam	e8b5affa47e9dfebcfc32019b621fa6d	1851874728	released
4bcd5ea9-7947-407e-852b-e2edd05956dd	c10eb975-e16f-4b31-b5cb-bdfa63017cf1_gdc_realn_rehead.bam	580ea24c6beb534107652b36705e8a6a	8205207871	released
a4b5ab23-bd53-44d9-9461-8886940847c5	d5af25a0-4dc6-40c9-985e-8d069a9e96fc_gdc_realn_rehead.bam	bafb72f2e9bb8b48d1a85d99e040b6cf	1596411531	released
874f2c2f-f8be-470a-9ac7-8e964e5b7b97	6eac957b-96a7-4197-a91d-3b0a2bfad86e_gdc_realn_rehead.bam	fb11d4f471f8a6e9a6bb4e2516e8cffd	7234403071	released
3b0aa6d1-ecc2-438e-ae1c-5b2e8d4cb0ee	304c93b8-5dbc-4621-a4b0-88576e3451ac_gdc_realn_rehead.bam	6d45d09cb91e7a18b5a78996ab7b5d1c	7327013953	released
2e260c6d-51b6-4b3d-9e6a-8407dcab79ae	12a23ae0-a818-4f67-b5ad-e62509102d94_gdc_realn_rehead.bam	4f6283b4a42bd7d4ae8578f92ab59077	7758627139	released
cecf29e8-c077-4deb-b2a7-91a5177fabec	2800fd29-43f7-4447-b39f-380263fb584a_gdc_realn_rehead.bam	d212738b76006ec1f82499e889900acb	5788288285	released
0057b64d-ddd0-4c3e-81ad-082a1b70b940	7d14c83c-02e0-4c2c-a14e-255029cc0fa7_gdc_realn_rehead.bam	f5e70f00a4f1602cccd86f2dc3ecd7e4	1891918473	released
f3d04a3d-8c5d-406a-9687-005b303f6754	de0de913-db51-4fdc-a982-369fcac1b33a_gdc_realn_rehead.bam	f49a11eb46ce4f83b390d2d8b77abdcf	1794501761	released
d137bffb-2f99-4789-9c1d-51dfd0653f0e	4e8e2d69-1498-45c8-b761-65fe62cb9cd5_gdc_realn_rehead.bam	e08acf36a117028be3bc9db1df34e591	2389338578	released
ffb9d1e5-2484-4534-ba00-cde7fd7dab07	1d5d766c-3a9f-42fa-bbac-3fa59d7908fa_gdc_realn_rehead.bam	b000aa07c2d50f7bafd6297177e84c26	1978499613	released
59848f77-6c73-4a46-85e1-943fcf6040e6	3530c572-8ecf-4800-b132-781174a5ab6f_gdc_realn_rehead.bam	4b8f66a946f915b843da14db489ff6c8	7838133515	released
dfe29194-6e6c-455c-9cc4-98fdd874c0a1	07c4bc1c-6f14-4569-9d59-c6e2ce371b91_gdc_realn_rehead.bam	f9cf47169295232754e9cdb3cd5af609	6012350227	released
26a9a32a-ddd7-44ec-8f7f-3b4b95959d0b	fa36a881-8486-491c-9084-b6a1a262e6e5_gdc_realn_rehead.bam	9a6f1fdae185e8e05c1c49cab9685633	2029791587	released
c491e261-f808-48a1-b137-e133b6358f5c	3b8577f9-b1c9-4ed8-8d7b-d94bf7906ae6_gdc_realn_rehead.bam	fc6c1f985cc62b9a21470ed337876e47	7164154667	released
fec947ca-0fc8-4c6b-8201-5e1c62805203	ab2df041-2a00-4377-ba23-6723b04ef34b_gdc_realn_rehead.bam	86a9f2011bce07025d013692e0746c75	8239281850	released
523ca1b6-1cc9-4e80-93f4-ac27222f8d11	789558bd-413d-4d68-a1dc-93435ed53439_gdc_realn_rehead.bam	db69c19ab374c634d83a7ae9a2dc8eb3	7262508190	released
76230cc5-0da8-4f43-a7b7-cdaa0bf86f72	7ad89704-da2a-43b8-9cc9-774822fe107e_gdc_realn_rehead.bam	c4fe85b31c455ef45bcfe71bde954bbb	7167748143	released
6f587871-2fff-4c1b-98cf-0fbd1a4260b7	11effd44-243c-4e24-9b87-9007424bc30d_gdc_realn_rehead.bam	33dae84f15987282bff725c7d07fbb17	6881244015	released
0c0ce802-2105-4444-9c31-c74788b04611	37512470-50c1-493e-bdec-d4b7f3ac11d5_gdc_realn_rehead.bam	bc915ba6f02d3bfab235104ea2d814ff	1879749140	released
1c08b3cd-5bbf-45c9-9019-d5892404901a	1bb12bfe-d763-4b29-9bc0-8a62f187abce_gdc_realn_rehead.bam	a43cbc22a0ddc47a338e0ab30967e59d	2201847283	released
e3167ed4-da26-4786-a854-03edf768a637	8547764c-1dd6-4bd4-a9bb-7ba753d1244d_gdc_realn_rehead.bam	5e3d6260b33c6decaed9904a213d38e4	2382746022	released
017dd171-3e6d-452e-bccd-b8e55e87b7f1	d7eba0d1-7dcd-4688-9382-f6244fda48c9_gdc_realn_rehead.bam	074c81536f1b0edbd5303fa73352dd00	2214970374	released
41afaaab-abf6-4557-a206-bfe212f81557	c99f50ca-5acd-4a84-bd9f-b9d030b23c26_gdc_realn_rehead.bam	e93a854dba3eab6d701e47668ca489be	2197687074	released
d24b70c1-7159-4c54-9a44-52fc0ea0a364	2da5730c-b0f4-4267-83d9-3bcc2234e445_gdc_realn_rehead.bam	a8d114de29dbbe91972869766eadb0cb	7981469881	released
85ba5f54-8931-4c50-b58b-49846dd77113	9f8d3ea5-e4eb-4dcd-9c86-f4b66346e20e_gdc_realn_rehead.bam	e8d1786e929422833d6da8749af5bcd1	8041150100	released
7f8fad9c-f810-4e5d-9fe5-3169c04c877e	4ea8c38f-920b-4bd9-bfe7-40c236b4b58e_gdc_realn_rehead.bam	0817085ea08b8ee3f0630468cb80695c	8684766980	released
a4fd5efb-5558-473d-bcd7-35924ac303ee	166eeba6-fe5a-49d9-abaf-9748904ac4e6_gdc_realn_rehead.bam	0115e53c11c97827c634da7046f67e2b	6899028733	released
879612ea-690f-4bc6-97e5-01046a2b46e6	84ac294f-a9e3-4245-a4d3-6e58ca75cfca_gdc_realn_rehead.bam	93545f63b5a2982c3892525ec1b95c2e	6479574103	released
f654eb85-e9aa-4e9a-8b17-2f5cfd45e063	16d5223e-6637-4dd0-810a-cb6e1cadf440_gdc_realn_rehead.bam	e2eb92b9b5ebb6bdbc698189241d6416	8131644053	released
fe9f7bd4-296f-4e3f-911a-c28d810c69fe	111b5c3a-9fb5-4ea9-8222-fb972a47abd4_gdc_realn_rehead.bam	eb60d2255b61c7db76c47bd308b3723b	8820654505	released
f46d9d09-b5a0-4572-934e-1f7341eb32d4	20d31aff-7d81-4133-9097-efe9ebebb1a2_gdc_realn_rehead.bam	91eea08fdee464c65dde6e2df2784610	7559394353	released
31f7fb2d-7ec1-4719-9f95-dbca8b338d5a	a19b9218-8c81-45cf-ad38-676c10808d70_gdc_realn_rehead.bam	ffa1faf7f597007f8bd51f6fb3ddd8d3	9774706631	released
1585ffc5-155d-4d74-b1ae-52be83d28275	3293a10e-e115-4333-bc24-21a01f760ac1_gdc_realn_rehead.bam	e4594c8f8488d1871c298da7145772aa	7139755690	released
4446716f-467f-470a-a453-7410a1eab04b	9f646351-ac86-4f59-8071-3afcc9212546_gdc_realn_rehead.bam	4bb595f2066e97a4a2f035ff18cf76ab	8427075494	released
e5de35df-653f-4d8b-a0c4-8d98454a81e3	d9b96ba5-8179-47e8-bc02-b9df46157645_gdc_realn_rehead.bam	17e5b72324147bf77009d8c1460dedb2	9739091086	released
5e07c68c-2ad8-41ed-80d0-46332a4f2ac4	dcf5272b-3176-4b06-a169-aa82ab72fbca_gdc_realn_rehead.bam	770423f9cf233995207ba40a55b0d4e0	2480374675	released
232eef03-6187-4812-baeb-ceeb13ff7267	5ffaa729-1814-4979-a7a6-33549a3e400e_gdc_realn_rehead.bam	6c4e9b16fc0a00773e8779fb59040723	2194049064	released
43a81a03-a3b8-4bbe-8360-a1141e5d3dd1	84fd0c76-1ed9-431b-90f9-1bffe74e0cec_gdc_realn_rehead.bam	a21748d0b47035d0cdcdb57d16ff8e77	2551251133	released
42e42589-4c6d-4f74-99ad-5ac589a52cf4	c720f939-1f8c-459a-9b9f-8bb27642070a_gdc_realn_rehead.bam	86c9e1e0f57c3ec0abf2a6eefa7ac2ec	4883987951	released
928cb705-b3ba-4e29-a818-e7a1c8791770	04d25acd-c5d0-4619-ab61-1b8d32dbc877_gdc_realn_rehead.bam	4a44f1a858628a67f0a3c64a8b9fdfdc	5883163784	released
455f4e20-ddd1-42cd-9d12-c4e769e22a38	4fcd87e9-6967-4288-a1ca-0ac318d87030_gdc_realn_rehead.bam	790a3edb37c16842cee44daedba1cbb0	7882826799	released
63c49e91-09c2-4914-920a-528575e6a5f9	08f56178-3fe2-4f1b-bfa0-2b3f123cd3dc_gdc_realn_rehead.bam	a0a640380a0c772a24242d6a366f7358	8905595774	released
5ff12417-cd68-4aae-a1af-dbbb2bca0d4f	b7a8acc2-d5f8-40b3-9919-bce45987e925_gdc_realn_rehead.bam	21510b4503905351bac9036283c633c6	6286108472	released
492d4cc5-caf0-42ff-95f7-05d4fbbcc6c1	5cacc8ff-a046-4dbe-9a18-c0f964bd8c39_gdc_realn_rehead.bam	2ac3235433a0a004d1e76a860dad10f1	8622289175	released
bd948e10-9cd0-4034-b96b-eb0839feaaf8	28ee083b-026d-4567-a21f-c64eb7b4ccdf_gdc_realn_rehead.bam	bbd3c31d68610eb67af3d6fb3e1c80dd	8419458011	released
d2685154-224a-4a7b-8aac-8d9e1ec73b1a	c14fe6b6-47a6-47e3-8872-65d10a296dcc_gdc_realn_rehead.bam	dc37326f85fc3955abf444f8108fe5a4	8078501141	released
e2ae3e26-acaf-45f6-86ac-4c9aaea272b8	e4a9db1d-3380-4674-b9ee-776eb0fda8c1_gdc_realn_rehead.bam	16434c0ec228ff039263663273de6229	2809650591	released
