Gene	GSM368455	GSM368458	GSM368459	GSM368460	GSM368464	GSM368840	GSM368841	GSM368842	GSM368844	GSM368845
A1CF	38.510754	34.651104	25.050556	26.118828	32.71821	53.62206	33.46986	30.240746	25.099417	55.08985
A2M	10.62763	9.780135	7.693804	6.294561	7.9996014	8.487539	7.6774	7.6213202	7.775631	8.140017
A4GALT	25.560139	42.302788	22.209782	23.388	23.941399	24.092957	23.221474	21.644123	22.242785	23.281895
A4GNT	5.100564	5.1961164	4.7316527	4.8544116	4.7193747	5.0595503	4.7975354	4.621855	4.6403356	4.8135896
AAAS	57.403187	114.04828	31.252878	39.626484	34.95958	29.27497	35.33221	28.284859	23.339216	32.31987
AACS	40.901474	45.734463	46.12663	39.850517	42.469955	42.606163	59.61418	71.09928	58.56412	54.74586
AADAC	5.1802278	5.4001355	4.460258	4.7077837	4.6235704	5.201665	4.6134987	4.361814	4.3996215	4.6964374
AAGAB	56.469326	58.26055	119.24343	75.87128	52.974136	55.856915	40.407238	66.27899	61.14236	83.9553
AAK1	139.01625	156.37592	366.20105	273.42316	267.75443	249.41646	242.29262	433.2706	404.9846	655.5894
AAMDC	74.49684	32.431053	52.819492	57.1335	54.720467	36.073532	50.042366	42.04642	48.849396	48.11155
AAMP	116.887825	119.87585	137.94646	141.44655	213.61856	108.796524	112.49786	128.42122	162.5763	106.153534
AANAT	4.949945	5.2762933	4.050468	4.316513	4.2521043	4.5297112	4.2290826	3.8997917	4.0973477	4.279618
AAR2	25.878777	25.079641	40.990772	36.278324	32.191166	29.565062	30.780117	48.749756	40.59894	32.991096
AARS	117.289764	108.59475	159.90154	171.30008	127.80295	122.013885	155.21559	155.93027	147.67702	148.96391
AARSD1 /// PTGES3L /// PTGES3L-AARSD1	50.630943	39.732357	46.779728	39.203106	36.630154	45.558693	38.275616	48.94695	45.469994	34.65916
AASDHPPT	12.224289	9.388618	50.07141	55.371803	19.451397	12.44868	86.66263	76.4207	68.748825	48.46781
AASS	11.507373	12.184364	9.16543	10.507982	9.608756	14.985766	10.152359	9.2775345	8.63091	10.300402
AATF	81.786705	79.49865	163.72316	171.23271	105.81665	102.04831	162.49693	157.39142	169.86356	157.45358
AATK	167.95505	182.46689	175.75253	152.24821	160.99599	163.34364	147.46478	148.56361	150.28302	161.47481
ABAT	185.36401	249.7466	438.4477	322.1821	329.1481	127.79405	299.03214	481.27383	360.45264	399.2104
ABCA1	154.42192	54.660824	222.01105	320.96582	91.5803	133.87593	293.8261	233.10622	283.27673	229.97993
ABCA11P	15.4024105	14.293696	9.074451	10.0674515	8.97229	11.478043	9.858503	9.038313	9.172664	10.140588
ABCA12	7.362364	8.16915	5.819815	6.629407	6.293684	7.09803	6.3601775	5.570138	6.104431	6.473767
ABCA2	22.130564	19.50835	18.51784	20.466196	20.357273	22.770132	25.402874	19.195868	22.603806	24.669899
ABCA3	5.6001997	5.941786	4.671445	5.007235	4.8860497	5.4393673	4.92383	4.510416	4.694042	4.9896073
ABCA4	6.009161	6.4434986	5.4156938	5.730316	5.6132083	5.8896313	5.612166	5.3497567	5.455037	5.6771197
ABCA5	17.642996	23.324064	17.025343	17.649544	15.640797	19.277096	16.818056	17.025343	16.051046	17.415255
ABCA6	8.430626	9.418066	6.445742	6.9736495	6.861946	7.9707036	6.9276896	6.460115	6.5382204	6.9736495
ABCA7	118.8016	116.6765	168.43906	125.32474	114.217804	175.26387	272.79596	229.60147	226.55363	203.1113
ABCA8	10.764606	11.943667	8.276748	9.419811	8.998138	11.14064	9.054679	8.217433	8.505674	9.27452
ABCB1	13.635476	14.248661	12.196246	12.3809805	14.020431	8.739311	11.632455	20.903847	19.033554	12.832527
ABCB1 /// ABCB4	32.756954	47.13597	32.286137	34.806618	25.571402	37.489044	44.93201	33.238483	31.102428	32.119545
ABCB11	9.004405	9.757925	7.2222834	7.669568	7.5509214	8.580597	7.548819	6.69339	6.962009	7.651793
ABCB4	4.7178435	4.8465347	4.143039	4.358375	4.2661366	4.6872945	4.2899566	4.009702	4.1162133	4.316513
ABCB6	23.87815	20.328953	7.9444857	8.263314	8.322574	8.640523	7.847397	7.7450233	7.240735	9.60073
ABCB7	81.86642	70.72746	83.164314	65.329384	61.65659	39.94863	62.42233	54.45198	61.62799	64.00021
ABCB8	3.8743596	4.119842	3.6088433	3.696292	3.6771328	3.7900777	3.684306	3.5596166	3.6175616	3.6938913
ABCB8 /// ASIC3	6.7856393	6.733573	5.1495523	5.841188	5.821706	6.4936223	5.774892	5.2120533	5.778645	5.821706
ABCB9	121.903564	94.766266	11.829499	19.220377	39.49248	21.671755	10.871777	15.2138195	16.766241	19.52918
ABCC1	140.4524	176.33232	192.22682	177.21825	165.01584	148.97783	250.54707	217.04558	181.2474	168.15787
ABCC10	34.79369	28.45797	89.5153	60.26779	44.729187	48.270313	54.72678	79.38622	88.82847	52.34736
ABCC2	10.37475	11.640015	7.8281217	9.47285	11.259655	10.059978	9.230729	8.673465	8.681918	9.457035
ABCC3	28.28815	14.58852	11.041324	12.200774	16.349464	13.22669	11.658396	10.945429	11.129798	11.714793
ABCC4	132.70091	103.76492	86.09152	80.31817	93.11004	241.31659	67.25333	82.6336	55.93733	97.595604
ABCC5	29.162441	44.875763	54.182304	47.898827	43.66794	44.593468	55.483654	97.33549	73.196465	63.637474
ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322	9.320901	12.7198925	6.7777724	8.209812	7.551622	9.108622	7.6959467	7.0476537	7.310282	7.8696423
ABCC6 /// LOC101930322	11.4212	11.388915	7.17086	6.338818	7.779601	8.725537	8.689578	6.9352493	7.301129	8.340358
ABCC8	9.543882	10.244635	7.9382205	8.744993	9.963353	11.077244	8.64213	7.9832864	7.6880918	8.681517
ABCC9	6.4071264	6.8584456	5.5204787	5.894281	5.7127953	6.5596414	5.783742	5.3057547	5.497984	5.858561
ABCD1	40.542473	45.53757	31.330572	38.225933	41.19862	52.411797	32.449123	33.419434	34.13091	40.727245
ABCD1P2 /// ABCD1P2	13.158129	14.827377	9.76744	11.247126	10.716269	12.162335	10.856404	9.7231245	10.402712	11.020849
ABCD2	8.030471	8.919987	6.7045784	7.460371	7.1828465	8.0066595	7.2521696	6.9413652	6.979475	7.2082214
ABCD3	69.65594	24.6842	206.96428	183.80524	104.16275	107.72649	179.96947	178.3816	198.97887	123.10579
ABCD4	21.447176	25.487898	25.978632	24.174704	17.975174	24.076197	22.50335	34.406006	37.538654	34.75094
ABCE1	39.968075	45.647545	146.4962	107.10836	53.8789	46.55664	61.771122	82.147934	79.66665	71.76217
ABCF1	70.6307	65.84061	164.74413	146.61186	126.857544	137.77678	226.31189	226.60603	200.26627	198.30133
ABCF2	55.39235	53.607143	48.566875	60.072346	49.29796	53.55492	49.757572	48.207634	46.836197	50.445698
ABCF3	12.109404	12.175888	9.98001	10.188224	10.617279	11.756177	11.376242	12.334823	14.713263	12.352869
ABCG1	15.63897	12.942551	68.73126	75.72533	11.623013	58.37011	157.78984	201.06725	78.47975	189.33661
ABCG2	67.76542	17.41606	18.285595	8.237665	16.35249	278.21603	8.125299	5.9357233	9.818329	20.074
ABCG4	7.019422	7.6294575	5.282418	6.3872366	6.229763	6.4342356	5.851495	5.5851493	7.9463305	6.088588
ABCG5	7.845941	8.466298	5.8951	6.791939	6.581289	8.976454	6.635254	6.1262803	6.2764773	6.6781874
ABHD10	50.95265	24.049961	119.30155	70.54558	82.294914	45.982414	30.299044	90.02979	110.106804	82.15757
ABHD11	46.844883	48.56236	40.54435	43.984165	46.98858	55.921753	42.283165	40.67436	49.847694	50.28677
ABHD14A /// ACY1	30.64119	32.72278	37.949333	44.48085	46.901432	49.32311	47.75014	66.17143	60.795822	62.05989
ABHD14A-ACY1 /// ACY1	70.11317	79.16187	32.31087	40.814262	35.750263	46.99947	32.788113	34.530746	32.9223	36.15733
ABHD17A	200.47083	480.20285	1272.7089	1104.1406	667.76276	1635.7186	1594.0587	1970.229	1625.429	1963.1094
ABHD17B	8.379144	8.189265	7.3822036	8.624502	7.6287484	8.148327	7.6146035	6.90891	7.3822036	7.200866
ABHD2	100.69367	182.91623	152.70111	134.18379	406.04773	174.39595	169.37955	282.12903	153.32596	166.82896
ABHD3	548.04553	481.2291	884.69	530.0878	391.3057	315.4586	894.34753	495.02155	730.27136	587.18085
ABHD4	201.39397	189.03378	91.68023	66.06405	115.04218	104.4338	96.60657	91.9145	108.2878	90.74911
ABHD5	128.04024	119.30144	236.68092	209.40332	204.8289	153.14445	282.44965	233.12245	249.07512	180.3748
ABHD6	14.576845	14.22736	13.453228	15.995469	14.645321	15.900931	17.176102	15.280853	17.067656	15.496674
ABHD8	30.78725	20.243301	9.65479	10.472452	13.885771	10.885661	10.107705	7.3262386	11.801542	10.281781
ABI1	443.2134	364.8525	813.5555	777.3891	676.24396	456.49863	1348.397	1112.2657	900.71967	863.519
ABI2	98.02441	98.71816	66.56559	97.20909	77.31054	96.970345	78.03859	73.14723	74.8537	80.51772
ABI3BP	5.609563	6.383981	4.6300116	5.0365953	4.9042215	5.945923	4.9545407	4.629582	4.691429	4.990071
ABL1	23.460821	19.392828	23.169811	24.971645	28.840157	22.414762	31.308762	31.259407	31.33492	23.601667
ABL2	6.118041	6.217634	5.481934	5.736434	5.6874027	6.067718	5.6874027	5.4905887	5.4707522	5.7162404
ABLIM1	168.99489	206.12103	706.93304	639.70807	415.65546	303.56137	546.62366	1019.0919	606.07367	615.42596
ABLIM3	7.410345	8.099326	6.459365	6.304791	8.152866	13.567949	6.7579875	5.6950607	6.526851	6.229763
ABO	29.759117	32.34238	13.23651	12.104346	13.394678	14.986464	11.6529875	9.345369	10.88869	13.394678
abParts /// IGKC /// IGKV4-1 /// IGKV4-1	14.608168	14.608168	9.821066	14.068011	11.231739	70.56849	11.514318	15.917917	40.28836	13.094786
ABR	121.67185	122.926	156.9503	136.30475	140.47844	90.76806	204.07005	176.23843	215.45009	141.18086
ABT1	46.955853	42.22532	113.30718	61.6895	47.465176	44.286217	62.512165	107.431984	77.509865	62.299343
ABTB2	5.8028264	5.9500613	5.1162086	5.3976307	5.3161035	5.658183	5.440881	5.2370224	5.1162086	5.4391136
AC002310.7 /// ZNF785	22.625847	24.959467	9.674293	13.621251	13.21901	18.88357	11.896653	9.493972	12.208412	12.438569
AC003989.4	9.720418	11.199213	6.9352484	7.536569	9.865369	8.12907	7.4417024	6.8235283	7.0168185	7.4961123
AC004490.1 /// AX746733	4.6310854	4.718718	4.072895	4.303713	4.210286	4.5499334	4.229868	4.1011515	4.1129675	4.2689075
AC004692.5	136.20364	218.56158	273.4929	319.19125	239.59296	279.57492	253.52365	267.86655	247.22733	285.73917
AC004941.5	24.753603	38.862587	49.10162	49.550213	41.857613	30.19167	62.954617	42.334198	47.52357	46.37342
AC005838.2	3.8036435	3.866279	3.5314848	3.6718476	3.6098487	3.7972958	3.6380987	3.4787896	3.5630867	3.6727
AC007292.3	18.544498	24.775436	20.952406	22.242779	31.890842	22.903646	21.911911	20.521349	21.006918	23.737862
AC007389.3	58.547813	77.314156	28.663387	44.460217	43.259556	60.587452	43.618347	41.943165	38.539375	47.211483
AC007967.3 /// RBMY2TP /// RBMY2TP	72.193	88.57744	17.891966	42.75269	52.33403	46.773212	33.422527	51.28354	25.601671	47.729088
AC009237.8 /// AK055967	8.526221	11.393142	7.1578918	7.6973705	7.4936748	10.118495	7.5334196	6.9878993	7.2818394	7.6773963
AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP	11.419074	12.848018	8.089933	9.451775	8.786478	12.425296	8.999391	7.966634	8.323346	9.171809
AC012065.7	8.415383	9.199517	7.313673	7.797309	7.6425676	8.415383	7.7295866	7.1406436	7.220607	7.772745
AC068039.4	17.757149	17.386185	31.34657	25.1204	21.802368	18.478354	22.463703	19.156717	21.72663	31.918972
AC074212.6	12.569691	11.954756	8.073436	9.350571	8.631311	9.558951	8.541271	8.0659485	7.4600244	8.695628
AC084219.3	7.474577	7.8543186	6.211867	6.7217107	6.5699987	7.505508	6.5944314	5.8471527	6.253512	6.6639485
AC104537.2 /// TCEB1P28	9.193117	10.283691	6.828597	7.65286	7.407941	9.801945	7.417573	6.7692876	6.8324003	7.4853377
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2	32.2824	18.433819	42.68331	50.39421	42.744762	48.14951	42.53108	49.26822	65.5419	40.07115
ACAA1	272.93506	173.15814	737.3366	575.3945	370.87796	388.1141	682.78613	565.23315	705.62195	619.53687
ACAA2	102.256836	99.82835	136.19742	93.75815	85.774536	71.89883	74.021324	95.69201	116.6602	93.46278
ACACA	16.0652	16.331264	15.277131	15.518617	14.517612	15.696774	15.176802	14.591227	16.947306	15.323988
ACACB	12.494099	16.403028	17.61191	15.742542	8.363417	13.555207	15.005595	14.529912	12.168264	13.904787
ACAD10	74.695816	70.80135	36.93821	41.320175	59.600338	44.29855	42.36662	33.73022	41.050713	42.99241
ACAD8	5.5585194	6.279389	39.861614	21.795284	17.344286	15.894658	19.388327	39.570442	41.112675	26.774088
ACADL	7.7835717	8.509228	6.083506	6.672612	6.342936	7.4031277	6.37155	6.0528154	5.7904544	6.466862
ACADM	21.496992	22.584402	96.29544	53.702957	18.648897	29.290592	46.473553	46.139473	45.122135	31.22099
ACADS	28.609581	28.122581	21.042027	25.362837	24.859493	25.918425	25.006422	23.72464	24.091831	25.220835
ACADSB	26.370918	38.105484	16.185667	21.387545	16.936298	24.984396	17.800045	18.484356	17.878687	25.796041
ACADVL	128.72543	126.81642	232.12946	156.5611	201.73999	173.02963	180.68918	215.04068	196.53807	175.1094
ACAN	58.025833	79.67037	51.995148	54.18481	53.661873	80.439285	53.366405	45.098064	47.749004	54.18481
ACAP1	122.92032	269.5183	352.6929	361.3482	247.63472	226.84291	360.81204	463.34906	412.9738	483.5009
ACAP2	851.1673	800.1897	1735.8125	1366.917	1161.6378	1059.3751	2205.3875	1836.3976	1945.6991	1597.2422
ACAT1	68.01427	38.256065	139.95787	98.05849	80.39822	64.98018	70.11314	67.8535	87.85293	52.900417
ACAT2	85.47248	92.676704	116.88499	158.88824	74.26899	165.48729	100.45087	120.32718	141.47266	125.50504
ACBD3	113.96891	78.7022	209.8119	183.02641	176.15248	76.83487	204.05594	227.8184	171.9771	181.32745
ACBD4	23.589634	22.218021	18.406467	14.8273735	17.138685	18.96304	16.671976	16.567875	15.724477	17.276012
ACD	129.41418	141.03357	105.966515	125.47022	120.62355	126.493256	136.07103	104.1338	117.3334	121.36463
ACE	7.290294	10.595623	5.9827294	6.4175396	6.3491197	6.718592	6.290764	5.8487816	5.7295175	5.8705325
ACE2	14.772437	18.359558	10.897284	13.167293	11.386276	16.175158	12.670411	10.488499	11.851476	12.648088
ACHE	80.23055	49.3197	24.224674	32.402473	25.22143	23.325148	21.597477	20.523258	24.225807	25.683191
ACIN1	63.326748	67.46429	127.95124	113.37301	76.51824	81.41566	178.88715	146.0891	165.40303	131.75903
ACKR1	45.519608	53.57359	34.536343	39.34799	55.858192	129.21016	25.244833	33.998928	34.363705	39.99222
ACKR2	7.032135	4.548456	3.977275	4.3029146	4.150543	4.5887327	4.165206	3.907761	4.0508432	5.1457314
ACKR3	6.657767	6.882354	5.852039	5.943991	5.909889	6.229763	6.0982013	11.919306	5.923066	6.275603
ACKR4	10.518229	15.15007	6.842553	9.156506	8.667029	10.190588	8.799946	6.91982	8.465909	8.946516
ACLY	272.8718	221.90288	424.18958	405.57672	348.9977	274.2234	471.2959	561.8468	550.339	446.2574
ACN9	25.054636	26.456093	71.0251	36.786	26.211716	29.490383	30.469622	22.08646	30.070738	51.033108
ACO1	8.683734	9.253674	15.364933	8.714005	9.034745	8.252397	9.7134285	14.867679	8.999809	9.253674
ACO2	124.43238	90.837555	128.8748	127.293945	116.17408	167.34836	124.80246	131.16728	123.71273	123.37453
ACOT1 /// ACOT2	13.214113	17.202826	14.299337	13.809947	11.366745	14.419267	11.747726	10.974162	11.466068	12.150777
ACOT11	23.232244	25.203295	18.23645	21.382584	19.856295	21.96585	19.989418	17.892792	18.505817	20.172035
ACOT13	7.163542	6.413967	11.099882	6.7576747	6.6324835	6.7279515	6.4704638	6.846361	7.4742293	6.654679
ACOT7	10.657749	11.419604	9.501019	9.0081625	8.617703	9.285284	9.022804	10.101607	8.553959	8.875808
ACOT8	19.321877	10.4157505	9.546982	7.7457433	14.428968	10.181136	7.1164975	10.559305	10.226112	9.509844
ACOT9	112.81147	103.1958	285.83154	227.41702	183.4005	142.99055	429.0989	207.48354	296.42096	178.11685
ACOX1	92.70689	66.91244	240.26074	269.08722	179.82758	100.078766	371.90332	319.01352	235.45992	184.91298
ACOX2	5.0321574	5.4514966	4.448581	4.7477098	4.61029	4.9731984	4.6498194	4.4153695	4.448581	4.6942606
ACOX3	6.887466	8.360119	6.335583	6.982715	6.500255	7.3293014	8.471409	6.3982134	11.1572	6.934926
ACOXL	11.046962	15.698592	7.0607452	9.292827	8.138884	10.080537	8.423198	7.3928304	7.5761876	8.638521
ACP1	1103.5022	313.51062	356.4359	258.70474	310.76605	978.7262	184.69435	247.92218	262.73328	254.27756
ACP2	20.787773	21.366714	43.003387	24.419346	20.898027	11.478577	14.671336	18.051233	20.533728	19.189634
ACP5	62.5223	135.07085	52.51767	39.48696	92.8037	100.1926	23.470617	54.16345	45.262634	41.443058
ACP6	7.2010336	11.750178	22.736872	17.080734	12.53649	8.007772	12.728454	16.868074	16.758465	9.225376
ACPP	16.700632	18.15455	20.395092	23.778646	31.018835	20.516584	21.679298	24.852577	20.528015	29.611734
ACR	18.54105	19.375734	14.030847	15.666937	15.450359	16.671982	15.303382	14.355506	15.017785	15.579946
ACRV1	4.945584	5.010257	4.535811	4.899672	4.681209	4.9676623	4.7112803	4.9817433	4.510416	4.7257304
ACSBG1	15.26013	21.342937	10.602018	11.956979	11.349351	12.35115	11.53196	9.666894	10.195317	11.75454
ACSBG2	5.226585	4.9345794	4.54255	4.728362	4.6102886	4.74859	4.680123	4.5215216	4.2481604	4.7073464
ACSF2	6.445292	6.51505	5.9310412	6.1416483	6.070816	6.070816	5.8956456	6.168495	6.075606	5.9946766
ACSL1	4385.4116	4337.649	4641.035	5635.982	5281.504	1708.7212	4529.1353	4433.899	5592.4795	3984.7117
ACSL3	88.45217	49.809547	79.99077	110.08386	95.4813	34.663193	93.267784	52.835453	57.890026	45.642254
ACSL4	98.68381	67.57704	332.67947	402.46503	146.08896	163.9283	360.36877	160.46278	350.50702	163.53325
ACSL5	87.13031	49.12669	118.00226	109.63262	83.522064	52.86364	84.58678	134.3894	158.85876	93.63635
ACSL6	98.20875	73.8309	120.02605	42.02397	89.77113	332.40942	18.839806	33.10533	23.139702	70.20266
ACSM1	12.539982	14.91155	8.577016	9.053001	8.766526	9.837029	8.688772	8.002575	8.460608	8.9933405
ACSM2A /// ACSM2B	9.415006	10.839288	5.9710836	6.6235647	6.1547728	6.9836874	6.1487784	5.612687	5.817385	6.1662073
ACSM3	8.618903	8.159301	6.765832	10.045053	6.8111906	7.397635	6.868317	6.0812483	6.3830905	7.0236583
ACSM5	10.642189	9.400165	7.6222053	8.405335	8.074936	10.880738	8.289529	8.09557	8.053606	8.321512
ACSS3	4.9998055	4.877216	4.2586207	4.5358105	4.5512004	4.712591	4.4803786	4.5795865	4.3772225	4.5605016
ACTA1	9.82517	12.815273	8.096699	8.474948	8.335329	9.26592	8.235375	7.486034	7.7633758	8.4200735
ACTA2	140.10736	133.03061	171.44325	128.55823	149.5249	423.38327	186.17	138.96136	116.9583	122.96874
ACTB	16050.488	18901.352	28752.32	28190.232	25645.428	24410.576	34782.812	28723.654	31099.94	26827.268
ACTB /// ACTG1	7512.575	7750.5176	7711.589	8669.942	7852.415	6616.724	11920	10606.803	9559.52	10119.576
ACTBP9 /// ACTBP9	109.38871	92.3677	68.25778	123.70134	65.63629	102.252106	126.68116	120.25468	115.87257	107.756485
ACTC1	14.619014	17.981016	11.35778	12.147107	12.381558	15.428156	13.261715	12.409167	12.324244	13.7001705
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B	14.933017	19.595451	33.398502	16.911177	12.07686	14.405557	25.586246	25.082546	26.436459	16.65768
ACTG2	53.891453	69.24024	38.840958	47.44205	38.5197	45.679344	43.920933	43.12527	45.056236	44.28931
ACTL6A	54.30061	62.34276	103.17189	67.32353	37.28349	48.579266	44.011723	96.14596	93.50611	73.923515
ACTL6B	9.837939	10.380533	7.036708	8.238431	7.6759744	10.18964	7.845214	6.8130875	7.1645403	8.01707
ACTL7A	6.798246	6.9668574	4.5037236	5.9810643	6.33	6.5565987	6.0710983	5.8471537	5.997739	6.232654
ACTL7B	12.755059	19.016785	6.4701633	7.274583	7.0028334	12.218336	7.047164	6.229763	6.5901494	7.1128674
ACTL8	78.54714	122.17247	28.652067	33.04164	92.05103	112.63882	34.537136	35.061916	29.113077	36.585964
ACTN1	1931.6663	1637.9977	2404.5156	2817.1162	2757.6245	1281.36	3444.543	3419.1423	3139.9224	3037.5322
ACTN2	27.696531	27.871862	11.892238	14.652288	12.549876	19.456823	13.2402	9.346452	10.8121605	13.756225
ACTN3	6.533518	6.7341976	6.037948	6.2837634	5.2499185	6.81214	6.16821	5.464157	6.060403	6.2003484
ACTN4	118.33398	130.54195	223.31805	197.60803	263.1237	167.1776	241.15417	220.68117	249.12738	219.38437
ACTR10	363.13837	340.93073	511.3644	415.28934	389.09677	343.4553	323.66556	339.16367	388.3035	297.3027
ACTR1A	183.4389	180.643	256.60056	220.0421	235.47081	218.76448	255.87527	235.60199	258.4048	208.61299
ACTR1B	106.89493	119.93703	108.071976	108.95814	104.559814	94.312225	116.68184	141.67639	119.287674	115.41113
ACTR2	1497.3383	1634.8094	2941.616	2877.8916	2369.3489	1109.9462	1978.8422	3304.5007	2743.3289	1344.0869
ACTR3	3056.4727	3116.9106	4101.4883	4319.1724	4663.2764	2933.71	4482.726	3864.9817	4144.8237	3649.5571
ACTR3B	9.857587	12.270033	8.091812	9.317653	8.720271	9.551408	9.1056595	8.174459	9.026572	9.109038
ACTR3P2 /// ACTR3P2	15.7800255	13.23651	8.706532	11.350932	9.775601	11.813045	10.406574	8.254502	8.830212	10.771102
ACTR5	78.10381	67.26731	67.71829	74.95103	70.593025	42.772552	81.14413	68.76319	68.08377	69.9377
ACTR6	43.30474	46.23269	234.29904	78.49255	48.598415	29.356585	101.653656	52.73012	50.968018	40.78019
ACTR8	4.682946	4.621211	5.858424	4.8202953	5.5212464	6.4969378	9.613215	6.800139	5.4507365	6.217634
ACVR1	55.110344	50.67912	124.98797	84.80094	64.21144	71.5826	71.69561	100.2717	95.59437	83.60542
ACVR1B	71.3703	82.07941	68.51794	92.55644	88.56101	35.36255	75.660324	92.22207	112.14342	55.08733
ACVR2A	23.830564	30.505697	19.8342	20.534687	24.258972	21.106571	23.009106	18.590157	19.278889	21.7872
ACVR2B	8.778329	8.962718	7.6418586	6.210138	7.8441215	9.456161	8.80076	8.290584	7.1885147	9.009417
ACVR2B-AS1	5.2365375	5.318078	4.5041413	4.9803557	4.989145	5.155769	4.989145	4.8429394	4.915612	5.0633073
ACVRL1	5.070125	5.1843157	4.7616076	4.971351	4.8636565	5.111701	4.864559	4.773332	4.7857523	4.841141
ACYP1	7.905506	8.779951	7.3034987	7.2788	6.8539896	7.5955453	7.1307096	6.4284167	6.839059	7.1973586
ACYP2 /// LOC101927144	16.598654	21.100698	40.664925	33.671593	30.35039	33.881596	32.118053	28.0431	31.143581	30.84444
ADA	126.80463	77.28187	130.04013	134.3395	107.41201	117.96665	129.0364	231.62383	169.45024	144.74626
ADAM10	1049.102	884.71027	1393.172	1371.0464	1390.0717	522.75995	1434.2644	1074.3748	1129.0619	935.0219
ADAM11	7.159554	8.522468	4.8955817	5.501556	5.536639	5.8531265	5.0655403	4.812362	4.9448953	5.123931
ADAM12	84.00207	89.90667	64.74098	81.52906	81.11774	85.00584	80.3125	74.996254	76.14636	80.716
ADAM15	7.375014	7.5383177	6.386942	6.5335183	6.633407	7.1115456	6.4996524	6.2555437	6.1888514	9.933814
ADAM17	116.67917	122.83471	208.76315	132.7778	162.2484	152.9884	203.35182	164.84746	213.58882	127.99585
ADAM18	12.337973	13.156297	9.734409	10.770604	10.44382	11.532498	10.513836	9.486485	9.974456	10.665669
ADAM19	103.05939	112.746025	164.03088	163.24124	114.20446	94.67828	126.38461	161.63966	137.07214	93.075325
ADAM2	8.076622	8.520289	5.760441	6.530487	6.385461	7.049453	6.319435	5.6897798	5.9115353	6.469563
ADAM20	12.179279	34.066032	8.113242	9.001895	8.342291	9.178623	8.430626	6.8699107	7.505161	9.497934
ADAM21	6.5730486	6.899301	5.40515	5.859919	5.7486916	6.735137	5.775696	5.3116655	5.5918913	5.8382077
ADAM22	9.797167	11.42862	7.154904	8.2434025	7.769501	9.340165	7.749338	6.9563575	7.3162184	8.082617
ADAM23	7.193854	7.5397177	6.509008	6.7777715	6.548389	7.2404017	6.6531353	6.2928066	6.4101	6.6673503
ADAM28	67.50496	70.07741	73.41927	60.99362	57.051365	69.57195	99.83297	58.76556	64.20247	59.846992
ADAM29 /// LOC101928551	8.362639	10.220894	6.272111	7.417914	7.158226	8.099701	6.871664	6.628637	6.3742113	7.2095594
ADAM30	8.209809	6.701157	5.1864805	6.4175396	6.2971888	6.2971888	5.899752	5.5335565	5.751627	6.1453543
ADAM3A	22.554037	25.930458	12.105469	18.561705	17.000868	22.329632	12.893703	14.545257	16.085709	27.377094
ADAM3B /// ADAM3B	22.16859	28.944723	11.8740425	14.168889	13.229755	17.626625	13.528974	11.415366	10.16697	13.478222
ADAM5	14.23941	15.125482	11.8608265	12.994307	12.5557	13.799059	13.140429	11.8961	12.078537	14.61494
ADAM7	7.3197837	8.453936	5.851904	6.694786	6.411289	8.016695	6.518074	5.9295297	5.8802137	6.518074
ADAM8	309.23434	381.23343	753.5935	754.8876	722.80426	443.26538	1172.4688	645.71783	844.7529	675.8049
ADAM9	42.35779	49.612343	55.29476	48.6842	56.674072	46.173744	100.050896	58.954	86.727	35.741962
ADAMDEC1	6.9507117	7.204209	5.9227915	6.4827847	6.0542197	7.481518	6.179955	5.81091	5.962499	6.3822026
ADAMTS1	8.85483	10.317144	7.503769	8.178632	7.8557777	8.436889	7.8201375	7.4165363	7.6493087	8.029726
ADAMTS12	12.779941	16.330887	7.9273643	15.588261	11.66137	20.08704	10.0971575	10.875056	13.909952	15.617948
ADAMTS13	107.257645	98.2065	13.730071	21.025427	42.64472	30.426508	18.428255	19.47758	17.584139	23.28999
ADAMTS2	9.178411	14.617658	8.36827	8.956278	8.397637	9.240589	8.696233	8.21305	8.587967	9.954343
ADAMTS20	9.744801	11.475911	6.3500037	8.289813	8.11776	9.244016	8.059211	7.049777	7.376381	8.171424
ADAMTS3	6.987901	7.6706343	5.420219	6.016973	5.827922	6.3712544	5.882258	5.583076	5.7375	5.988284
ADAMTS5	11.787308	12.442033	9.717709	11.819074	11.784026	14.12753	8.999389	7.9614615	11.035689	10.141997
ADAMTS6	7.870006	7.9548154	7.0064073	6.3344097	7.2538533	7.6184916	7.381861	6.9172506	7.0782957	7.340532
ADAMTS7	38.859	31.815468	23.837202	25.35107	26.622961	28.891048	27.455978	25.015707	25.693316	27.109116
ADAMTS8	20.320467	15.532306	6.1405106	6.9413652	6.820362	8.435713	6.915004	5.8778925	6.3500037	7.3524632
ADAMTS9	9.051739	5.460356	6.5462627	8.744587	8.409529	9.009835	8.63812	8.354303	10.082414	11.596893
ADAMTSL2	9.959656	8.701681	6.5195866	7.5660014	7.7745485	8.086559	7.4898543	7.016166	7.175518	7.5243387
