Gene	GSM368455	GSM368458	GSM368459	GSM368460	GSM368464	GSM368840	GSM368841	GSM368842	GSM368844	GSM368845
MYO1A	12.080218	13.295599	14.023031	12.609413	10.266523	15.572722	12.246144	17.333828	12.04328	13.657008
MYO1B	11.458089	13.83143	7.8402996	9.893559	8.88034	10.979249	9.575152	8.485769	7.9823613	9.691367
MYO1C	352.13718	329.7441	352.13702	316.78613	304.6058	324.8239	316.43362	367.4095	286.62848	370.49103
MYO1D	11.190904	10.288937	6.420816	7.2913094	6.905706	10.481444	7.0314837	6.1163383	6.379537	7.2139096
MYO1E	10.356475	10.534836	9.126812	10.1152115	11.056705	10.045053	11.134448	8.907579	11.320953	8.808115
MYO1F	2430.0862	1896.9801	3157.2358	3038.3755	3355.7998	2442.2952	4450.701	3950.107	3778.3599	3944.6108
MYO3A	13.21074	14.0667	8.454915	9.561613	9.495295	11.123601	8.790152	5.9098907	8.521874	9.56028
MYO5A	39.319695	45.577705	102.70382	79.459915	68.59431	37.252354	140.53056	107.19292	107.82151	99.3339
MYO5C	7.793328	7.2936783	7.041606	7.627333	7.533073	7.6649413	7.4718046	8.363608	7.732097	8.017439
MYO6	7.6110716	9.029925	6.187129	6.8001385	6.571828	7.329641	6.6097493	6.071099	6.2849293	6.6707544
MYO7A	32.58641	27.784058	25.58624	26.876156	27.285793	29.020027	29.195604	25.204454	24.075077	26.534157
MYO7B	9.348834	9.316789	7.34905	6.387237	8.789331	8.579797	7.779601	7.163873	7.390085	8.000713
MYO9A	152.5028	149.51108	113.631004	139.00658	126.71052	139.71788	173.66908	116.23337	93.85821	122.69515
MYO9B	354.72833	378.42252	421.71658	353.0533	363.96494	246.23119	536.64636	462.08237	514.4583	373.5375
MYOC	7.2957087	8.456484	6.378944	7.0057554	6.650357	8.260249	6.810242	6.381314	6.210138	6.9895205
MYOD1	27.701683	24.15678	13.530858	13.504514	15.299125	16.908823	15.488407	13.510162	9.1082	15.760267
MYOF	51.81934	54.09941	210.34322	89.22509	61.831387	52.861195	58.009705	53.292175	174.75641	50.916023
MYOG	8.941537	9.425497	9.511168	7.731382	7.8201375	7.941539	7.7911615	7.515966	7.352805	7.5990734
MYOM1	6.7887883	6.928494	5.8561144	6.3700714	6.094526	6.570609	6.133392	5.799597	5.8855352	6.1547728
MYOM2	16.45945	15.092182	81.18739	14.795757	8.267537	413.19418	14.363168	13.590003	8.335524	25.93345
MYOT	6.565122	6.8001375	5.1015115	5.5567136	5.441386	5.773284	5.440376	4.9242864	5.304031	5.5112643
MYOZ1	11.317272	8.400168	5.395127	6.8527184	6.9037814	6.9953623	6.11634	6.5663414	7.6798935	7.0697618
MYOZ2	24.526093	24.180313	9.5160265	14.793016	12.05223	18.609144	13.382257	9.84114	11.931202	18.462074
MYOZ3	13.330196	14.495401	11.785667	12.4558935	12.407439	13.283268	12.377539	11.519659	11.81414	12.090312
MYRF	79.42681	69.97343	34.315105	38.718628	33.574856	37.3077	36.055122	19.465857	35.052162	34.89233
MYRIP	19.387878	26.106121	10.965254	14.591227	12.191155	20.55375	12.836698	9.429871	10.451091	13.128247
MYT1	24.621862	24.705408	18.566017	25.835573	20.555656	33.198402	20.974773	19.258316	18.16466	20.82736
MYT1L	7.5909667	8.534139	5.7553644	6.468061	6.1564856	7.290294	6.2291856	5.49008	5.7832046	6.167923
MZB1	76.05104	94.290375	66.33128	85.70687	78.19444	126.775246	78.93812	71.32397	75.45698	68.82703
MZF1	102.45152	150.64606	134.77026	119.93142	111.33971	123.833305	136.34901	125.96598	132.12022	118.86772
MZT2A /// MZT2B /// PHGDH	274.70123	501.14624	589.8434	619.4078	441.45874	426.25122	244.02475	570.5428	431.57507	445.22336
MZT2B	93.15107	127.44463	322.15216	306.87555	180.37506	219.7768	310.9893	246.98648	242.34334	252.87749
N4BP1	573.2149	586.7218	699.5892	681.2281	1012.14343	592.39795	1629.7876	747.3348	871.0041	998.17786
N4BP2L1	179.45667	145.58485	403.83972	284.68665	222.74376	188.22418	235.97932	322.5035	419.50137	210.59212
N4BP2L2	453.5115	647.4123	1813.6187	1359.3906	1156.2601	893.8713	486.92325	1143.6409	1168.9641	1178.1942
N4BP2L2 /// U50535	175.64244	402.58633	1282.6389	1093.2067	375.58844	444.9445	405.23822	522.69916	682.92847	609.82544
N4BP2L2-IT2	8.344229	8.830621	7.3034987	7.73138	7.6167245	8.252204	7.641148	8.349651	7.411034	7.7432265
N4BP3	15.093233	15.392403	11.0057745	13.303009	14.9892435	14.9892435	13.217791	12.16516	12.66512	13.430151
N6AMT1	10.904364	9.194822	7.7152534	8.769779	8.436105	10.367533	8.5599165	9.675421	8.245698	8.811793
NAA10	231.98958	174.4121	200.31297	180.60536	184.4503	248.4346	183.4857	174.62262	167.13104	205.09064
NAA11	5.4146886	5.639314	4.577462	4.829698	4.7802033	5.017002	4.7841973	4.4377575	4.6779513	4.875632
NAA15	14.45309	15.156397	9.451332	7.3286214	18.021952	13.931589	59.53677	19.615458	8.460804	22.848452
NAA16	152.84286	141.90668	263.96716	223.2974	212.34361	129.87128	250.15826	241.82643	190.84944	197.41553
NAA35	15.361011	16.045834	14.146554	14.160345	13.569839	13.812511	11.480706	13.2500305	13.328341	13.812511
NAA40	24.379148	25.004108	29.038887	31.77858	26.140657	33.09382	35.471012	52.98398	67.51749	34.97337
NAA50	675.61676	542.30334	843.1481	842.58136	635.2415	554.90326	977.84033	937.0845	706.8181	761.1489
NAA60	141.54823	136.782	203.85725	204.11754	344.44885	237.4657	245.78741	280.10306	322.96872	335.3501
NAAA	276.51706	157.98409	251.7301	163.68515	132.55923	143.04709	202.08669	235.94106	336.34268	170.88734
NAALAD2	8.390235	9.72583	6.068845	7.175017	6.685318	8.5392885	6.7474904	5.8990664	6.159629	6.8810763
NAALADL1	5.6090426	6.221675	4.967892	5.2914944	5.0906334	5.218103	5.1961164	4.7307763	4.8071165	5.22416
NAB1	53.895176	21.287058	135.74622	92.58439	131.9028	50.78976	140.75577	71.266075	113.9293	75.08152
NAB2	13.850375	11.395258	9.840222	11.283188	8.460802	9.795577	9.586933	10.000405	7.7242074	9.989275
NABP1	26.12247	34.07552	37.897415	25.839775	68.3909	14.695187	65.33094	35.421665	20.90287	25.576159
NABP2	50.09233	62.864143	59.269432	40.627216	40.85216	54.127045	43.88632	43.763306	37.176376	44.01684
NACA	4255.711	4702.608	8055.5825	7889.12	5650.2593	7739.3794	7268.7754	9105.782	7284.98	8289.162
NACA2	20.380903	19.234211	11.5375805	13.151107	11.696596	20.062363	12.772828	9.304047	11.673281	13.048385
NACAD	7.262608	7.8201356	6.179668	6.6149645	6.515051	6.8228927	6.4933205	6.035707	6.3538356	6.5889254
NACAP1	3076.895	3677.6934	4176.2886	4637.8145	3982.683	4767.634	4239.548	4563.313	4119.5127	4784.4824
NACC2	112.49781	76.98839	292.432	247.44528	313.17624	156.1258	278.69403	404.93747	318.407	264.42093
NADK	1760.1445	1520.266	2271.7556	2767.4302	1493.5226	1288.0656	2980.8442	2038.108	2680.4788	2459.7537
NADSYN1	23.955845	28.297985	59.272175	37.396114	37.608395	44.507687	80.92974	68.40994	82.33122	43.36608
NAE1	19.097256	33.267796	142.77846	133.37677	69.93767	53.28848	77.07949	104.62046	97.751816	76.415344
NAG18	16.26472	19.090174	8.356627	13.49637	12.900588	16.039875	13.20216	12.5469675	12.862333	13.356821
NAGA	26.81138	8.597335	99.71722	87.68598	85.94182	54.40652	128.83891	107.108406	232.62553	91.7653
NAGK	434.5385	337.60114	596.6557	885.36694	649.75964	478.23495	899.48785	711.65594	769.8865	558.0271
NAGLU	52.53598	33.748234	16.631811	19.737804	21.538918	23.666376	23.191326	18.187437	17.85547	20.876713
NAGPA	66.07019	66.69859	68.766365	50.93257	57.829605	66.59652	69.60424	72.461494	80.41696	79.482124
NAIP	40.729137	12.012029	37.721992	49.736805	219.60353	12.035742	251.62498	26.86743	65.633255	185.44579
NAMPT	7754.111	7265.733	7021.4683	7589.657	7334.8384	3585.8525	9456.712	6509.695	7216.675	6316.2876
NANOG	6.293976	8.73972	5.143821	6.05984	7.6439834	6.1507754	5.9167495	5.2304664	5.2188296	5.9167495
NANS	247.15271	221.4247	272.17007	318.1044	225.49957	278.28052	199.74678	262.42264	236.36299	223.58261
NAP1L1	1471.8864	1023.3557	2276.5562	2094.917	1855.799	1543.6523	2339.2007	2823.3318	2200.0737	2229.2048
NAP1L2	7.536569	7.7583337	11.693613	6.8964195	6.621415	7.5149174	6.7204633	6.1885643	6.2849293	6.7802896
NAP1L3	8.816702	9.07066	7.7410727	8.917505	8.099703	8.646141	8.339584	11.008582	7.816147	8.414214
NAP1L4	224.70581	196.08716	177.1238	147.01047	254.2716	266.19968	100.59553	201.28183	152.72586	152.79681
NAPA	516.971	514.2915	260.25818	292.74454	322.6461	856.6356	393.0351	224.41927	364.92908	437.86853
NAPG	50.753254	55.392323	38.451855	45.42571	44.388065	57.89138	45.77271	43.20338	44.205128	45.7366
NARF	159.78294	268.7379	753.0346	822.51373	612.0937	563.20404	595.7573	618.0297	722.56995	520.1469
NARFL	17.901096	20.59002	17.258385	16.224012	17.290451	16.552507	15.781489	14.549311	14.75736	13.976269
NARS	862.77856	607.8907	1108.3765	1118.7103	806.80756	598.2648	855.3046	936.38947	988.4695	755.4839
NARS2	9.802396	10.510423	10.868244	14.469529	7.70059	9.652546	9.235439	19.118084	7.440666	9.050479
NASP	141.82442	175.29245	292.52014	236.05618	140.0588	103.76245	222.94023	225.7509	260.48166	179.9069
NAT1	33.34351	20.724207	56.75036	27.240255	26.397837	19.815794	45.516426	30.351793	29.184776	30.653261
NAT10	53.324333	60.560707	136.73543	143.04709	102.06009	127.70804	154.75533	199.92744	170.51894	143.15326
NAT2	5.02679	5.8874464	4.480379	4.8080106	4.700144	5.1124125	4.729899	4.4945383	4.7549853	4.88265
NAT6	19.386528	19.186071	18.81055	18.38769	18.238138	18.84724	22.018913	17.508427	17.691353	18.187433
NAT8 /// NAT8B	12.422992	17.098965	9.418499	9.374464	8.487934	11.782936	9.180324	7.71561	7.8201337	9.510726
NAT8B	5.6955914	6.56817	4.777986	5.0802517	12.19285	6.0812483	5.054388	4.677952	5.070832	5.3191886
NAT9	108.25765	112.39347	93.28513	74.46917	136.73557	105.480835	78.41242	90.46741	94.207275	103.584435
NAV2	6.35944	6.698048	5.0750675	5.86019	5.713588	6.095938	5.7220783	5.3791285	5.1261888	5.779717
NAV3	19.8978	27.862812	13.059588	16.452965	12.531258	18.750422	14.840452	11.747995	14.234132	15.232541
NBAS	67.47365	69.12148	67.957504	63.979435	63.58288	56.11148	61.545116	65.77653	61.733902	63.783813
NBEA	9.873153	10.560283	8.576614	9.88599	8.953989	9.64091	9.221314	8.563889	8.758393	9.483403
NBEAL1 /// RPL12	6191.521	9643.725	11738.332	15227.081	9729.341	9240.062	8657.499	12946.9375	10453.898	8233.955
NBEAL2	89.010155	179.16151	453.58502	415.57855	157.5742	250.1003	570.2518	437.13754	484.43277	320.09586
NBL1	20.30634	21.425297	16.051046	18.513548	17.726696	22.363869	18.088978	16.831333	17.20881	18.759132
NBN	352.00656	255.5669	332.98846	325.98657	283.507	280.79684	430.55493	218.92696	468.2338	284.73294
NBPF1	327.03952	384.7878	511.92212	674.08307	512.21906	353.16815	578.54016	634.5349	526.08203	535.72595
NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9	793.99475	759.8257	1809.5424	1499.9458	1385.3385	1147.4946	1391.2979	1678.1559	1535.0812	1314.4509
NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9	233.0631	247.18701	886.7646	740.8517	197.5758	255.95241	369.69232	614.6687	540.0683	281.63843
NBPF10 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF20 /// NBPF8 /// NBPF9	1270.5842	1236.0436	2491.3987	2009.9354	2040.1411	1407.4664	2249.4158	2768.6497	2136.2427	2105.0046
NBPF10 /// NBPF14 /// NBPF26 /// NBPF9	96.20402	106.36558	142.7255	143.7891	360.5862	135.69897	729.442	172.48857	127.47131	227.01659
NBR1	460.05005	211.99924	582.6358	501.65836	326.16803	303.08322	818.7814	698.99164	737.1658	506.95834
NBR2	6.433938	6.693388	5.7698026	7.7532945	5.868625	6.2834697	5.956414	5.727657	5.136904	6.008045
NCALD	6.594739	5.7625794	8.9527445	9.716358	4.795977	8.326051	9.127659	10.661213	9.777864	9.322845
NCAM1	16.848131	27.171453	19.395071	26.03715	25.369307	27.995644	25.492025	28.647434	71.38194	31.383669
NCAM2	7.8897476	8.859763	5.6969113	6.640181	6.4187307	7.577947	6.229763	6.046078	5.650315	6.8089786
NCAN	7.583223	8.176736	6.8619475	7.2974033	7.199197	7.617785	7.6731253	6.7696013	6.9362144	7.2703643
NCAPD2	19.417137	17.606188	29.50886	28.88702	23.20101	23.578686	26.725681	49.59853	25.325209	26.336676
NCAPD3	10.121786	12.002003	11.860278	12.030996	10.549512	11.328833	12.215502	21.915464	16.24435	12.030996
NCAPG	40.26126	28.551224	13.870318	15.774169	13.309494	23.353298	14.487669	10.9993925	12.850404	15.099543
NCAPG2	9.325439	9.479885	42.951538	9.625267	8.710569	9.101436	8.978953	8.425934	8.58139	8.909229
NCAPH	4.1768184	4.3703227	3.7435868	3.9081242	3.9250252	4.497041	3.8286107	3.6814013	3.793597	3.900334
NCAPH2	85.44078	59.00051	51.499332	57.66483	65.11302	43.349968	55.28063	49.964634	42.014244	53.434544
NCBP1	17.500307	20.456697	8.844563	12.229111	10.674579	13.869025	10.819691	8.030471	8.860584	11.22835
NCBP2	98.587715	106.72395	229.79863	145.87227	96.29553	100.50458	208.95695	255.90517	224.02913	226.88217
NCDN	5.5791907	5.495688	4.9632845	5.1548123	5.079309	5.5181737	5.112175	4.6801224	4.9826674	5.15003
NCF1	446.1023	548.6184	1089.6116	1108.3257	903.1892	1341.3147	2799.9797	1486.6085	1678.1951	1275.1022
NCF1 /// NCF1B /// NCF1C	516.8749	540.8455	751.7072	868.4817	1214.2142	1259.0803	2025.8502	1101.6332	1603.1816	940.4166
NCF2	4274.511	3177.1438	4111.8745	4713.307	4290.9053	2479.2905	5132.5596	4800.717	5963.9546	3859.3389
NCF4	762.6694	860.69855	1543.6163	1498.1716	1774.4122	960.2377	2099.6375	1660.9586	2082.6572	1374.6776
NCK1	98.63573	49.124397	159.38664	130.3209	100.104294	60.37551	199.20975	124.43813	144.51811	120.70462
NCK2	198.83128	138.65875	223.06955	230.39122	241.64719	213.81688	209.48601	296.65482	234.31548	240.2274
NCKAP1	35.344513	64.229294	26.197128	42.57848	28.052221	58.49351	33.867462	41.07263	23.714748	32.85057
NCKAP1L	702.42035	605.3851	1291.4178	1410.7017	797.2616	754.03064	733.0897	950.4418	989.59424	921.7543
NCKIPSD	23.846046	40.2314	30.6021	28.218014	44.394268	32.532024	40.456036	44.526283	36.125465	36.41154
NCL	571.6691	576.8114	923.8312	759.01526	795.21136	554.77496	917.0406	1398.7748	977.47766	1129.0889
NCLN	30.940506	34.081867	29.939173	50.305454	28.054817	30.225327	26.022062	51.48621	30.45479	38.912247
NCOA1	264.9369	385.3776	486.97946	547.8799	486.57278	408.1442	589.13226	452.46	566.76935	482.35825
NCOA2	300.75055	251.47913	600.09937	516.0122	464.8244	615.3256	784.20123	595.9923	618.7041	478.49063
NCOA3	254.81502	233.19293	495.2744	446.7963	314.95416	267.54333	454.91302	444.87234	464.98602	405.59586
NCOA4	16876.105	10616.913	9746.726	8582.8955	9992.185	19043.512	9651.104	8166.598	8110.5215	7675.007
NCOA6	35.25688	28.176146	120.17935	86.65862	82.39233	34.44832	189.52576	127.01074	103.057076	132.96896
NCOR1	98.926865	89.50292	147.1572	79.77955	129.31808	83.43879	119.48431	150.00438	182.58543	147.44763
NCOR2	85.665115	109.19599	95.80528	97.63629	96.00554	86.50595	130.98177	101.277	109.64789	100.07642
NCR1	13.605149	17.02929	9.364466	13.049899	10.7282095	16.523346	21.267805	12.313385	14.562821	13.049899
NCR2	101.95833	139.97742	81.2835	88.2247	79.72585	93.15969	87.0051	82.59901	84.19717	86.18941
NCR3	70.10013	65.10849	58.26866	58.52339	69.986374	82.14041	66.7481	65.25364	68.48619	68.001656
NCRNA00185 /// TTTY14	6.482784	6.214173	5.0256224	5.396628	5.269931	5.9098897	5.3237557	4.8095713	5.080015	5.389371
NCS1	5.168943	5.29911	4.709531	5.000036	4.698618	5.2214937	4.920861	4.7318735	4.831267	4.935495
NCSTN	142.89778	183.52832	148.44649	187.27896	155.4824	104.06133	351.38623	154.28937	211.74362	212.01884
NDC1	5.9194937	6.1736493	5.0486436	5.451116	5.2271905	5.619853	5.2802114	5.6385283	5.1200085	5.360193
NDC80	14.313605	16.994553	12.84415	12.037696	11.765725	13.343809	11.58398	9.173301	10.510423	11.240864
NDE1	251.95804	266.48413	485.82858	464.74863	588.2037	572.23914	682.7865	628.8336	536.6459	500.04297
NDEL1	887.1562	570.6486	747.5853	915.08453	925.3968	458.90942	998.03314	959.76984	959.369	780.04517
NDFIP1	293.9828	157.15782	355.9152	288.40268	342.37317	396.07352	536.69574	354.4813	410.89972	462.21085
NDN	6.7523456	7.8277574	5.917572	6.3030353	6.1997733	7.099346	6.1479216	5.8055196	5.962221	6.2187877
NDNF	8.912538	9.398418	7.20354	8.437674	6.930743	7.5610876	11.122572	7.026592	7.077642	7.822312
NDOR1	90.5052	120.74958	53.897736	48.757694	50.96921	86.09949	56.1936	52.620155	49.83037	56.206623
NDP	5.909889	5.9669266	4.7635956	5.2802114	5.0896893	5.710408	5.1925006	4.700144	4.8022113	5.2401824
NDRG1	195.91891	172.68872	293.73746	318.87286	256.68402	258.69278	310.08176	348.36673	327.9437	347.53516
NDRG2	45.41517	57.59396	31.033949	37.238518	30.072832	27.604153	32.80108	29.08407	29.279728	30.511362
NDRG3	101.35222	104.228035	253.63525	299.7335	231.73662	161.3999	325.5406	352.12878	327.78375	285.79843
NDRG4	4.1801143	4.207357	3.7872648	3.9005144	4.8303723	4.086714	3.8576767	3.7494965	3.746192	3.93542
NDST1	71.199974	66.45915	50.749733	56.307114	39.98851	40.164246	36.527454	50.187717	46.804684	40.772636
NDST2	151.05902	153.94601	124.34003	184.47598	139.49115	146.21106	195.20201	161.51978	159.00632	143.80898
NDST2 /// ZSWIM8-AS1	14.14852	14.633262	14.126221	17.160961	14.187968	13.998329	13.902526	13.450729	13.677302	17.010338
NDST3	7.1406455	7.478395	5.7104096	6.462664	6.159629	6.9021816	6.3361707	5.9393063	6.0581546	6.4035606
NDST4	6.0203233	6.1086817	5.200701	5.5968237	5.4522543	5.8198156	5.52381	5.1699033	5.359945	5.5639386
NDUFA1	98.085846	120.62062	259.74515	178.17886	196.67494	143.90912	170.424	203.46025	187.53543	159.64206
NDUFA10	93.176926	152.60196	348.68997	315.52463	199.98772	277.26212	366.83038	470.49878	336.3425	292.9072
NDUFA13	132.45467	163.2186	445.73975	390.6435	233.64761	180.01546	321.9353	467.3761	419.8908	233.01976
NDUFA2	441.61243	421.5501	625.41473	498.22485	509.26855	755.46655	317.0654	410.0045	429.39755	374.4313
NDUFA3	918.14667	961.03973	485.1753	608.28503	1082.53	1046.8174	395.43057	639.2631	954.8836	806.9388
NDUFA4	413.63538	457.58066	1096.4585	669.71783	639.21893	559.97296	368.57092	387.4394	377.63315	347.23715
NDUFA4L2	6.943944	6.6229506	4.383727	4.551201	4.491202	4.624858	4.475392	4.1725564	4.259411	4.3610044
NDUFA5	57.0196	38.261402	163.58644	103.29643	65.28697	31.327644	147.13327	28.653412	35.4562	44.04543
NDUFA6	63.847473	77.16543	421.28647	205.1954	178.9205	99.18197	85.175644	104.8344	131.36224	102.17149
NDUFA7	10.355998	8.209812	14.784089	11.369907	12.4547415	12.018165	11.53999	13.426417	14.773124	11.560357
NDUFA8	45.469982	27.091515	104.37814	60.678875	36.57835	50.61687	45.806705	76.91875	80.007515	45.98772
NDUFA9	87.31652	62.439716	185.6869	117.37693	78.36151	102.923256	100.95564	137.69055	137.5374	101.2559
NDUFAB1	228.92064	268.9874	641.93805	551.9242	398.3494	281.81494	499.85703	359.85056	374.57025	268.83737
NDUFAF1	35.806698	31.678469	49.412457	39.906033	32.15831	30.274433	32.21208	32.206097	31.819899	28.650747
NDUFAF3	82.0661	49.132397	180.07814	134.83917	105.976364	371.81732	84.64964	118.16938	129.33917	101.665535
NDUFAF4	16.784527	28.02488	10.548531	12.970807	13.02207	19.720402	12.672759	10.887677	11.722401	13.080812
NDUFAF5	17.49057	18.478354	9.559393	12.602395	10.27844	14.299665	10.695404	8.377594	9.187146	11.484434
NDUFAF7	18.654526	24.141073	14.990634	15.353885	13.963622	18.732594	14.415582	9.434465	12.909271	13.011499
NDUFB1	184.33046	281.44913	539.25464	343.10468	441.95053	293.62836	305.3275	280.5495	304.77533	325.60828
NDUFB11	277.8676	370.69745	331.72397	337.40543	381.87094	426.87485	356.5928	339.14783	454.74405	466.02286
NDUFB2	357.6203	385.21628	535.03	471.65695	467.3215	320.55652	345.7416	312.53745	388.4835	309.36325
NDUFB2-AS1	6.374506	6.502366	7.0855274	6.0292697	5.91126	6.476471	5.9401307	6.7935147	5.810639	5.992453
NDUFB3	109.97646	206.11612	259.9682	207.8641	295.11725	84.130745	264.5989	85.74264	132.0864	79.748024
NDUFB4	605.23065	564.1849	1321.1475	1090.0917	822.09375	845.38074	813.3289	970.42786	1134.8925	988.5609
NDUFB5	230.53033	189.50813	363.678	260.97137	220.67096	209.14626	290.08047	256.06555	260.28226	218.13596
NDUFB6	429.55707	544.9388	737.74664	730.45734	493.62238	580.4219	832.1291	582.8642	612.64734	616.5827
NDUFB7	96.50578	91.17113	137.28232	136.67213	67.743454	103.35639	111.022514	93.98894	102.897	119.08302
NDUFB8	515.37805	546.9151	1068.1112	926.60004	622.23047	577.4405	663.4849	1028.9985	982.1151	855.99866
NDUFC1	409.85242	227.6389	514.5537	341.3104	421.71658	504.36536	537.6181	608.6947	484.45538	626.2566
NDUFC2 /// NDUFC2-KCTD14	367.2902	276.20276	1083.7877	784.9285	592.5039	591.515	634.2696	866.2681	965.4869	631.0989
NDUFS1	29.189522	15.646601	83.58991	43.113262	64.36358	49.13698	93.33488	79.648224	105.863335	86.26543
NDUFS2	210.0213	197.91525	398.07254	312.02283	246.18529	217.09082	370.35327	459.35648	413.39542	356.6343
NDUFS3	149.88611	143.5756	336.5766	306.54095	188.28091	192.91487	265.7	297.10938	307.64536	191.59467
NDUFS4	75.18437	79.138016	94.49184	71.39682	90.755424	72.481674	56.267952	51.403847	65.62258	68.92131
NDUFS5 /// RPL10	26.535385	37.455128	110.05058	70.217354	81.8968	24.577347	51.36926	47.755688	54.8985	44.503548
NDUFS6	156.93578	213.96579	424.71133	425.00732	318.6365	265.66302	359.17545	386.64047	439.4662	342.81064
NDUFS7	93.53644	107.71647	111.71755	85.50233	87.294205	107.80146	92.99122	106.59279	133.14178	120.68505
NDUFV1	173.93121	187.64867	276.93454	280.74463	177.13612	235.89178	286.78818	396.19327	356.88266	295.56268
NDUFV2	215.73033	224.1799	421.59955	245.76328	257.555	251.1819	233.72906	259.49854	286.2963	203.05493
NEB	21.026424	30.094463	11.202852	15.542399	15.349255	17.429802	15.238196	13.53651	14.129501	15.412057
NEBL	29.811632	27.12925	16.12083	20.448158	20.13183	23.935274	21.100206	18.895407	18.501091	20.342165
NECAB2	71.19831	77.87399	54.80685	61.224663	59.170486	67.7057	55.11029	53.130424	55.430874	60.144833
NECAB3	43.037315	41.328796	35.923195	24.958897	32.252457	38.44114	38.503613	39.261345	42.527145	46.40785
NECAP1	74.20014	87.468575	168.72057	125.441086	84.22066	75.95935	114.44061	109.30758	116.13365	85.33785
NECAP2	93.827736	118.29003	351.60648	252.37347	130.13976	159.00632	285.32144	281.7366	298.11768	198.82663
NEDD4	19.842482	18.455217	19.825916	14.523003	13.956174	14.468522	14.267851	13.1319	13.690636	14.11508
NEDD4L	25.710001	11.654065	21.510456	12.195955	15.198296	42.090332	9.936806	9.708019	10.088259	9.964511
NEDD8	253.1003	223.87823	449.4577	405.68967	357.90247	396.97504	478.0243	429.4772	478.91223	384.76984
NEDD9	80.995445	123.13426	264.29828	188.47324	203.28094	135.71153	450.59567	293.58762	358.58405	271.07333
NEFH	20.80901	15.158507	11.9703	12.763051	12.431068	13.869029	12.32939	11.344087	11.800991	12.585448
NEFL	40.77073	50.99166	34.820347	54.55568	29.76187	49.628456	41.82267	38.393005	26.424194	37.04465
NEFM	7.9187183	8.212856	5.961114	6.415156	6.6899724	7.109895	6.1630588	5.847152	5.9956503	6.229763
NEIL3	5.590593	6.4199224	4.899671	5.3761344	5.213021	5.434826	5.270665	5.1416726	4.9499435	5.394376
NEK1	13.221775	13.554732	11.113795	12.252963	12.115024	12.699839	13.696989	10.670614	8.705722	12.198508
NEK11	9.721768	9.008579	8.410309	9.083716	7.316048	6.650358	10.063712	12.54929	9.2775345	8.946513
NEK2	12.699548	15.907578	7.8092585	10.010388	9.946495	11.786763	9.9733	9.410204	10.555142	10.010388
NEK3	8.865519	11.203371	8.1839485	8.431018	8.135485	9.11327	7.57408	9.0698185	7.8689103	8.490298
NEK4	13.6884165	9.450021	12.07854	8.34539	7.419292	8.674269	13.479787	27.645172	12.888623	16.675077
NEK7	659.1732	479.3349	930.866	838.93353	724.8866	624.8055	1557.1405	889.0721	858.94336	822.32275
NEK9	68.89095	56.41173	105.14373	90.18241	77.92462	58.129627	106.10925	121.09456	121.58161	80.13015
NELFB	46.066742	51.240715	112.17983	89.60468	74.107216	89.652504	88.68851	100.14612	84.891525	89.5112
NELFCD	20.607706	62.597805	102.59663	73.57786	62.276234	69.90849	75.62876	125.01694	109.452255	86.56417
NELL1	7.322161	8.010373	6.0497265	7.08684	7.0083566	7.503767	7.014864	6.716723	6.781862	7.014864
NELL2	107.72654	123.86791	310.6508	384.40433	228.65532	110.91441	244.01334	426.2811	309.67923	285.16272
NEMF	20.395088	22.22161	102.57759	79.849846	51.93486	15.843483	89.44895	54.554405	59.048386	60.07097
NENF	290.34976	324.52264	121.697266	93.41502	205.31921	199.66318	91.09508	116.27655	105.62287	151.80392
NEO1	10.342068	10.631082	9.17607	9.720418	9.513372	9.845702	9.5531845	9.262479	9.20165	10.11005
NES	14.441028	6.1299767	4.7582946	5.2304664	5.140958	5.495177	5.175422	4.93435	4.799762	5.2178617
NET1	18.52472	18.248299	15.938974	17.059343	15.569111	18.06297	16.469769	15.8240185	16.108498	18.121733
NETO2	6.380424	6.5307894	5.515613	6.1940217	7.4572573	6.0329075	5.9716353	5.6594977	5.8009424	5.994678
NEU1	75.9893	47.716923	75.506035	113.82629	73.59151	84.60445	157.07047	112.61798	131.98547	101.61358
NEU2	7.26969	7.866356	5.719956	6.3712544	8.952538	7.698806	6.33	5.84729	5.8300858	6.3452926
NEU3	33.76076	36.52492	25.891985	31.447079	31.67112	34.434746	30.788689	29.804724	30.657536	31.380032
NEURL1	71.958885	62.864174	42.40695	54.129547	52.599396	60.354527	52.77053	48.111572	45.925877	53.18842
NEUROD1	5.191296	6.4437966	4.023494	4.418032	4.298324	4.6373205	4.3351793	4.045209	4.1378517	4.435286
NEUROD2	29.209162	26.639019	20.01262	24.884892	24.783484	26.175858	24.099663	25.569628	20.948515	33.064667
NEUROD4	5.666856	5.8593755	4.579586	5.269686	5.199734	5.5133104	5.178546	4.944664	5.057906	5.2853594
NEUROD6	6.479778	6.919819	5.1200085	5.623115	5.440377	6.347647	5.5181737	4.9896073	5.2067356	5.6111236
NEUROG1	6.580677	6.8715053	5.476087	5.9486823	5.8732586	6.538676	5.830357	5.3664145	5.669487	5.930217
