Gene	GSM737030	GSM737031	GSM737021	GSM737032	GSM737022	GSM737023	GSM737024	GSM737013	GSM737014	GSM737015	GSM737016	GSM737025	GSM737026	GSM737027	GSM737028	GSM737029	GSM737017	GSM737018	GSM737019	GSM737020
GPR156	3.85925	3.83127	3.73432	4.06711	3.86499	4.38839	4.77844	4.12906	4.2659	4.08378	4.21614	4.13701	4.06332	4.00046	4.25866	3.95078	4.21882	3.86501	3.7942	4.28541
GPR157	6.04728	6.03737	6.00902	6.24102	6.32668	6.13784	6.17384	6.36726	6.11704	6.19741	6.2252	6.03715	6.20901	6.40509	5.99257	6.14252	6.18808	6.16932	5.95643	5.92495
GPR158	4.79531	4.29256	4.1395	4.70424	4.58948	4.9979	4.39673	4.56047	4.26209	4.29225	4.4095	4.88866	4.36093	4.58737	4.62455	4.53411	4.83849	4.50561	4.79731	4.53046
GPR160	5.36287	4.91073	5.30042	5.1621	5.53881	5.42482	5.85327	6.23948	6.30722	5.25651	5.88796	5.91776	5.46532	6.02918	5.94346	6.03665	6.24277	6.37406	5.73431	5.74944
GPR161	6.12598	6.61233	6.24418	6.22945	5.92891	6.33338	6.45043	6.14552	6.54118	6.22669	6.20064	6.0858	6.38773	6.34059	6.24029	6.23558	6.3468	6.26707	6.24804	6.17416
GPR162	5.50529	5.34738	5.22722	5.6907	5.63078	5.39808	5.42732	5.37997	5.38407	5.2553	5.36746	5.48355	5.82232	5.03403	5.31762	5.39535	5.60801	5.52098	5.11851	4.89109
GPR17	5.46763	5.54494	5.24843	5.12314	5.53952	5.63577	5.54722	5.5354	5.52986	5.73676	6.04167	5.27919	5.71013	5.30356	5.52019	5.31989	5.9234	5.51745	5.51418	5.28336
GPR171	3.55851	4.19875	3.84624	4.37918	4.82781	4.00289	3.89875	4.00817	4.01611	3.85965	3.97917	4.00802	3.71921	3.65068	4.23663	4.19653	4.80672	4.25423	3.92426	3.79368
GPR173	5.61776	6.11091	5.80653	5.96181	5.91835	6.09416	6.0511	5.82076	5.76136	5.91019	6.08436	5.62621	5.95378	5.95713	5.97119	5.96282	6.14951	6.01322	5.9219	5.99094
GPR174	3.26628	4.2428	4.26033	4.1437	6.1482	3.00951	3.73388	2.83842	3.44652	3.13145	3.41012	3.31923	3.558	3.14797	3.38759	3.47646	4.04486	3.32559	3.33364	3.49518
GPR176	6.03838	5.84704	6.17551	5.89783	6.13225	6.21555	6.46239	6.31403	6.50746	5.944	6.06724	5.91633	6.52629	6.1636	6.43734	6.48004	6.37537	6.34951	6.59127	6.54961
GPR179	5.63113	5.28762	5.25316	5.10252	5.33459	5.51862	5.60584	5.36163	5.44866	5.63251	5.31569	5.08361	5.35341	5.54709	5.39581	5.02775	5.28804	5.33486	5.2781	5.13989
GPR18	4.54234	4.15996	4.45083	4.13667	5.18551	4.51512	4.45236	3.98531	4.0186	4.20647	4.19167	4.47802	3.65731	4.21186	4.08308	3.92819	4.4049	4.37475	4.18726	3.91697
GPR180	8.03906	7.35826	7.27283	7.17447	7.13084	7.66943	7.83743	8.08278	7.67635	7.78546	7.93261	7.32181	7.15643	7.54786	7.93525	7.64633	7.44806	7.60681	8.00089	7.8874
GPR182	5.15136	4.8291	5.43595	5.43259	5.5781	5.30874	5.44119	5.53624	5.25057	5.42074	5.44184	5.43146	5.36932	5.60566	5.40596	5.43364	5.61643	5.31068	5.52786	5.50121
GPR183	4.71233	4.67185	4.80036	4.78211	5.27844	5.44393	4.88821	3.92138	4.57456	5.28271	4.27723	5.7067	5.03018	4.18341	4.38735	5.01495	5.07194	4.53315	4.42125	4.33361
GPR19	3.7311	3.79548	3.65262	3.51498	3.67307	3.5615	3.75104	3.81959	3.6981	3.55452	3.36911	3.89451	3.62105	3.48264	3.71974	3.52648	3.89769	3.63373	3.64147	3.59027
GPR20	6.25292	6.01734	6.18566	6.38415	6.24065	6.20368	6.36233	6.41207	6.23116	6.48515	6.35513	5.93403	6.31789	6.58332	6.29661	6.2953	6.50544	6.50184	6.48833	6.37388
GPR21	5.54048	6.17451	6.18483	6.03118	6.12257	5.61941	5.99895	5.7849	6.52433	6.06361	6.0439	5.55079	6.00277	5.79234	6.01735	6.54449	6.18755	5.9745	6.20841	6.42739
GPR22	2.51582	2.44563	2.26497	2.55217	2.44701	2.75018	2.67071	2.54314	2.66235	2.55217	2.46001	3.01837	2.50804	2.65067	2.55217	2.35632	2.86238	2.66194	2.55217	2.55217
GPR25	6.94689	6.71594	6.54714	6.81069	6.90438	6.66846	6.8197	6.79747	6.65465	6.83868	6.52219	6.62248	6.9142	6.96445	6.81733	6.41609	6.7906	6.967	6.92004	6.59135
GPR26	4.8328	4.82217	4.67529	4.8448	5.36023	5.1475	4.98346	4.79111	4.67532	5.13	4.91952	5.06156	5.04757	4.84182	4.9609	4.63077	5.11922	5.0643	5.12958	5.20701
GPR27	7.54966	7.14427	7.02541	7.25657	7.28441	7.14286	7.26795	7.31074	6.91544	7.15873	7.16482	7.23946	7.41657	7.21868	7.28439	6.97346	7.60087	7.53733	7.41365	7.05387
GPR3	5.90318	6.24715	6.14775	5.96932	5.95276	5.83843	6.3015	6.42646	6.09945	6.30299	6.03759	5.75649	6.16962	6.53468	6.22587	6.14775	5.98447	5.95364	6.44412	6.14775
GPR31	5.54824	5.56198	5.35085	5.47353	5.59473	5.17011	5.85487	5.97175	5.56276	5.84889	5.32877	5.37101	5.56571	5.5817	5.77661	5.1827	4.99558	5.49407	5.7265	5.57758
GPR32	4.15428	3.94667	4.09201	4.22254	3.86706	4.44713	4.35292	4.15428	3.7797	4.04679	3.83039	4.16716	4.15569	4.16612	4.47813	4.07419	4.45886	4.27701	4.29255	4.15878
GPR32P1///GPR32	2.3288	2.85603	3.02318	2.58824	2.40604	2.48991	2.61996	2.32796	3.12415	2.20256	2.87318	2.57894	3.54083	2.47283	2.51411	1.8995	2.93897	1.9179	2.58615	2.45565
GPR34	4.38826	4.97123	5.74897	4.92025	4.24381	4.42161	4.52597	5.05865	5.13581	4.78854	4.72495	5.25669	4.74003	4.91649	5.55706	5.38257	5.12481	5.15046	4.93486	5.19176
GPR35	5.74129	5.56751	5.38441	5.5294	5.66584	5.89182	5.531	5.56696	5.66382	6.01305	5.54681	5.3914	5.64011	5.72975	5.59938	5.44166	5.58275	5.51885	5.60991	5.42872
GPR37L1	6.9265	6.603	6.64953	6.86603	6.84441	6.49716	6.80606	6.83804	6.65992	7.1377	6.74604	6.48909	6.82658	6.74215	6.80404	6.6097	6.63099	6.96177	6.83655	6.54594
GPR39	4.38129	4.38699	4.27742	4.6954	4.33019	4.02483	5.09586	4.89426	4.75138	4.60628	4.46282	4.37983	4.89167	4.66799	4.30681	4.56773	5.09146	5.09167	4.65073	4.94107
GPR4	6.95228	6.75713	6.70784	7.11294	6.97036	6.86933	7.0471	6.77821	7.23729	8.38807	6.89435	7.11039	7.08394	7.25037	6.69058	6.99546	8.06849	7.53926	6.83016	6.6494
GPR45	4.75246	4.20485	4.57827	4.46554	4.7956	3.74613	4.54074	4.69723	4.09429	4.59378	4.36655	4.35298	4.51965	4.38446	4.55342	4.37349	4.96633	4.51526	4.93563	4.82653
GPR50	4.9062	4.56584	4.60789	4.78645	4.71515	5.11836	5.05073	5.33034	4.84694	5.15355	5.10975	4.8148	4.58908	4.96691	5.38012	5.30365	4.75282	4.67946	4.87571	5.32247
GPR52	6.29234	6.59938	6.46609	6.29234	6.39057	6.25822	6.32803	6.34776	6.32084	6.26575	6.16018	6.3195	5.99591	5.98083	6.13451	6.37987	6.33626	5.92043	6.30454	6.29234
GPR55	5.13477	5.08807	4.81355	4.94507	5.08785	4.93874	5.37953	5.15478	4.89381	5.3711	4.9574	5.03547	4.95339	5.03129	5.20948	4.84286	4.99455	5.01009	5.17305	5.24233
GPR6	6.7125	6.54284	6.34322	6.66025	6.53014	6.5237	6.6703	7.05348	6.66377	6.9165	6.57736	6.67126	6.72219	6.99888	6.73944	6.38499	6.38375	6.7951	6.86041	6.57207
GPR61	5.79184	5.27598	5.07904	5.4965	5.67286	5.01412	5.38058	5.41848	5.27166	5.42005	5.44993	5.14167	5.38058	5.65847	5.3151	5.15212	5.64912	5.35238	5.39678	5.22952
GPR62	7.03797	6.83038	6.52086	6.81155	7.0379	6.73498	6.95151	6.94504	6.80353	6.91823	6.83087	6.91687	7.13616	7.00305	6.92199	6.81748	6.95783	6.95986	7.08887	6.87194
GPR63	4.02172	6.38239	6.22698	6.49161	4.74986	4.02042	4.0889	4.44613	4.24252	4.44613	4.44613	4.43073	3.92628	4.30375	4.10162	4.43648	4.70247	3.97313	4.40465	4.50256
GPR65	4.6403	4.99657	5.96352	5.33753	5.31503	4.94938	4.30509	4.2734	4.78062	4.28645	4.25305	5.85886	4.52988	4.29157	4.68655	4.60616	4.58327	4.3161	4.40679	4.51034
GPR68	5.14143	5.07001	5.22963	5.33635	5.59745	5.6891	5.1597	5.21028	5.18099	5.35395	5.17395	5.58295	5.48005	5.60417	5.17919	5.10211	5.24701	5.4758	5.1422	5.26981
GPR75	6.59489	6.49737	6.54838	6.55353	7.02968	6.62891	6.56814	6.58723	6.58867	7.14551	6.59308	6.66355	6.80445	6.5311	6.49971	6.82289	6.67617	6.60599	6.4402	6.65203
GPR75-ASB3///ASB3	7.43978	8.00076	8.00845	7.83525	7.83575	7.63942	7.89496	7.78985	8.21388	7.83994	8.20878	7.48252	7.54892	8.09411	7.98967	8.25492	7.66182	7.75645	8.11796	7.77505
GPR78	5.42754	5.24808	5.19351	5.38236	5.30939	5.16891	5.58521	5.20738	5.29787	5.48562	5.04224	5.005	5.27468	5.70753	5.08928	5.28137	5.04864	5.30336	5.29809	5.36101
GPR82	2.4313	2.51359	2.97232	2.19098	2.58925	2.54789	2.27543	2.43112	2.47318	2.38943	2.4313	2.36754	2.40781	2.59769	2.48729	2.60281	2.63775	2.40433	2.40941	2.35347
GPR83	5.20069	5.10941	4.92927	4.97946	5.27467	5.34685	5.1987	4.73241	5.19665	5.37508	5.19939	5.35995	5.03168	5.00913	5.27782	5.08139	5.29083	5.25975	5.29025	5.13499
GPR84	5.60751	4.86294	4.91038	4.76494	4.83889	5.04135	5.2278	4.81822	4.95393	5.15843	5.06061	4.94395	4.97635	5.26759	4.95141	4.94485	5.06432	4.54023	5.03342	4.97739
GPR85	3.43999	3.7444	4.06064	3.67978	3.57753	3.58713	3.94559	3.79278	3.59061	3.28796	3.65994	3.53442	3.08376	3.76082	3.68562	3.48402	3.4688	3.38559	3.52219	3.57773
GPR87	3.0235	2.70472	2.79548	3.0372	2.72016	3.22872	3.11291	2.98461	2.81676	2.9432	2.84502	3.22716	3.24199	2.97365	3.08385	2.78233	3.41575	2.98461	2.79749	2.81643
GPR88	6.54549	6.55733	6.45079	6.29106	6.41172	6.44694	6.50558	6.66604	6.31886	6.72856	6.50264	6.28195	6.52481	6.63318	6.65653	6.06993	6.81898	6.50497	6.64774	6.34462
GPR89A///GPR89B	6.88567	7.38214	7.52533	7.17439	7.0937	6.96718	7.24269	7.38316	7.359	7.30504	7.31887	7.43651	7.17344	7.29225	7.22932	7.57009	7.29746	7.46383	7.51074	7.25829
GPRASP1	6.34001	7.08198	7.01868	6.62207	6.78594	7.05976	6.40081	6.73989	6.68925	6.98527	7.23266	6.10027	6.43672	6.78093	6.80471	6.68273	6.54186	6.41189	7.17194	6.62581
GPRC5A	6.20048	7.43355	6.45115	7.19947	5.91571	7.78026	5.86005	5.22056	5.9911	7.17943	6.04066	5.56282	6.59437	5.74492	6.38157	6.49396	5.67771	5.94517	6.32726	6.27024
GPRC5B	8.84715	8.71923	9.09927	8.90883	9.01213	9.21405	9.09824	8.9446	9.23439	8.29705	9.38435	8.61039	9.23469	9.21815	8.8101	9.60291	9.51116	9.04842	9.36835	9.28614
GPRC5C	5.68562	5.58264	5.34352	5.54409	5.54022	5.33467	5.54604	5.58014	5.4171	5.75547	5.47433	5.35845	5.51462	5.42673	5.54409	5.36876	5.69352	5.56716	5.75609	5.50642
GPRC5D	4.25549	4.50442	4.65381	4.54382	4.38529	5.0632	4.79411	4.59204	4.54885	4.83796	4.54478	4.46532	4.24192	5.03054	4.72579	4.42009	5.25445	4.59118	4.87749	4.50743
GPRC6A	3.28043	3.02088	3.03626	3.02811	3.52547	3.35649	3.7992	3.31006	3.1716	3.28406	3.22457	3.69408	3.2271	3.21401	3.59599	2.76627	3.29918	3.35457	3.48014	3.33534
GPRIN1	6.12034	6.16067	6.01508	5.91311	6.10279	5.9585	6.35965	6.40048	5.97161	6.19609	6.01934	5.67916	6.33921	6.1085	6.20141	5.69193	6.15747	6.21052	6.26877	6.11809
GPRIN2	5.7647	5.40348	5.43473	5.68845	5.59565	5.50123	5.98831	5.53353	5.58276	5.85391	5.38402	5.68104	5.3633	5.56267	5.45132	5.12764	5.35356	5.73659	5.63895	5.39957
GPRIN3	6.21339	7.0521	6.77358	6.70603	7.25294	5.89628	6.74134	6.56863	7.00469	6.72257	6.73799	6.6482	6.4649	6.96145	6.25403	6.79357	6.75101	6.44262	5.87378	6.3291
GPS1	8.11981	7.81518	7.73282	7.97977	8.07231	7.80117	7.90173	7.96374	7.8947	7.90173	8.00905	7.95019	8.00384	7.79198	7.70735	7.84904	8.00784	7.99226	7.66702	7.61467
GPS2	7.83591	7.9226	7.79934	7.90022	8.0366	8.13016	7.92162	7.98124	8.04021	8.10483	7.97011	8.00512	8.11569	8.2952	7.86891	8.10396	7.97011	7.87464	7.97011	7.9468
GPSM1	6.55885	6.38556	6.44779	6.61637	6.47469	6.59079	6.55885	6.54002	6.18279	6.60647	6.55885	6.27246	6.68128	6.58633	6.56394	6.45954	6.60475	6.62121	6.66998	6.70533
GPSM2	5.58767	6.45014	6.56509	6.55827	5.97201	7.59925	6.24481	5.89087	6.39507	6.0369	7.32403	6.33111	6.84293	5.64077	6.89532	7.22515	6.22185	6.24393	6.91543	7.47118
GPSM3	7.29257	6.99014	6.88488	7.08064	7.54476	6.92951	7.10545	6.6777	6.79232	7.09524	6.57699	6.93845	7.0266	6.90752	6.90726	6.92561	6.97028	6.88248	6.94084	6.68593
GPT	7.07317	6.98721	6.37683	6.54606	7.18919	6.66947	6.94716	7.13505	6.75081	6.74945	7.42445	6.35458	6.83881	7.40114	6.61158	6.3461	6.99992	6.81794	6.83881	6.837
GPT2	8.53831	8.38325	8.09951	8.19293	8.81206	7.95519	8.7325	9.18602	8.55389	9.65586	8.55074	8.03245	7.86757	8.5517	8.02943	8.26413	8.87322	8.78597	7.91261	7.73091
GPX1	10.0573	9.2355	9.10863	9.77291	10.075	9.46111	9.82596	9.53637	9.62556	8.87221	9.4509	10.7035	10.6727	9.0101	8.83026	10.0764	9.77474	10.1804	8.73876	9.17456
GPX2	4.52278	4.55	4.10306	4.4551	4.21215	4.37799	4.54742	4.43383	4.40976	4.45714	4.27813	4.42374	4.45367	4.44463	4.20214	3.84346	4.66825	4.717	4.22765	4.07178
GPX3///GPX3	9.35494	9.36127	8.27776	9.43121	9.10524	8.64965	9.76731	9.64647	9.72008	10.7908	9.25568	9.49566	8.62417	9.33057	8.69493	8.78218	9.79437	9.24404	8.46177	8.66667
GPX4	11.6937	11.0152	10.7184	11.146	11.6125	11.4088	11.6942	11.7207	11.5642	11.4904	11.5954	11.8676	11.6613	11.4597	11.3695	11.3769	11.686	11.707	11.2681	11.2985
GPX5	4.09692	3.80958	3.79298	3.98367	4.07133	3.85999	4.35061	3.91019	4.28804	3.96667	3.68699	4.10756	4.12669	4.03826	4.08485	3.75823	4.0867	3.92218	4.18489	3.92811
GPX6	4.15916	3.92426	3.81249	4.04756	3.57855	4.1399	4.3323	4.2379	4.01334	4.44263	4.12513	4.55331	4.09077	4.10515	4.24221	3.88501	4.55272	4.09238	4.2212	4.03968
GPX7	7.11628	6.73783	7.14075	6.9236	7.24	7.40191	6.95704	6.7969	6.69032	6.88418	6.79222	6.77256	7.18621	6.77081	6.84172	7.64465	7.05928	7.03056	6.94503	7.10695
GPX8	6.552	7.04455	6.99645	6.78919	6.26021	6.87558	6.58667	6.23064	6.76012	5.47321	6.80277	6.75369	7.0723	6.33689	7.17386	7.7306	5.78437	6.6675	6.77975	7.61364
GRAMD1A	7.761	7.83353	7.69846	7.96754	7.90641	7.64477	7.74799	7.75777	7.72563	7.7726	7.91731	7.54616	7.83994	7.9956	7.52085	7.63444	7.74904	7.64877	7.68567	7.68649
GRAMD1B	5.75588	5.37893	6.15327	5.67428	5.78247	5.82666	5.31105	5.27691	5.42065	5.57138	5.53234	5.44744	5.55403	5.58647	5.68026	5.88729	5.5175	5.4402	5.65323	5.40161
GRAMD1C	5.24967	5.9394	5.51436	6.11825	5.87768	5.48905	5.46772	5.25675	5.2141	5.27293	5.14843	5.6778	5.36573	5.66769	5.33279	5.51	5.42762	5.54409	5.59463	5.06061
GRAMD2	4.54201	4.4335	4.32007	4.37337	4.14132	4.75275	4.55372	4.49424	4.52154	4.78798	4.75301	4.49894	4.71233	4.85932	4.5355	4.3034	4.55103	4.61601	4.5355	4.5355
GRAMD3	6.61267	6.94969	7.49498	7.18883	6.81828	7.39862	6.59231	6.61714	6.83398	6.87225	6.94344	6.36071	7.13217	6.76326	7.13188	7.05252	6.6698	6.72194	7.22942	6.99021
GRAMD4	7.32146	7.56683	7.59006	7.83121	7.43366	7.34353	7.52062	7.32232	7.44027	6.94956	7.45588	7.52902	7.38551	7.18812	7.04012	7.41899	7.53991	7.49731	7.08183	7.31167
GRAP	5.76613	5.42446	5.85957	5.87112	6.72675	6.12736	5.92995	6.08243	6.70158	5.92728	6.04689	5.85983	6.13518	6.24199	5.68259	6.23985	6.75247	5.75128	6.27625	6.0465
GRAP2	5.3076	5.18024	5.42619	5.79851	6.45251	5.23743	4.99542	5.1576	5.16277	5.16266	5.17736	5.68757	5.16692	5.32121	5.20202	5.25196	5.46578	5.54508	5.23087	5.19437
GRAPL///GRAP	6.39211	6.31488	6.47148	6.31079	7.67547	6.41385	6.50547	6.63438	6.63625	6.18235	6.71659	6.79534	6.56041	6.60149	6.38061	6.44188	7.03028	6.81826	6.61945	6.40992
GRASP	6.94167	6.56908	6.3529	6.50416	6.47275	6.64197	6.42762	6.68816	6.44384	7.14958	6.66069	6.44685	6.61804	6.69453	6.58498	6.57771	7.18637	6.67827	6.64926	6.56589
GRB10	6.95701	7.69116	7.19459	7.40498	6.99547	7.03735	7.23881	7.6902	7.78492	7.99527	8.16963	6.8514	7.11527	7.85102	7.34648	7.87752	7.86887	7.07036	7.26382	7.46958
GRB14	4.75389	4.75289	4.7468	4.64226	5.92859	4.56734	4.85888	4.858	4.70431	5.10361	4.66819	4.8555	4.4938	4.79312	4.63958	4.75389	4.7192	4.54321	4.75817	4.67466
GRB2	8.00549	8.27877	8.41198	8.22859	8.29554	8.13329	8.17736	8.06311	8.14925	7.80844	8.15143	8.38464	8.28422	7.76044	7.89229	8.30649	7.94196	8.01715	8.10435	8.07307
GRB7	5.80766	6.2706	6.41491	6.78177	6.1748	5.47354	5.80081	5.57791	5.49714	5.72829	5.43564	5.522	5.61204	5.80253	5.56336	5.57577	5.72829	5.5419	5.72829	5.63697
GREB1	5.34124	5.01229	5.15222	4.92655	5.05751	5.55134	5.01444	5.05751	4.96328	5.16489	4.80686	4.96466	5.0551	4.96449	5.10262	5.31411	4.49343	4.75184	5.15913	4.72278
GREB1L	6.04155	5.82915	6.56805	5.21523	6.43696	5.40226	5.99684	7.04848	6.31677	7.49801	7.39612	5.27444	5.41667	7.70946	5.80945	6.59	6.90077	6.48998	6.3172	5.58954
GREM1	5.77143	5.85036	5.77451	6.52139	6.62378	5.70223	5.46534	5.77143	5.77143	5.49198	5.17444	5.35728	6.09226	5.45741	7.02274	5.1972	5.62774	5.87517	6.83957	5.62554
GREM2	5.54462	5.2888	5.00019	5.4866	5.34033	5.44258	5.60184	5.26859	5.30047	5.43823	5.51047	5.48474	5.89586	5.5538	5.73297	5.78764	5.42232	5.67967	5.49719	5.58449
GRHL1	5.54991	4.85218	4.63717	4.8056	5.0608	5.45685	5.15992	5.18033	5.85557	5.1818	5.40808	5.53608	5.68739	5.46853	5.13119	6.13785	5.54592	5.11069	5.10906	5.29994
GRHL2	4.59012	4.07368	3.71019	4.22749	4.11563	4.51902	4.22935	4.19203	4.32979	4.52081	4.22786	4.35967	4.4333	4.39447	4.2295	4.08518	4.58516	4.13592	4.17771	4.27377
GRHL3	4.96692	4.49606	4.54072	4.79179	4.53773	4.73211	4.86965	4.7606	4.57192	4.86406	4.70854	4.45882	4.76556	5.10525	4.91637	4.71468	5.08811	4.46593	4.66644	4.82048
GRHPR	7.9567	7.81541	7.76542	7.57501	8.32437	7.66878	7.96747	7.94304	7.89819	7.56372	7.9993	7.63757	7.83291	7.75197	7.49218	7.82193	7.75631	7.82393	7.82824	7.50759
GRIA1	4.86706	5.36642	4.96609	5.22409	4.75448	4.97891	5.17166	5.16426	5.36801	4.9078	5.02048	5.03817	5.31314	5.15126	4.91181	4.80241	5.36899	5.21988	5.44481	4.49581
GRIA2	4.36891	3.79027	3.94274	4.74731	4.56231	4.37984	4.12559	4.05734	3.9132	4.32197	4.22567	4.30498	4.32025	4.54501	4.44465	4.15016	4.77232	4.27245	3.96855	4.06098
GRIA3	3.78498	3.86596	3.44238	3.75829	3.95954	5.4878	4.23913	3.87892	4.28385	3.58426	4.64876	4.15632	4.72593	4.08491	4.19993	4.79094	3.99658	4.59795	4.24277	4.07991
GRIA4	3.97782	3.83444	4.00064	3.95084	4.2419	4.0126	3.73103	3.77494	3.93516	4.1164	3.52669	4.5399	3.7586	3.89601	3.99426	3.41108	4.0335	4.1805	4.16187	3.83276
GRID1	6.51105	6.12783	6.20028	6.17739	6.24086	7.26732	6.48139	6.546	6.53307	6.2258	6.85263	5.86728	6.6868	6.56112	6.38312	6.53626	6.36102	6.56837	6.56893	6.59802
GRID2	4.28679	3.76127	3.99282	4.24416	3.68224	4.46007	4.14332	4.14988	4.10828	4.38422	3.92002	4.94394	4.7007	4.57082	4.41951	4.19947	4.60682	4.28679	4.2973	4.29825
GRIK1	4.64921	3.8739	3.89372	4.0451	3.91569	4.04057	3.96188	3.95583	4.06004	3.94328	3.95039	3.93127	4.11116	4.34631	4.1323	3.85053	3.77447	3.98307	4.00108	3.86992
GRIK1-AS1	3.90459	3.78455	3.71676	3.50119	3.92061	3.80811	3.96648	4.0339	3.76338	4.14652	3.76422	4.02249	4.12816	3.56464	4.11796	3.8232	4.06897	3.9183	3.59593	4.07113
GRIK1-AS2	4.82325	4.24967	4.4343	4.59895	4.7352	4.30296	4.8569	4.9654	4.42631	4.67445	4.33218	4.99604	4.65786	4.19578	4.79653	4.62388	5.26619	4.59895	4.50396	4.59895
GRIK2	3.71155	5.05279	4.55654	4.35586	4.18405	4.79507	4.32954	4.36124	4.39631	4.08243	4.26618	4.39905	4.14369	4.81696	4.05315	4.09443	4.28567	4.27852	4.28722	4.44537
GRIK3	5.70536	5.51529	5.51946	5.63122	5.80205	5.56037	5.48609	5.72129	5.50901	5.98472	5.63137	5.42043	5.79627	5.73869	5.44023	5.56519	5.84917	5.84914	5.63137	5.45655
GRIK4	5.31529	5.26859	5.16159	5.11275	5.20244	5.03257	5.51852	5.50005	5.34635	5.47598	5.26616	5.14267	5.50977	5.43221	5.41099	5.3228	5.36091	5.19937	5.34929	5.3189
GRIK5	5.89559	5.77333	5.605	5.68073	6.0556	6.49143	5.76618	5.69189	5.71182	5.74012	5.46085	5.42432	6.10729	5.6961	5.75396	5.4069	5.65869	5.87428	5.86094	5.69538
GRIN1	5.64987	5.07714	5.36192	5.55765	5.54023	5.31463	5.61019	5.46352	5.34575	5.57812	5.34309	5.34199	5.3752	4.93783	5.52977	5.29413	5.76408	5.46061	5.85352	5.13864
GRIN2A	5.092	5.12508	5.24625	4.68609	5.22809	6.06593	5.22361	5.17294	5.4021	4.93984	5.12508	4.91243	5.15569	5.46853	5.68696	4.73796	4.707	5.154	5.30989	4.78415
GRIN2B	5.31518	5.88799	5.62416	5.53671	5.4088	5.61028	5.86609	6.01423	5.74367	5.72527	6.25214	5.7662	5.52427	6.00022	5.19415	5.57007	6.71211	5.80502	5.37475	5.86933
GRIN2C	6.10673	5.82652	5.83256	6.11852	6.19632	5.65713	5.85977	5.60525	5.66648	5.98915	5.64384	5.66573	5.93442	5.91565	5.86236	5.68084	5.69276	5.98939	5.8339	5.61889
GRIN2D	5.96245	5.90741	5.84334	5.88893	5.94745	5.64914	6.22289	5.99481	5.8612	6.02599	5.88126	5.58036	5.94353	5.91067	5.8464	6.00557	5.75518	5.90396	6.09164	5.92612
GRIN3A	4.44971	4.05185	4.21959	4.04342	3.9338	4.30364	4.30541	4.4847	4.2867	4.39866	4.30364	4.13682	4.21959	4.41906	4.30364	4.46443	4.28869	4.49445	4.54748	3.96314
GRIN3B	6.1935	6.27863	6.27815	6.11447	6.58486	6.42117	6.42806	6.33624	6.32532	6.3261	6.22429	6.25779	6.43838	6.22917	6.43739	6.12504	6.68579	6.43236	6.34437	6.24523
GRINA	8.07256	7.4743	7.31058	7.32373	7.48345	7.56772	7.54303	7.5252	7.66656	7.49304	7.61357	7.29549	7.51455	7.59502	7.10988	7.38222	7.39383	7.75747	7.13473	7.26099
GRIP1	4.80814	5.67638	5.29081	5.45719	4.98791	4.83101	5.15277	4.54201	4.92909	4.8023	4.57916	5.17496	4.36046	4.87689	4.41967	4.3539	4.53388	4.18416	4.58546	4.81699
GRIP2	5.65957	5.73609	5.78471	6.08344	5.67894	5.6214	5.83228	5.84454	5.75284	5.79284	5.67317	5.35763	5.94262	5.98653	5.5331	5.5836	5.35479	5.72813	5.75284	5.88187
GRIPAP1	6.70132	6.60771	6.50814	6.568	6.75974	6.70654	6.45231	6.49161	6.50991	6.79207	6.7106	6.58407	6.61728	6.87631	6.59952	6.56947	6.69901	6.54835	6.50286	6.34895
GRK1	5.22464	5.29859	5.22074	5.32267	5.39141	5.18529	5.3669	5.57497	5.28646	5.50513	5.35208	5.72484	5.62032	5.39066	5.39281	5.46763	5.29099	5.34779	5.4867	5.39063
GRK2	7.66765	7.59426	7.74494	7.99591	8.10572	7.58731	7.61642	7.45268	7.61395	7.28528	7.60531	7.72976	7.75717	7.59348	7.41577	7.79115	7.58961	7.73127	7.51617	7.45324
GRK3	9.84627	9.7754	9.50116	9.18385	9.30449	9.50389	9.78331	10.0556	9.88936	8.74079	9.66293	9.22962	9.43209	9.94909	9.20792	9.27487	8.33781	9.3326	8.98673	9.90099
GRK4	5.25523	5.29374	5.76917	5.30226	5.83837	5.64689	5.64764	5.8949	5.79765	5.34776	5.73293	5.01714	5.72628	5.84366	5.25984	6.0291	5.74697	5.41962	5.66763	5.57658
GRK5	7.50756	8.12753	7.9455	8.12753	8.07513	8.49297	7.9331	7.63888	8.26333	8.148	8.23523	7.79355	8.32812	8.253	8.12753	8.4956	8.10657	7.88638	8.34274	8.26548
GRK6	7.63064	7.57964	7.66231	7.91041	7.99305	7.27295	7.40368	7.44145	7.38552	7.47649	7.31055	7.54983	7.55035	7.18397	7.1911	7.19151	7.56173	7.50001	7.25002	7.08114
GRK7	4.33985	3.97096	4.04786	4.36035	4.46724	4.05254	4.05888	3.74786	4.15315	4.30213	3.87583	4.02669	3.94369	4.08407	4.17427	3.71663	4.3312	3.95525	4.29318	3.90631
GRM1	4.50167	4.49773	4.35033	4.32045	4.29625	4.22207	4.50078	4.40423	4.44828	4.71916	4.53932	4.49767	4.83186	4.91547	4.35863	4.32882	4.49009	4.42562	4.60559	4.39914
GRM2	5.11549	4.56053	4.40009	4.86638	4.97619	4.60576	5.17166	5.03532	4.77221	5.24631	4.7596	4.75508	5.1421	5.11774	5.12964	4.96272	5.28802	5.16556	4.96272	4.60481
