Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut	GSM1571528	GSM1571529	GSM1571530	GSM1571531	GSM1571532	GSM1571533	GSM1571534	GSM1571535	GSM1571536	GSM1571537	GSM1571538	GSM1571539	GSM1571540	GSM1571541	GSM1571542	GSM214983	GSM214985	GSM214987	GSM214989	GSM214991	GSM214993	GSM214995	GSM214997	GSM214999	GSM215001	GSM215003	GSM215005	GSM78545	GSM78554	GSM78546	GSM78563	GSM43011	GSM78529	GSM78537	GSM78557	GSM78565	GSM43004	GSM78528	GSM78552	GSM43001	GSM43012	GSM78530	GSM78549	GSM484551	GSM484555	GSM484559	GSM484563	GSM484571	GSM484579	GSM484583
KIF3B	2	254	100	184	123	211	0	112	94	70	34	172	53	122	3	89	23	102	0	75	0	150	0	252	0	101	15	49	22	129	11.3277323026019	20.6717754980878	40.5019772791368	23.7895030032174	32.2553960707844	22.1960588020788	22.0318843426284	18.2221437457441	26.2359872146655	22.0318843426284	26.2359872146655	26.2359872146655	21.0657090174506	33.2064105752502	28.6174906399593	199.638	235.034	236.926	177.756	208.421	183.512	222.876	177.755	220.164	190.558	182.784	180.243	99.11	67.23	57.83	77.23	56.8	20.37	22.5	43.37	22.02	23.26	23.93	31.12	30.33	105.73	201.49	50.7	27.72074	43.05748	26.4845	53.46701	38.82171	35.31488	52.86414
KIF3C	0	117	110	50	96	68	2	62	77	51	33	154	4	65	15	65	9	86	100	43	0	168	0	173	0	39	17	25	0	46	39.0462148010472	50.3348116604887	39.3014533889849	47.9507926240462	17.987133359538	38.8895185422227	19.8772941855464	67.939974894825	41.6863091095274	24.9243474762801	17.878631287537	18.7319846394151	16.6926822674971	22.2534626575838	46.9448133215133	28.4203	28.4188	40.7065	29.2913	29.1785	33.4135	32.088	28.7266	21.7143	22.7082	16.195	28.424	6.57	6.83	6.44	6.98	6.82	6.75	6.98	6.86	7.21	7.31	6.73	6.72	6.13	6.68	6.73	6.85	20.28483	15.80358	12.32773	10	14.91217	26.72927	10
KIF5B	448	1680	1094	1011	121	1878	2	724	285	1045	215	1546	326	1172	116	582	261	1283	277	987	210	1163	43	1415	16	1102	376	668	70	978	892.122525798881	779.822465521423	690.937014036928	720.185818584146	762.690519786124	970.621327756267	750.554688946381	901.878931852914	1015.17597094924	721.953076174335	817.741454035906	1278.47681286956	1370.37247135962	1185.42993556509	597.981762936365	2722.36	3016.14	3101.63	2471.81	2414.38	2818.85	2815.89	2719.83	2757.48	2964.41	2834.62	2741.35	1802.72	2320.07	1559.96	1242.47	1269.01	1296.73	2223.75	1830.78	1545.03	831.49	1365.61	2165.35	1332.97	1133.41	2510.61	1933.35	94.79641	140.2606	99.0092	107.7759	111.6197	111.7823	183.5441
KIN	23	253	44	183	13	208	6	127	166	119	33	404	114	227	40	190	96	274	0	202	1	249	2	409	55	262	54	141	28	354	36.2163947826162	44.1960247844441	20.9691793049423	32.6881519405736	19.957216706508	22.8329160106977	20.2449785593259	29.0311187106074	35.521319772343	33.8019012802578	45.9739202951718	48.0532299347311	66.7555914536495	34.7266301693844	41.9907969948726	98.9008	166.888	158.468	130.334	193.161	178.54	203.499	207.238	128.966	97.6285	119.031	80.4338	21.29	18.65	16.74	19.37	64.21	58.19	25.55	31.61	24.11	21.29	69.38	57.42	49.78	42.01	25.82	20.37	10	10	10	10	10	10	10.85344
KLC1	37	117	225	109	62	118	0	82	28	13	12	75	20	32	12	9	50	43	0	28	0	55	2	41	10	26	31	17	10	44	65.6369734516602	64.8655024644788	178.842681852343	128.449666475042	53.4616305301452	164.609194187635	122.299388741871	58.8071804476814	89.3159010276158	99.5320437209636	74.9407467802769	78.5790945001529	53.5697240385166	51.5885357645309	89.5733943195111	1700.98	1622.67	1715.89	1216.3	1469.45	1371.79	1606.06	2070.45	1279.2	1771.12	1688.88	1728.76	523.27	337.61	404.57	345.36	710.84	652.9	159.95	361.07	176.54	529.76	655.43	455.52	330.42	339.76	223.41	189.9	85.02911	140.494	88.64642	70.33151	116.5892	91.64489	126.4651
KLF10	397	296	338	179	67	308	3	139	13	6	32	24	30	18	16	0	109	23	64	11	30	3	7	3	286	35	337	27	112	3	290.064697315173	57.2394255000077	194.607099487012	155.187249025554	129.556565933027	156.801912525255	77.698313549255	298.714332812218	53.7270506400808	25.3033916558915	45.551420298104	114.24786943194	154.266369563433	194.876927735035	429.400420867998	236.492	386.698	310.31	258.32	87.2249	163.795	306.474	379.069	281.52	477.641	814.261	411.881	204.65	317.77	463.92	250.54	93.07	173.93	25.22	54.96	41.01	22.29	160.25	25.24	454.91	478.84	307.12	361.15	26.77905	10	16.26179	46.89454	12.68752	22.07752	22.78865
KLF13	653	2104	1429	1571	268	2333	2	1653	1309	1144	480	2673	2000	2301	707	2651	728	2109	1100	1761	389	1907	1176	3298	418	2078	1371	1208	340	3651	661.170022507806	473.630057523983	1206.61482681213	1006.23071984021	769.59333788345	868.784618031387	758.335769004705	1078.15122944833	872.234114829047	1070.12336770825	1142.67997818629	899.079331930068	480.877489786693	585.420456146145	1412.46676859772	3027.87	2207.9	2798.37	1656.41	2094.83	2676.26	1955.09	2520.42	2334.24	2402.44	2491.33	1744.16	91.91	83.29	56.94	16.82	24.98	49.13	19.08	15.79	11.81	10.73	40.44	44.46	9.65	11.57	28.66	18.96	1000.054	553.1622	710.0634	1017.614	800.1188	732.1782	713.5194
KLF2	505	1750	2297	1561	977	2210	15	2359	892	425	2597	1429	4481	1252	3236	1772	4377	887	1987	817	1967	1045	2541	2246	2758	1220	2370	567	1264	4930	1701.97005656201	2048.88385595003	1318.35212241903	1987.65257141114	1669.31347053648	1773.38853712011	1899.97513134864	1563.20974410694	805.451366059416	894.039366756603	2601.32249327962	1801.42133778664	2601.32249327962	4050.92707935502	3072.11387811352	14624.6	18648.9	22349.8	19617.7	16434.7	21042.8	21326.7	15682.8	14113	13129.1	14200.5	10333.1	1739.1	1979.73	894.19	760.66	7007.7	5760.97	4888.13	3954.31	2573.65	3901.23	4562.67	2666.46	1596.07	1549.34	2297.32	1614.04	5005.156	7064.302	4983.704	3704.482	4742.287	5273.635	6954.362
KLF3	549	3302	1425	2885	283	4830	2	3117	492	1084	217	1859	465	1418	125	637	390	1708	0	1085	5	1412	204	1888	170	1610	701	933	74	1502	1712.6786636319	1958.55048313923	777.571647573079	1043.07718344392	1519.87958191008	1571.52450160312	1511.5570545804	1233.02388394917	2508.80810494508	2405.5957185536	1527.64106309866	1341.8775850334	1691.80671738448	2209.41638770549	2231.71997335078	2555.31	2619.33	2860.98	2601.29	3460.81	2817.89	2920.76	2957.05	3188.77	2736.57	2698.79	2787.53	504.41	322.74	369.32	236.87	166.27	362.31	187.21	399.58	72.51	113.16	309.08	269.78	55.3	14.26	110.73	109.15	45.72094	34.56244	35.15111	15.05032	24.15917	52.5836	42.68707
KLF4	1009	15	80	70	96	377	0	68	1436	25	213	217	174	85	906	44	444	67	4	88	751	25	2829	42	412	43	283	37	236	76	136.371581220013	789.065818044034	103.887047650133	255.097593339585	237.484559044334	207.935424969027	398.883403316501	224.925703963654	37.3312226605575	45.3956456895784	148.090632258839	65.5447813459611	121.044948147937	168.954559832835	38.7849573481341	284.918	1099.69	301.382	165.019	473.237	346.755	291.739	333.249	90.5639	480.012	1823.53	926.74	508.82	115.63	244.75	149.37	388.31	779.28	53.59	83.31	68.99	80.49	1034.93	48.62	1466.67	45.3	44.12	21.53	68.41962	251.1865	142.8773	901.4201	335.6516	33.26415	141.1616
KLF5	31	158	299	96	97	159	4	80	246	28	48	125	48	38	131	71	42	48	91	30	94	95	0	104	26	41	47	38	40	80	114.62755984515	67.881921452883	60.1046728165411	63.3288443210501	204.535560310342	152.694337800858	222.652913360335	89.5322120555311	106.28948125354	108.849590968658	107.348896665958	93.8372909012046	138.417680574153	177.410583802983	111.595521304179	37.9663	73.4461	75.5833	123.138	122.256	106.146	99.3356	75.7399	66.6576	35.0078	50.0278	66.2642	60.15	49.02	85.95	33.42	24.99	52.25	34.33	32.82	33.21	33.46	47.07	31.99	6.29	31.83	13.1	33.41	14.85375	10	10	37.63174	10	10	17.18638
KLF6	1817	3381	8190	3403	2915	4293	8	3388	2729	699	2565	1703	4288	1414	6690	2146	4597	1373	1904	980	1439	1363	3187	2909	2389	1316	2154	736	1937	4416	9829.03079958346	10475.1772829781	6722.73832477352	7875.95460173493	12456.6904753756	12765.9094562166	9305.20797435858	7857.03297555598	6691.83176205728	7293.7123584034	8511.84821912629	9478.65451972186	12831.5707918473	10106.0939044057	10846.5888533763	8078.22	9344.26	10093.7	8720.15	9737.98	11422.6	10405.1	10093.4	8332.44	5368.74	7790.48	8267.21	3133.34	3981.46	1533.99	2880.94	3633.83	1981.1	1853.64	3394.41	1749.55	3133.62	1966.48	3251.04	2297.03	3090.58	3039.16	2246.07	4072.915	6639.334	6071.639	8588.272	4960.759	4876.84	5547.956
KLF7	60	536	336	402	142	595	1	628	16	25	13	63	17	16	4	4	10	66	15	28	14	52	3	30	13	58	48	17	6	24	3957.04012719938	2961.83071572343	2377.74830123754	3098.23465460174	3411.68622069909	5063.01811238386	2982.0374489192	3347.9597541352	2964.1272324503	2936.97648625154	4273.87636832232	3887.61692112668	2763.49962223389	2817.94346006611	4013.46157520105	640.691	698.008	965.872	775.783	1195.82	1144.61	1366.54	1082.57	859.831	462.555	499.335	765.775	631.49	417.26	358.85	238.47	363.36	263.85	423.36	568.06	364.28	289.38	354.12	519.76	62.94	87.84	258.59	122.34	18.9483	10	18.79112	10	10	10	10
KLHDC2	185	677	282	426	135	507	8	304	261	363	71	668	244	597	147	662	121	594	0	554	135	584	3	896	315	337	175	449	7	405	80.7239913333217	52.9446107075071	186.576257821981	178.1755479595	151.424933962946	234.207983188131	161.597892848186	101.734147077289	260.693354778159	226.573558356046	169.017947523466	174.830319742392	181.562858634795	133.107752377196	214.937348554515	1016.27	865.117	614.128	599.773	602.236	674.443	736.884	960.491	651.985	761.585	1010.75	909.451	111.13	66.56	77.88	80.22	176.09	325.71	29.09	58.9	54.5	66.24	139.55	109.27	88.77	39.77	60.53	60.95	339.9422	130.9225	177.1399	91.83993	178.6938	198.2448	256.5412
KLHL12	79	139	96	108	24	187	1	128	0	25	2	74	7	43	1	3	24	103	53	53	1	56	0	44	0	54	44	44	10	52	56.3075592116134	69.7460896661907	94.5003018866025	73.9451845886282	49.5562413275288	76.5021767546856	61.141721328073	67.4923735619721	72.5739022622887	67.104410085709	85.901264473853	106.539531968806	103.054829868935	67.4923735619721	94.3607249254867	496.719	466.989	481.793	470.831	479.993	545.991	641.817	689.902	599.356	341.898	550.596	523.922	5.23	5.41	5.16	5.38	5.26	7.27	5.64	5.26	5.42	5.51	5.78	6.78	21.61	5.2	6.78	5.42	263.2933	364.7937	245.2602	236.2556	362.9325	312.5495	392.417
KLHL18	0	126	439	191	82	250	1	147	25	33	93	87	19	38	38	23	37	71	28	22	22	93	102	71	69	44	43	32	10	39	75.6847326132186	50.2823484617864	117.627659607679	86.5432480275979	44.4083157524301	85.2474331329885	57.2242931413656	95.0338399352047	85.5624453032941	56.8077137824837	75.4900626739777	82.2308029405829	84.785120745536	113.874316623249	163.49412470453	55.5783	68.3129	84.3863	76.235	80.1097	108.835	123.034	102.49	62.0022	47.6805	74.0043	80.3014	66.78	14.67	21.33	12.14	29.23	10.01	8.65	8.2	8.01	11.08	9.86	11.58	19.61	6.38	7.36	6.54	50.26016	40.69569	43.51849	33.93386	37.0017	29.97747	43.53048
KLHL2	43	1557	2434	1364	316	3287	5	1411	368	526	292	1546	686	716	178	243	658	1366	71	526	2	1240	89	1651	985	1095	763	289	362	995	2019.97096425173	2036.19650303188	1657.41046356318	2026.20942413667	944.288469635871	2467.63784132678	2188.27348725505	1596.93767138695	2280.60021230701	2021.07377520277	1512.92340025213	3382.73172448719	2872.73139592637	1749.23129588301	1639.61999116455	1173.45	1159.14	1875.33	1342.8	1703.97	1579.05	2029.38	2067.07	1265.67	582.455	1264.09	1466.82	630.46	725.64	473.53	647.41	916.37	743.21	864.48	781.66	1072.25	1407.49	1408.48	1437.83	996.61	2176.07	1997.33	1188.07	374.0288	458.9532	375.393	209.7653	210.1719	427.3511	218.0508
KLHL21	41	259	153	332	221	390	9	581	54	139	138	466	353	269	298	400	208	441	520	258	316	530	3	633	53	236	113	102	102	457	98.487114520472	75.2744848179696	83.6743999552111	48.0157756143585	84.9517209690964	79.4893898553577	94.1331615568464	103.363510892927	101.281982125468	120.38777123112	108.248854945166	99.113806435294	118.349756371894	124.067306873212	204.521765813286	218.169	184.462	363.992	409.348	314.51	427.909	405.933	335.83	259.075	132.12	219.733	179.129	293.26	362.97	234.01	95.68	297.62	286.81	172.65	152.65	141.77	245.31	263.61	283.87	112.18	188.22	212.29	145.6	79.54924	96.7959	43.21715	36.24419	51.84406	31.54013	93.78287
KLHL22	1	227	79	198	0	124	10	91	17	116	89	311	262	347	62	511	0	361	0	234	1	309	1	499	0	219	165	159	76	527	21.1857858080998	15.9020922242593	18.0300813878158	18.8411983242339	28.172438026548	21.7906428017202	24.3092306688174	28.2993514425559	37.4090370580998	37.4614321050054	38.7468847167439	36.6616187335232	22.6922085659782	35.7743300357156	47.4732197143617	56.0724	65.5055	75.8493	133.449	56.3237	143.678	120.923	109.305	136.246	65.0646	111.167	81.8974	6.6	6.98	6.43	7.12	6.87	6.31	7.45	6.93	7.26	7.2	6.68	6.51	5.79	6.57	6.7	7.02	140.9909	229.4353	186.9187	116.7456	132.5829	134.984	276.1111
KLHL24	423	306	121	236	31	341	0	222	24	164	9	340	152	300	8	138	56	333	0	201	52	285	0	324	0	206	81	172	32	243	220.466647628472	387.486498481857	424.888255533135	269.439054746847	451.633744794191	403.314303372519	390.347425684066	357.376247330898	579.084427996526	329.916349644571	333.730721188299	415.961661659411	386.627119499207	452.471250591532	190.377251546566	253.602	252.632	327.374	284.906	248.381	216.157	346.568	293	229.718	214.677	257.119	248.039	285.78	499.91	283.38	340.88	267.04	164.56	224.71	262.88	198.94	92.43	128.27	175.03	69.95	386.82	342.2	261.89	236.9558	227.8324	162.8786	95.53938	198.1021	173.3172	343.2108
KLHL28	1	235	118	136	28	215	0	204	0	221	2	221	10	177	12	198	0	272	0	152	0	179	0	217	0	162	45	141	9	99	19.2368184707105	13.9027150297593	11.1721597827587	13.9027150297593	23.0849096204249	14.5124747916392	18.3804027489084	12.1678518112203	14.0391026749581	13.9027150297593	11.8706207529085	18.2249311216018	16.4336577810027	21.2729049236012	14.7134915764015	232.683	381.935	312.563	298.855	276.573	312.768	418.215	384.897	286.041	222.161	280.276	287.823	12.65	18.22	15	18.28	38.57	26.28	17.16	18.46	19.5	18.29	27.15	15.71	7.46	16.49	13.72	15.55	154.8516	183.2584	180.7844	156.0935	191.9065	156.8916	176.9264
KLHL5	175	178	74	237	55	318	1	116	33	79	2	50	21	54	25	73	8	145	0	75	0	96	0	137	25	50	27	56	18	71	96.9942011181612	56.0772665999328	110.663362611901	128.371705782851	41.7061549017362	135.6707311421	52.463479443473	102.977978456838	140.600823881564	87.0735568024371	84.4541256842424	125.656353141789	190.746576139818	91.2516942363759	97.9519409404074	280.808	318.095	214.317	329.321	258.86	243.385	481.125	639.656	301.807	289.822	322.354	288.419	7.87	8.27	7.52	8.35	7.97	6.96	8.6	8.13	8.61	9.05	7.46	7.65	7.13	7.87	7.86	8.27	194.5712	273.8876	168.5288	385.5773	264.04	158.0762	329.1034
KLHL7	25	257	38	73	12	134	0	45	21	49	2	47	25	49	2	11	0	53	0	48	0	62	0	35	0	38	0	66	1	16	13.9313794507932	10.157328340333	43.3392750470985	18.7572174213452	6.61190788682735	21.4188309775913	14.1735651370243	39.2533935573709	23.8072505952636	17.8194669038369	29.4802766708264	45.0620888487749	48.3926951895662	37.3038298944472	24.5700449168286	200.681	193.977	166.171	77.8321	119.267	184.494	142.51	184.734	189.222	239.244	196.515	149.438	13.97	16.38	13.18	17.61	13.07	23.93	19.48	19.72	18.75	20.45	29.51	15.01	17.55	12.97	13	14.98	33.96132	44.58468	25.8645	22.95241	29.94134	22.93891	58.77703
KLHL9	214	794	76	420	29	281	15	639	29	481	2	377	70	371	1	190	143	633	166	639	18	231	56	332	86	424	17	471	7	181	51.8376452327058	46.5714719835981	42.4206015442254	61.8643264507797	41.8700515442314	36.016111546253	39.250980411576	79.8681868943982	24.7157935548086	25.0426562582825	42.4206015442254	42.4206015442254	54.4631703014561	42.4251008460677	49.5810109168176	348.576	248.212	220.301	251.109	129.744	237.684	207.629	343.027	194.294	365.388	353.618	224.736	43.58	41.04	34.19	55.3	71.18	82.96	56.03	48.64	46.74	93.03	64.74	60.46	281.44	87.53	65.96	58.49	26.05512	84.30733	40.54808	13.91187	57.96991	60.34986	26.97462
KPNA1	240	476	1067	657	31	684	0	577	30	81	144	181	115	121	82	29	129	243	0	92	102	191	70	180	55	164	132	86	66	128	308.057099449674	240.559341064116	196.662327746831	272.587302553178	325.394222634123	279.556634789383	275.049303792743	251.276666526856	385.547847428475	323.301945764759	306.779723641285	480.167575469785	338.981557838127	279.902653186257	317.067109041628	438.674	402.993	496.964	542.321	453.21	501.803	484.922	465.283	419.569	399.718	410.393	445.314	170.01	112.55	133.98	165.94	182.95	129.75	93.69	93.41	101	123.22	112.39	169.47	147.26	62.67	104.75	53.1	246.2129	166.8055	163.0369	115.7204	194.1891	140.3018	155.5985
KPNA2	116	59	21	74	0	121	11	13	133	46	43	152	41	205	148	52	38	57	0	123	0	70	0	133	0	63	80	134	50	236	10.7909182601338	8.09658447589763	13.281739438387	7.64227869407706	13.0143565021063	8.13886773924144	22.2125229078753	10.1804475778542	8.17050975854255	7.44669369310669	7.93265054106273	7.25173121166035	8.88339881720705	7.99345383071595	8.70562261939808	316.913	282.303	316.358	193.188	284.136	248.632	268.475	276.754	326.457	257.476	310.002	262.167	139.41	64.94	72.21	64.84	84.17	113.89	31.6	37.75	34.06	49.93	123.02	35.77	279.89	48.79	49.51	48.11	10.34462	24.19272	10	10	10	15.00919	14.59219
KPNA3	95	96	34	121	11	143	0	53	0	85	5	130	14	137	7	53	38	76	0	65	0	88	0	111	0	54	18	80	4	86	33.4844689368907	20.0622677650127	101.84345374129	74.1125906438309	60.2511369747765	60.2509801552696	57.626936273163	60.3197587742602	66.6059382342199	51.8285037612	61.3686622502093	93.657478669484	76.7877029432675	50.1739025896417	47.5592135356926	274.515	382.935	272.488	197.945	139.347	167.974	175.429	284.236	277.437	445.983	417.307	257.28	44.49	24.08	36.27	21.51	11.24	37.52	16.09	12.67	11.9	7.04	23.17	23.22	93.51	15.45	49.13	80.9	15.88883	18.75815	10.52082	10	16.96134	16.82048	24.7662
KPNA4	542	816	1756	1615	251	1556	4	943	562	433	801	931	1022	938	1347	1309	531	761	460	548	376	825	699	1838	293	755	671	369	293	1945	901.122429817297	1182.33158428003	1022.62537664632	1732.99944844584	1208.01714066386	1208.13483364474	943.063179689466	995.077084245486	1136.18994868845	913.537355407507	1129.00029676912	1558.74157827399	1670.03375772238	1288.28469399469	579.186389015179	775.893	1141.89	1244.81	1132.07	1729.22	1182.8	1300.69	1376.34	1099.23	592.646	802.453	1043.08	225.48	216.2	201.28	167.3	62.19	217.95	59.93	95.37	12.7	17.68	167.96	197.2	150.79	123.81	180.45	188.33	1008.292	795.8016	801.3093	980.7347	1029.573	989.3882	1111.112
KPNA6	108	639	330	562	32	954	1	405	109	747	64	965	184	1105	138	1019	251	930	0	640	2	854	0	1320	38	693	183	630	3	686	311.690277131161	235.205704108733	544.352474694383	430.349966709447	319.682469573683	295.926281881132	212.270305724187	494.220784709552	235.841812693734	375.614343320972	294.036804734122	410.690403388652	306.203027300116	407.066559560331	348.83765455251	129.106	136.731	200.744	163.743	132.68	183.496	153.428	150.15	143.7	145.54	163.738	157.376	78.61	69.86	113.45	62.63	26.54	22.24	60.55	55.77	48.56	48.48	18.41	51.98	25.23	69.67	106.99	56.5	224.5324	156.9961	155.3017	157.5147	212.0387	121.3015	158.0421
KPNB1	1445	2725	2620	3895	647	4091	35	3820	867	565	689	1203	2224	1028	1454	1714	1393	1057	2459	692	1343	1073	1737	2236	235	1068	1378	526	661	3632	3019.42407337574	3879.61971688703	1806.40457532628	1839.0692117617	4713.71399414848	3944.35448677142	2532.69611387388	3291.30999715071	3485.20989753644	3514.04606947439	4369.05329811641	4949.11115648253	5731.05354492127	4454.96434516924	7001.97832259549	4346.94	5874.01	5424.3	5245.76	5736.02	4670.59	5429.64	4181.55	4620.78	2690.2	4004.49	3958.28	3474.35	2464.72	2950.54	2856.29	1760.2	1518.63	3377.33	2254.29	2956.86	3425.62	1951.46	3527.43	1031.24	2811.2	2287.04	2422.14	4532.743	7095.737	3938.27	5238.921	5259.734	3828.119	5508.428
KRAS	0	177	197	170	54	196	34	155	44	58	18	159	27	88	19	51	44	125	14	55	34	122	37	160	76	88	48	32	13	60	1341.2363935501	1668.4764174366	1346.84537881026	1498.14509510318	1374.90374894049	1816.61296960785	1823.59430055687	1867.6619330735	1146.75518883529	1188.84632227734	1904.41563097031	2514.74571458624	1750.33095586397	2327.25701348271	999.86309848184	1725.45	1866.43	2028.45	1680.23	2164.48	1937.24	2602.48	2017.29	1941.93	1472.45	1438.22	2949.44	1371.66	1207.34	1202.77	1281	647.59	807.01	1182.81	726.95	602.1	201.24	955.42	1157.5	804.35	648.75	1888.16	951.92	215.6557	139.1448	148.8159	94.73887	142.5619	178.7585	165.2492
KRCC1	33	116	28	60	5	73	0	55	0	70	3	75	14	28	3	13	2	66	0	29	4	51	0	31	0	45	6	30	1	17	606.388729405671	702.701624231524	365.704912689844	574.644995065712	422.3529000564	696.184868325193	554.726837487337	672.921920675744	612.55470822131	608.580921474654	686.937709839441	795.272989437062	779.632999193134	656.410454370288	639.667745651892	940.516	832.259	1003.98	895.78	992.458	1066.17	946.823	1169.41	833.423	827.396	954.118	582.311	241.63	170.97	117.79	87.25	394.99	444.41	174.76	423.94	323.97	538.24	404.64	508.89	517.13	598.19	659.23	684.6	134.3764	213.0356	126.202	97.84393	120.4954	119.3301	185.8071
KRI1	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	355.72664933046	562.53015175998	575.314091822324	495.534519682153	377.483521287854	364.248401291076	606.593891653795	348.854858508715	428.021262532532	448.324947923441	351.519870948454	458.537019261242	467.987368122459	638.408917278033	377.483521287854	293.974	162.941	132.644	159.926	92.2923	97.5329	88.4026	129.539	201.409	164.195	143.363	150.636	14.72	15.34	15.14	12.48	15.25	14.12	16.67	15.31	15.52	21.82	14.67	14.64	13.97	15.38	15.02	21.4	10	10	19.25939	10	14.12119	13.03602	10
KRIT1	1	1	2	4	1	0	4	0	0	0	0	3	0	0	1	0	0	2	0	1	1	0	0	1	0	0	0	0	0	1	19.1199799985421	13.0812146073032	17.1723978080763	12.8061780274994	19.1199799985421	15.9809281909773	19.1199799985421	19.1199799985421	15.9809281909773	19.1199799985421	19.1199799985421	23.9257742883775	31.1463480030547	20.3664795424303	27.2843598451968	136.919	123.994	67.2927	38.6232	28.4645	30.8005	59.3628	88.0953	52.6668	120.286	119.814	60.9237	24.38	10.95	11.03	11.65	17.06	9.51	11.46	11.04	9.79	10.01	9.93	10.3	22.52	33.24	52.08	62.39	32.78749	30.46574	23.63861	15.85387	46.60956	41.47995	23.98812
KRR1	105	270	17	125	2	260	1	55	24	184	3	268	101	382	41	88	36	166	0	186	1	144	1	212	0	154	28	214	24	279	429.622529402543	268.151379486191	515.464579499733	280.927278480895	721.007792165908	597.597148938458	481.450678612929	388.575703493253	350.752908322339	356.411741736403	447.797718640493	318.144611662918	442.987780992342	466.738806693038	685.061925621621	236.994	238.631	188.399	96.6861	91.5959	125.124	139.381	180.735	119.572	307.653	269.382	256.31	49.01	101.07	95.3	49.73	43.31	54.07	109.47	88.72	230.76	104.89	59.35	116.91	112.64	89.15	87.18	60.77	10	10	10	10	10	10	10
KRT10	3	218	1	102	0	19	6	344	0	210	0	67	2	88	0	139	53	509	134	452	228	6	1	3	202	231	1	284	3	0	18.1522728930856	18.1522728930856	41.894839551042	25.2013568165158	25.1326035451644	25.1326035451644	27.2370261596981	25.1326035451644	25.0706378893371	24.7515895825904	31.708914719835	34.3186304406441	25.1326035451644	30.4158459067489	27.8747390082415	541.91	503.549	310.643	274.979	107.193	215.618	287.539	326.201	309.946	788.005	660.199	596.346	51.75	33.19	29.48	32.86	66.66	46.23	39.6	32.58	34.36	81	57.23	44.21	81.24	71.9	51.63	82.16	130.1011	36.77663	70.59829	63.13705	147.3834	74.57092	48.79912
KRT23	1287	6267	2974	2831	489	1547	8	3346	425	1264	419	1868	542	797	573	2010	702	2190	0	939	523	1727	906	2897	328	1316	983	461	112	1074	1301.34686648547	1686.83970489459	1534.37696321522	1739.31149004002	1857.36999657949	3677.77406827761	3895.6926624334	1653.3064087163	2211.1435434257	2074.59027275836	2314.63051694675	784.780892143607	1725.01844158864	3464.33195135357	6403.96372300147	955.225	3398.23	3366.86	3631.57	2809.68	4020.97	4019.3	7188.21	2553.71	284.234	1622.04	1420.92	1870.85	1205.79	1820.83	1573.42	2019.12	2514.62	1529.98	1600.99	533.02	1996.49	2335.11	1119.83	325.88	1161	1298.66	218.84	614.6765	338.6859	372.7822	377.4801	571.8018	374.0908	325.2947
KSR1	1	50	21	38	15	37	0	7	44	24	8	33	16	38	88	87	0	12	0	47	280	52	0	62	155	27	8	16	19	38	31.1606449738735	57.9387793411088	218.635998708014	140.907986694503	32.5108134972348	182.317013604433	55.7588450337734	43.8285692242858	17.7026951219917	23.8508547611548	57.0589295704512	51.15038982851	65.4858585477646	42.3127923921834	139.818558978779	243.803	386.298	896.44	473.389	944.373	563.48	651.853	706.764	560.232	218.454	509.326	372.899	7.45	8.17	7.41	8.26	7.48	7.22	8.31	8.68	9.02	8.73	7.78	7.62	6.36	7.85	8.08	8.21	10.95041	10	14.6197	10	10	10	18.93406
KTN1	364	449	92	341	18	591	1	117	113	222	5	457	117	487	7	185	29	261	234	303	0	221	45	354	30	257	35	366	14	432	8.83603816464626	8.31237376310268	23.5542285271067	13.6025852126736	7.98026016714256	8.32165550051182	8.31237376310268	9.18596458823262	9.67010679053221	8.31237376310268	8.31237376310268	8.55891603186131	8.7668140514478	8.27328012389761	10.6172485397024	867.632	860.386	467.411	206.473	137.195	249.222	253.149	463.323	412.371	1162.27	907.764	688.457	20.49	16.54	19.4	18	52.19	33.55	10.6	12.18	11.43	15.53	54.38	22.75	247.5	130.75	30.93	42.7	47.70274	43.94647	45.466	32.09807	69.75982	55.48892	67.04816
LAIR1	1	204	19	161	10	336	9	49	0	38	0	106	85	170	5	37	0	13	145	71	0	73	0	57	0	26	29	83	3	218	19.8433112227838	16.9691412644601	757.486689157328	386.404304366998	23.0072607331715	247.461093775499	92.8333549141598	245.489529244798	10.4451607036747	9.79680444647174	60.6954528353251	179.496806937617	43.2110406916853	8.37572301987577	183.574050790659	704.33	348.756	270.747	219.58	168.25	138.015	104.01	228.829	317.372	1184.05	405.151	416.611	9.91	9.67	9.38	10.19	9.92	9.96	8.3	10.04	10.16	9.6	11.35	15.45	699.82	646.47	256.24	233.09	33825.82	32737.3	28975.83	31414.53	24168.48	36176.36	29261.56
