Input Sample,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells gamma delta,T cells regulatory (Tregs),NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Blood neutrophil,V neutrophil,P-value,Pearson Correlation,RMSE
GSM368455,0,0.04360273990833739,0.0004,0.0693058545071127,0.05098078997413158,0,0,0,0.010634114496465652,0.0265420644640766,0.07272256155046142,0,0.36259461370664187,0.0027055118600697032,0,0,0,0.0019447089504551064,0.009522149457763683,0,0,0.34907530840861856,0,0,0.7113794768917489,0.7031324264651109
GSM368458,0,0.04881985750739146,0.0023524338364519152,0.02232538185615811,0.09531968754018126,0.0071824994502396105,0,0,0.04250026019519607,0.020497722992716485,0.06793203378251418,0,0.29412266841607954,0.0021590293371737037,0.0012039573177299661,0,0,0,0.011257792445269057,0,0,0.3843266753228987,0,0,0.7796526777935219,0.6303184761554266
GSM368459,0,0.03225479178748015,0.002839772427587513,0.030698035596616685,0.10134440832443468,0,0.018991692149856895,0,0.09685438433129165,0.008176742638578639,0.06335254614957135,0,0.37239355690709314,0.005213702380526067,0,0,0,0.001567445031085025,0.0034639734969285174,0,0,0.2628388319179773,0,0,0.8156057493202017,0.5887483260979949
GSM368460,0,0.05347165628514924,0.007539711144262556,0.04381576393983733,0.12134488164542291,0,0.016468802430628704,0,0.04971476281389673,0.02449507046100956,0.07596443507497609,0,0.3101173474353063,0.011780279782197207,0.004285395323771325,0,0,0.0019856685202298188,0.0170288564267621,0,0,0.2619873687165502,0,0,0.7606649718104762,0.6601554835279717
GSM368464,0,0.026042886654301493,0.0030624657790877335,0.008626940667491787,0.08826854095231605,0.015538148782995424,0.0058152340084246905,0,0.02554294064233953,0.006377011940759565,0.06005323123327121,0,0.3629945765248844,0.013449368664236162,0,0,0,0.0024486269814390288,0.0025481501471009893,0,0,0.37923187702135186,0,0,0.8200551323888327,0.5753891683426229
GSM368840,0,0.10016443693602074,0.01752818611015528,0.10022341201431686,0.053800096683722196,0,0.0001,0,0.016455204190624288,0.037341448706415994,0.09621642442248982,0,0.29464667422006635,0.0001,0.0017135258416239884,0,0.0066977105108959,0,0.012886953952591172,0,0,0.2621438106200294,0,0,0.5651834971077108,0.826570549716153
GSM368841,0,0.05875431037618963,0.001741558281786523,0.025317298826345293,0.08610496355096206,0,0.005386006782000562,0,0.024717077243795342,0.012474814316838424,0.08996880704539162,0,0.35257114225783104,0,0.0007,0,0,0.0005,0,0.002225609111228194,0,0.3395177322042042,0,0,0.7436847584993147,0.6685590531570244
GSM368842,0,0.050195290081132396,0.0035424025616872623,0.06478215624203015,0.1722462234533336,0,0.0001,0,0.012050172070546962,0.006912095432459773,0.13699865386190363,0,0.2730655522661322,0,0,0,0.0003,0.0002,0.0003,0,0,0.27926237090712946,0,0,0.7223978968837639,0.6969671989219958
GSM368844,0,0.038361161466211574,0.006004770204076076,0.009280777135412447,0.11060365683856369,0,0.0005,0,0.07416200606558475,0.015495259805305354,0.07667508952105367,0,0.375396295740365,0,0.0011098374978980793,0,0,0.003018333998168551,0.001944541360784527,0,0,0.28741557043857346,0,0,0.7701641767646621,0.6395211794711025
GSM368845,0,0.05513659518576049,0.0028393464440902953,0.12325453583980567,0.09867869286601383,0,0.0006,0,0.07336212323027419,0.01918687192705682,0.1252126264775406,0,0.23824132509149026,0,0,0,0.001,0.001,0.002622097283622031,0,0,0.2588878533155646,0,0,0.6676992850018645,0.746233696580499
