Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
00106523-5b1d-44ad-a9f1-7d84db08722c,0.049264266277535,0,0.018981459130344,0,0,0.367960658412648,0.0643637164950111,0,0,0,0.0801491834200723,0,0.00552189454066931,0.083577391907856,0.0204725594083843,0.241200028100012,0.0583817465101134,0,0,0.0101270957973547,0,0,0,0.00244226887900759,1.08707705697937
00589871-e54f-492f-988f-502670edd606,0.0767072361892565,0,0.0202880249646252,0.0168229247169837,0,0.278484128568907,0.0424375904301478,0.0263200182927802,0.00226828847209618,0,0.0679036974455885,0,0.00500638223935523,0.141127415215864,0.0517792275936882,0.22863142744049,0.0126174421759114,0,0,0.00972652658148743,0,0.0198796696728186,0,0.118413121445341,1.03995459124655
00cc9b4d-a847-464e-979a-7751e1a87ae3,0.0114580529300384,0,0.0269879655279783,0,0,0.203846012728584,0,0,0.0769421702846296,0,0.075143289205668,0.0624952242056984,0,0.211022673084896,0.143163673316356,0.130900987630116,0.0209170225657893,0,0,0.0155431992850243,0,0.0215797292352209,0,0.211537609911891,1.01735872282234
00f768f9-9e6c-4e84-bdba-c19368f7e522,0.0764738692227632,0,0.0130528543732183,0.0525017626911128,0,0.148094233410425,0.0200169142387487,0.0301788018961674,0.0516206490220513,0,0.0460275039217665,0,0,0.155915016087744,0.141001495113268,0.18298261198187,0.0556526608302338,0,0.00698430775483522,0,0,0.0194973194557956,0,0.109004433531249,1.05185004205936
0134d0cc-e66b-4fda-804b-c4434ec00bd2,0.0484451801089961,0,0.127005691538216,0.0415694900420206,0,0.425644092505465,0,0.0101514132260061,0.0201207153385553,0,0.085101801317729,0,0.0135392119561606,0.0297356469733385,0.0515762857871264,0.10288907745356,0,0.00754931885068741,0,0.0366720749021393,0,0,0,0.0563703748466428,1.07152062458708
020aa019-a3a4-4055-92ee-be824a597501,0.0779220719455881,0,0.0219788351039457,0,0,0.195167576644936,0.00939124361803373,0,0.0095095971094875,0,0.03499283495252,0,0.015737776789833,0.414637455295822,0.0567992705468218,0.131911637498762,0,0,0.0319517004942499,0,0,0,0,0.178983326500084,1.04434446799503
02a81bc3-4672-4d2f-808d-d27f4b63bf85,0.0469483013682413,0,0,0.107422445505181,0,0.257137452017744,0,0.00044960609827213,0.0556016201469203,0,0.0536792368498905,0.0214121115654075,0.0149177300539924,0.148839451236781,0.111021318763151,0.142288149899831,0,0,0.0402825764945886,0,0,0,0,0.132702113081855,1.04435061122118
02ddfa3d-13b3-4624-994d-62e740fa4a3d,0.0424854987249142,0,0,0.078951491316913,0,0.243599045733165,0.045210508679208,0.0409149424423142,0,0,0.0443279991740966,0.0129478245970769,0.0161425502071379,0.115033755026784,0.155906507506756,0.178446595722827,0.00325794707072668,0,0,0.0227753337980803,0,0,0,0.0694851810531857,1.07724924378787
03109baa-936f-49ae-acb3-2d00ac03c7ab,0.116867128974013,0,0.0113291131743306,0.0408976016467598,0,0.285011804848628,0.0447872554670747,0.0361616717857753,0,0,0.0142615209349949,0,0.0288262560133641,0.0764639920679848,0.0479602186780461,0.16134066670423,0.0276975075502061,0,0,0.107668377285746,0.000726884868847359,0,0,0.0498384018632316,1.06282093965692
0319a4cc-ee3f-4c6f-83e1-7cdd5f865dc0,0.0701004387549567,0,0.0188685083431993,0,0,0.375294443188445,0,0,0,0,0.0533012596866671,0,0.0646372497034792,0.159341701908337,0.0541863942795264,0.133441355443685,0.00142772222740203,0,0,0.0694009264643027,0,0,0,0.0692286028655991,1.06192942790152
037bb811-58ff-45ba-9707-f4c11d05d333,0.0696293499649223,0,0.0127415979106336,0.157802921664678,0,0.343718898140161,0,0.0190639596865109,0.044660470071675,0,0,0,0,0.207167103821047,0.0140358055503153,0.0285482104519437,0,0,0,0.102631682738113,0,0,0,0.0382751483375148,1.09721290932323
0422da40-5671-48c5-bbe0-e32a476c5cda,0.0753306806527536,0,0.020563935240924,0.146779662795022,0,0.266423173424872,0.0397167798884668,0.0558681942868836,0.0614975537783907,0,0.0127833305751843,0.0146953288910895,0.015102687986085,0.140264456755714,0.0526125581583034,0.0756897002940582,0.0103420020435548,0.00610832349819628,0.00622163173050124,0,0,0,0,0.0266478428812327,1.08850406542961
04404d33-da5c-4477-ae6a-b968332c48c0,0.0662327329848393,0,0.0143290640914123,0.0679990921498775,0,0.233437842763594,0,0.0333043366089787,0.0211643790771517,0,0.0643811612681986,0,0.0205103805322256,0.221693350175041,0.138833975268601,0.101239183693463,0,0,0.0168745013866176,0,0,0,0,0.279662520485704,0.979134285578147
044302b7-5f09-4912-a556-d3a52b7be6a6,0.0642436220606811,0,0,0,0,0.209497545710711,0,0,0,0,0.0633985999839331,0,0.00381969155703772,0.231001629656597,0,0.111112279992848,0,0.0319694193650677,0,0.157882937368745,0,0.12707427430438,0,0.359756848712042,0.942661691883673
05261012-4f7a-4c5e-a1e8-ffb440ec80cf,0.102356701051325,0,0.0211140904373258,0.159128385705715,0,0.239258966288662,0,0.036865859347406,0.0709635738823237,0,0.0460869645001563,0.0180514170224902,0.0202224976622114,0.0250944102542957,0.123501596560252,0.130603618633391,0,0,0.00675191865444666,0,0,0,0,0.175414706977222,1.03017092047793
056fe861-9f3b-4693-999a-44d1d7c43ab0,0.0752585182542648,0,0.0333363717552721,0,0,0.432710659796772,0,0.00596954002054766,0,0,0.081364438558437,0,0.023010197274769,0.0970822706101088,0.0355020849721453,0.0756843085527622,0,0.0233708002435692,0,0.0676972748376067,0.0200002110794641,0.0290133240442809,0,0.0299033975037083,1.07862436412676
0570741f-18c0-40e3-a673-9c587232639f,0.0781503919822119,0,0.0268753627873803,0.0153832643869236,0,0.276316051441622,0,0,0,0,0.101885213713659,0,0.0360696967913619,0.168997738643387,0,0.129449148383102,0,0.0303345369718224,0,0.121086407177469,0,0.0154521877210614,0,0.0193841647209258,1.08440454794006
058ac81a-3b90-4e7d-8f7b-9c34fbc77997,0.116708025521055,0,0.0220464785736352,0.10707528024857,0,0.264252409874657,0.0224024221780097,0.0524688429349285,0.0524636949338721,0,0.0647692309296765,0,0.0360147116183741,0.0685065370801085,0.0893331371249025,0.0704605966163427,0.00330215072113932,0.0157700551227677,0.0085803103654737,0.00584611615648733,0,0,0,0.116125582870399,1.04774357314216
058cd2dd-6bea-4188-8bb2-3314723c0762,0.0784431357181624,0,0.0156322806228126,0.10733015703278,0,0.210572679155669,0.0103861219931079,0.0131035219340277,0.0581753582101497,0,0.0587719964293671,0.0139232781463804,0.0259105360096573,0.0449275119279055,0.164146330548491,0.15724598262294,0.00602756221695239,0,0.0354035474315974,0,0,0,0,0.307224679753443,0.964845979643311
05eef9f8-a246-403a-b0be-07d274b6f93a,0.0582984458609513,0,0.0376823740710792,0,0,0.362960985075872,0.00406976288906378,0,0.000612987745776814,0,0.00303322038994093,0.0737212537329861,0,0.111519777464931,0.0813465743406129,0.212948643240051,0.0143264018334592,0,0.0246500906624368,0,0.0148294826928395,0,0,0.0348624364342583,1.07801714455774
066a17b9-c724-4390-9a5f-d46cde556de3,0.0412961702127112,0,0,0,0,0.297860077869765,0,0.00973627111708761,0.0829313029390617,0,0.109188906774509,0,0,0.203190372400014,0.0153730850159546,0.0499429261839723,0,0.00951541082629334,0,0.168888822807996,0.0120766538526351,0,0,0.0193348963877157,1.1021919798221
06c8dfda-b057-47cb-b435-9c2739694f6a,0.00833665324105368,0,0,0,0,0.203435718022405,0,0.00264892691115146,0.0787076141853906,0,0.12293620729872,0,0.0236297383530616,0.325680723149864,0.000579722775936291,0.097235343114552,0,0.00156975333097175,0,0.135239599616893,0,0,0,0.036875713855179,1.10915720239177
075a759b-21e0-4cab-a6b2-c5d65f7ccdbc,0.0648123953362365,0,0.084992925092462,0,0,0.367974581914147,0.0177291899692835,0,0.0492412707683379,0,0.047516631819588,0,0.00824626102132912,0.240991583684796,0.0271732864248858,0.0510002548078264,0,0,0,0.0388417257656302,0,0.00147989339547756,0,0.0233001362895224,1.08421594968175
079e4d43-d129-4ad1-b5b6-7a798f440792,0.0460207433258117,0,0.0127048429757993,0.00884121192589431,0,0.194389685209217,0,0.0226903456308321,0.0423990362411738,0,0.0150976221304836,0,0,0.473184780418455,0.06928297675038,0.112111310792417,0,0,0,0.00327744459953571,0,0,0,0.497028384101608,0.871017614183754
07d449a4-27ec-4f3f-a922-25fb777d37a7,0.0397696106020124,0,0.0965037870394942,0,0,0.482727535444636,0.0581116282087271,0,0,0,0.0690616449549864,0,0.0285987123550538,0.0701721260041327,0.0702342697684842,0.0596178169021043,0.00561286936962851,0,0,0.0195899993507409,0,0,0,0.00868012279213079,1.0916749537956
07ec290d-c41b-42eb-8cb2-07504451f732,0.102047950751316,0,0,0.0727124048349913,0,0.133515104826308,0.0154767234518744,0.0322286637401965,0.0927448409978705,0,0.0505740515511483,0,0.0398831175109261,0.269072960824625,0.0265403339074231,0.0874764510455809,0,0,0,0.0777273965577403,0,0,0,0.105918156409278,1.05312116580998
0801eab4-8909-4a14-ad1b-e3c21a921db1,0.0618037798816779,0,0.0307222929598937,0.0169146488578609,0,0.422573302812872,0.0868387748585809,0.0291799954739786,0,0,0.045788242143598,0,0.0197230857231014,0.0602398272138486,0.111710275607429,0.0923474156082087,0.00542886471829188,0.0120484023603155,0,0.00468109178034277,0,0,0,0.0270786313203775,1.08874175669195
08239d16-937c-4758-9e3d-38217e4c9f35,0.0640987062545451,0,0.0056012746509021,0.0823479233099761,0,0.222446107291364,0.0244447379952251,0.00188754077691996,0.0839389132706184,0,0.0494664890331365,0,0.0157872922536546,0.112232813342754,0.0475002599334322,0.278094093622866,0,0.00418423976672736,0,0,0.00181451550547682,0.00615509299240184,0,0.158151884594643,1.02700352541211
082a0dad-65e5-49f2-955b-ca23831b2733,0.0440701475646206,0,0.00627072606511378,0.0892992057139357,0,0.19079395708618,0,0.0793892773845439,0.117110806494204,0,0.118962636392047,0.00206140288786137,0.0134567078664623,0,0.0879903676943441,0.199113588062706,0.046840693481552,0,0.000158656300533258,0,0,0.00448182700589609,0,0.0308892715137724,1.08790737876389
087666cd-47ae-4f56-b947-d6aa1c25e8a7,0.0670553452654186,0,0,0.053033415638478,0,0.381034840935557,0.0540850578137937,0.0253303949590752,0.074636001431828,0,0.0667698932408557,0,0.0170635588176704,0.0807667539534533,0.0555751947667753,0.0303951865412267,0.00194814484360244,0.000762447097075177,0,0.0915437646951902,0,0,0,-0.00282982349231077,1.10792154213064
088506d0-2717-4a75-b353-88bc1a225212,0.0795119696013434,0,0.0231508317618427,0,0,0.319981642764836,0,0.0649019851625845,0.00453427896480862,0,0.0716484898422604,0,0.0102199402284579,0.0715847603504402,0.0764812704733216,0.219866583375555,0.00320485103228961,0,0,0.05491339644226,0,0,0,0.0809421289013023,1.0551288661641
08dd2c8c-537f-4d02-a4b8-9c123156f0d4,0.0934183114094153,0,0,0.27763025736623,0,0.148017275697974,0.037801150871019,0.089012887871365,0.0549631821479382,0,0.0897081274905689,0.0247767602446771,0.0147510484061064,0.0769381338268673,0.0603068669788808,0.0326759976889581,0,0,0,0,0,0,0,0.0718377913510794,1.0973073399147
08fc31fb-dd11-4e6a-9198-fb9e2608f6a0,0.0283545353778578,0,0.0320722958114828,0.05769812046675,0,0.312496908674653,0,0.0152822324958011,0,0,0,0.0439934204138808,0.0648414381027088,0.114901391169953,0.178542478307061,0.0689907584234661,0.00996073040872566,0.00143938031708556,0,0.0258832100287438,0.04554310000183,0,0,0.178554699653079,1.03013594986227
09796233-3f40-4deb-b77d-2267c3afff59,0.0395955156589785,0,0.000731558984268171,0.0135071183430681,0,0.222300687002938,0.0314729150882208,0,0.0353161906363552,0,0.0756809194725314,0,0,0.396754039929684,0.0401875099239289,0.0967126493361484,0,0,0,0.0477408956238779,0,0,0,0.117083716447397,1.07363849765695
09977485-e1d1-41b1-b2b8-7ab0ad6df0a0,0.0584042176430402,0,0.0277200888018893,0,0,0.353096781071065,0.106539096369361,0.00750456823656307,0.0207199066748235,0,0.0778613752848077,0,0.0148685993846724,0.151848769620324,0.00390151477238693,0.0849796950743196,0,0.0294180515998297,0,0.0504943835760582,0,0.0126429518908595,0,0.0794364727668391,1.05614606806143
09c3bf5c-703a-49ff-93cb-a9660eba1b12,0.0311145216304154,0,0.00460786886674606,0,0,0.289090633267121,0,0.00119839776309677,0.0685880669348618,0,0.0193435253817544,0.0137425829085763,0,0.461186671857891,0.0144939403602435,0,0,0,0,0.0966337910292938,0,0,0,0.0867943614579642,1.1041916971008
09d57455-fdd9-4529-aeb7-8962d7997354,0.0794785338485367,0,0.0151710048424306,0.0328142606127602,0,0.182332681421345,0,0.0160515432986314,0.18567320282859,0,0.0874315258650003,0,0.035047037306686,0.222393512353988,0.015459713158351,0.0697808848488345,0,0,0,0.0583660996148464,0,0,0,0.0611354810677127,1.0700921017048
09d6c070-3a3a-4e47-b7e1-0c220266efaf,0.0881363086367776,0,0.0186107202940099,0.0105376601136294,0,0.291972130249148,0.00018011101391681,0.017465885824608,0.0401040185446797,0,0.0574863762063147,0,0.018136753136258,0.228382140373687,0.016056346575501,0.145592744463355,0.0113751063746592,0.0500091026903462,0.0059545955031097,0,0,0,0,0.16775926835879,1.02393515538294
09dba56f-3033-41b6-9235-7c78f88e14ed,0.0395043484614555,0,0.00709292846551379,0.0318835525573657,0,0.145581660397997,0.0167402164726157,0.00257083175315424,0.00244023632018008,0,0.0643999748638867,0,0.0148555507713306,0.391763820832854,0.00713380494352586,0.111716691371855,0,0.0679737522631313,0,0.0730009846336992,0,0.0233416458914358,0,0.366894501650933,0.944621845503635
0a8b5557-54ea-46de-b575-8d781ff86513,0.0374093840236861,0,0.00941814916035183,0,0,0.273865593738672,0,0.000897856754579663,0.0181728119198822,0,0.0445072782021993,0,0.0224196894601528,0.142684811334883,0.037309079955012,0.239631213937578,0,0,0.144557989622785,0,0,0.0291261418902185,0,0.0053398909549484,1.08323449572737
0ae155e4-871d-4b8c-9f78-c1fdf50b7610,0.0623402367731359,0,0.0125817725828412,0.0355103927114415,0,0.178257919020662,0,0.00683170512939506,0.100010289601053,0,0.0519852502038418,0,0,0.365822356916232,0.0233148486829818,0.152718131935288,0,0.0082499079841633,0,0.00237718845896522,0,0,0,0.142288534246645,1.05624575126985
0c3d283b-1ef5-459e-b312-c97ea0b6d793,0.0103866912044991,0,0,0.213786962430353,0,0.200146992241277,0.0394905135272332,0.041186308113739,0.00598977815773723,0,0.035860959519631,0.0189988975291508,0.00118892961282823,0.0616700431275299,0.129150911869905,0.189118912636134,0,0.00475150990816889,0.0482725901218136,0,0,0,0,0.171985751573357,1.03215255855481
0ca66651-4965-4874-8d64-f9b90db6f80a,0.1093295162962,0,0.025547140396335,0,0,0.248038783659226,0.0415194357711486,0.00854512627290245,0.0260011070019871,0,0.0439973593763001,0,0,0.199427964064094,0.0800968967237482,0.208482592557664,0.00474614313839315,0,0,0.00426793474200191,0,0,0,0.0463386226679882,1.07424533740148
0cb305a5-d4a7-4eb8-8e8e-d11a5ebc3e0f,0.0721417451020325,0,0.0481881218968897,0.028215228005909,0,0.402930381756552,0,0,0.037290063932354,0,0.0733695178744447,0,0.0440384750936593,0.109204968213851,0.0187441460324585,0.0731475348257709,0,0.065929751299098,0,0.0268000659669805,0,0,0,0.0642257771590238,1.06514972321418
0e7094cf-4c79-43f4-8b72-9de259e5e18f,0.0371685753988503,0,0.00749579823600703,0.0568914441945205,0,0.242589642644768,0,0.0233522351627962,0.0740525622658486,0,0.0695876176386984,0,0.006638482541422,0.301216136758198,0.0222224130924982,0.123371799446735,0,0,0,0.0287406352178695,0,0.00667265740178787,0,0.179183647930058,1.03051257749448
0ed65bdf-cb92-47c1-8aeb-42518ce639b8,0.0704917358370616,0,0.00748909371839216,0,0,0.322298377858845,0,0,0.0331558994105008,0,0.131534021999574,0,0.022311150968898,0.228676300419247,0.0105245595998846,0.0385252769849658,0,0,0,0.134993583202631,0,0,0,0.0596633797286344,1.08236324297685
0ee26933-679d-4e84-ab56-6b9581e5dbfd,0.0357864824736455,0,0.0715175789067883,0,0.0594158532362572,0.33765363700526,0.041022493696641,0,0.00907572397241015,0,0.0600278266731202,0,0.0423216881573218,0.177222894932974,0.00922990475056953,0.0627590039550343,0,0.0060414179415641,0,0.0879254942984143,0,0,0,-0.00213787413920897,1.09012130640552
0ee30795-d8ef-4ce1-b3f0-084b7a39bf35,0.154429434416435,0,0.0188477608770039,0,0,0.215232877586577,0.000995164699414083,0.0320123065139585,0.0411020713920735,0,0.0665490216866531,0.0066269510869605,0.0912245548243595,0.134378748167272,0.107610090277764,0.130991018471529,0,0,0,0,0,0,0,0.357960714717226,0.935562320112334
0ee894a2-b2d9-4d06-bba4-dc1e915c698a,0.0675800730590972,0,0.00588867334629095,0.0511834001548935,0,0.283916507648258,0,0.035434671492738,0.0356467961769958,0,0.0556142904785082,0.00624668014430369,0.0503723346404492,0.118958013344468,0.0733672812632457,0.19247216734042,0,0,0.0233191109103314,0,0,0,0,0.0506580330156524,1.06926423106158
0f2b58b4-7d91-48f3-8901-b624e3d6aa51,0.132706433369788,0,0.0261421154626838,0,0,0.319843389674462,0,0,0.0751227632357463,0,0,0.00467281891705077,0,0.277630154657508,0.0267789852779209,0.0967121777670253,0,0,0,0.0403911616378145,0,0,0,0.0317849768299538,1.08927545164111
