"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","enriched.in"
"176","NDFIP2",17.1549211234898,-7.49892939981868,1.99115867898003,-3.76611340873145,0.000165808499400673,0.0116478283665378,"Lean"
"177","ZNF706",58.5371696319909,-3.97013127102598,1.05507352966945,-3.76289534272535,0.000167957501452082,0.0116962947056404,"Lean"
"178","CIDEA",138.847278062237,-5.16833123963107,1.37766138920632,-3.75152507003812,0.000175762174043484,0.0121030422193295,"Lean"
"179","SH3GL2",38.1163275469182,-9.27614569346887,2.47217093438503,-3.75222666218117,0.000175270886207731,0.0121030422193295,"Lean"
"180","CNPY3",694.382204213636,-1.69012042961124,0.450706543106893,-3.74993541908796,0.000176880117818149,0.0121123574012584,"Lean"
"181","ACTN3",23.4952661266565,-7.89286183576864,2.11085043931329,-3.73918572759535,0.000184617293597837,0.0125032569279502,"Lean"
"182","TFF3",38.4409272550416,-5.67192705488838,1.51664370201896,-3.73978875021068,0.000184174972351917,0.0125032569279502,"Lean"
"183","COX7C",116.119185053648,-3.17994091010445,0.851810078854689,-3.73315717792407,0.000189094509715011,0.0127364968674712,"Lean"
"184","ENTPD8",37.9818643723293,-9.27139650561257,2.48926557662176,-3.724550965026,0.000195663182361067,0.0127738547891871,"Lean"
"185","FAM124A",24.254685496806,-8.57832732817591,2.30212996671151,-3.72625675014764,0.000194344445937456,0.0127738547891871,"Lean"
"186","MGC57346",22.607084838918,-7.11638658034584,1.90956798115034,-3.72669978266963,0.000194003307940991,0.0127738547891871,"Lean"
"187","MOCOS",37.9621387814591,-9.27058483099206,2.48922333703581,-3.7242880914139,0.000195867155213075,0.0127738547891871,"Lean"
"188","MYH2",27.2512097065066,-8.43188308345312,2.26400001483956,-3.72432995944598,0.00019583465496745,0.0127738547891871,"Lean"
"189","PIGR",57.9502377157068,-9.9068934964856,2.65727517143702,-3.72821512915731,0.000192840730194741,0.0127738547891871,"Lean"
"190","CRSP8P",29.0211701175515,-6.2472936993594,1.67980586669162,-3.71905695963752,0.000199967959166351,0.0129726582351813,"Lean"
"191","RPL23AP7",13.3607710590638,-7.36486208340632,1.98488161669674,-3.71047926559116,0.000206867240269984,0.0133499769820305,"Lean"
"192","FAM110C",33.2120523591999,-9.06968328061043,2.44768897618709,-3.7054067607637,0.000211051758772623,0.0134788807182971,"Lean"
"193","OR4A16",29.5530351856338,-6.02070533461638,1.62445463167621,-3.70629331051484,0.000210314720851061,0.0134788807182971,"Lean"
"194","KDM4E",20.0371325567149,-7.21679947709776,1.95360783299106,-3.6940881149358,0.000220677275274318,0.0138927203731311,"Lean"
"195","LOC730102",32.2941519531852,-8.6960186768286,2.35463861968708,-3.69314365445355,0.000221498814011519,0.0138927203731311,"Lean"
"196","OR4C13",36.3613739373674,-5.53408024253728,1.49872592010848,-3.69252320807042,0.000222040070867014,0.0138927203731311,"Lean"
"197","TTBK1",19.8040391020854,-6.8492441447927,1.85321117674224,-3.69587893206698,0.000219127382096258,0.0138927203731311,"Lean"
"198","CDV3",88.6827348969271,-2.21783314140296,0.601089174752761,-3.68969070573463,0.000224526862556283,0.0139773641811553,"Lean"
"199","CCNE2",38.6949521515741,-7.22766659483117,1.96243054834009,-3.6830177765754,0.000230489079638329,0.0139951152493697,"Lean"
"200","RNASE8",39.8326065775436,-6.51448416813438,1.76823379366284,-3.68417580948945,0.000229443841478327,0.0139951152493697,"Lean"
"201","S100A11",2012.23261677375,-2.43337117409987,0.660312398211056,-3.68518171200852,0.000228539527955043,0.0139951152493697,"Lean"
