"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"--Control",21925.0074617336,0.0204001032151587,0.171940099414184,0.118646571013182,0.905555367579025,0.999231522296117
"206548_at",13.2509238581553,-0.0985816309215075,0.164052740009091,-0.600914260353375,0.547897094587924,NA
"206559_x_at",5786.36737393413,-0.197262888654942,0.14394164807058,-1.37043650186788,0.170550684224544,0.859637658391286
"206659_at",7.29197301358085,-0.0172975011738243,0.205627105122639,-0.0841207250547433,0.932960446834095,NA
"206936_x_at",102.194440829448,-0.0594377458068778,0.31819808122325,-0.186794796431144,0.85182152695639,0.999231522296117
"206962_x_at",16.6874098055505,0.039550309472932,0.143949370398267,0.274751528009518,0.783507140349136,0.999231522296117
"207273_at",11.8638410541983,0.0598574707944797,0.168011786955558,0.356269472988302,0.721638768466587,NA
"207371_at",6.41195568980119,0.0353998002689056,0.218571367158653,0.161959916017774,0.871337419431361,NA
"207461_at",11.0199081607026,0.104921292117341,0.172478474672892,0.60831528291473,0.54297838674251,NA
"207470_at",6.89571602557509,-0.0291913957345578,0.211058855579716,-0.138309267594471,0.889996001424252,NA
"207479_at",6.31552146550278,-0.00480588734850487,0.219844580129427,-0.021860385849292,0.982559324730106,NA
"207481_at",5.14086953770264,0.0237761026464599,0.242337570031648,0.0981115005954499,0.921843755432981,NA
"207487_at",11.7941180120698,0.0782511199333134,0.168898216270764,0.463303412321819,0.643146900221914,NA
"207488_at",5.11039650238591,0.00719804084435316,0.24292459677727,0.0296307617254288,0.976361531770151,NA
"207588_at",10.0130018289143,0.0782977271585504,0.179435277606769,0.436356374303048,0.662578185923072,NA
"207730_x_at",229.210857081589,-0.14121458039829,0.274135316888146,-0.515127280940271,0.606464080168255,0.999231522296117
"207731_at",12.314102707521,0.0562208825924328,0.163902688113163,0.343013792144864,0.731588084305157,NA
"207737_at",10.9246168726817,0.0997054266157668,0.172924054580642,0.576585061329739,0.564219793112688,NA
"207743_at",5.11042721873983,-0.030016360032053,0.242647791841114,-0.123703413100531,0.901550109157244,NA
"207744_at",11.5019316232987,0.0794140755069545,0.170027726515843,0.46706544358549,0.640453056812852,NA
"207748_at",5.62294622609085,0.0132401209249679,0.232258532963133,0.0570059612279971,0.954540446492247,NA
"207750_at",11.1322423728952,0.151524682038854,0.175288529226286,0.864430106794071,0.387351659975435,NA
"207755_at",7.79842964636919,0.135005925361465,0.203113337738815,0.664682717858097,0.506253449853929,NA
"207756_at",9.55127939343612,0.00774337216767147,0.181805616491653,0.0425914903901056,0.966027179021233,NA
"207758_at",95.2369467302047,-0.0032221310987489,0.214170893840497,-0.0150446731624913,0.987996540377922,0.999699421283626
"207779_at",4.94304175705251,-0.00214343606319657,0.246653260766063,-0.00869007795209934,0.993066408237823,NA
"207879_at",10.6087155717686,0.0398563615168433,0.174019639496985,0.229033697759924,0.818842725130424,NA
"207881_at",9.69384913116489,0.0318936466892687,0.181365109320078,0.175853265321181,0.860409221945771,NA
"207882_at",6.09466615633877,-0.00962060419211505,0.223566550102324,-0.0430323954442729,0.965675709933461,NA
"207888_at",4.31601648988003,-0.0267102947240701,0.262629782436447,-0.101703220694453,0.918992245660317,NA
"207915_at",4.2217721571663,0.0472026874470746,0.26617668411256,0.177335921079825,0.85924453696851,NA
"207916_at",7.90963090370048,0.021253184366428,0.198449568429095,0.107096148077649,0.914712702982326,NA
"207960_at",5.20348660511024,-0.0167621662737038,0.240745731537853,-0.0696260164889704,0.944491329023207,NA
"207985_at",5.10957471628877,0.00715815912079265,0.242916856629798,0.0294675273676112,0.976491717095708,NA
"208007_at",5.00975356398541,0.0322732427846373,0.245432267874322,0.131495516315578,0.895383333240313,NA
"208014_x_at",23.7928853835765,-0.643778252889414,0.472834173253847,-1.36153072113887,0.173346031873913,0.863713923636109
"208043_at",5.14177420579445,0.0238182590455465,0.242345880847407,0.0982820874126746,0.92170830148706,NA
"208045_at",8.73502849824699,0.0250852272852566,0.190389514676803,0.131757399181569,0.895176183231768,NA
"208061_at",15.1290259912647,0.147858383010218,0.153031638193731,0.966194865032004,0.333946681881529,0.992321752478529
"208082_x_at",322.263019822709,-0.0391890301097114,0.190056605933129,-0.206196621881693,0.836637326500064,0.999231522296117
"208139_s_at",8.22988745136181,-0.266348145516238,0.199348893513293,-1.33609041325568,0.181519723085916,NA
"208144_s_at",11.1439667233581,0.127716629836218,0.17159116902478,0.744307708619749,0.456690338756482,NA
"208145_at",5.72409876854037,-0.00857319125537203,0.230173123296504,-0.0372467086190955,0.970288296337654,NA
"208154_at",5.55522993134156,0.0855249250639324,0.234365806835683,0.364920660648654,0.715170631312104,NA
"208160_at",4.06311077089252,-0.00962977671177231,0.270483142806213,-0.0356021325834399,0.971599607845625,NA
"208162_s_at",5.10957471628877,0.00715815912079265,0.242916856629798,0.0294675273676112,0.976491717095708,NA
"208185_x_at",10.3033202030147,0.106634832716581,0.176604399254283,0.603806208491122,0.545972491284337,NA
"208187_s_at",5.10957471628877,0.00715815912079265,0.242916856629798,0.0294675273676112,0.976491717095708,NA
"208192_at",9.49663399010875,0.0586157621756961,0.183218002492403,0.319923595816555,0.749026250297053,NA
"208207_at",6.05474853225947,0.0391440766962871,0.224564714225007,0.17431089666681,0.861621136039974,NA
"208238_x_at",89.5599951799236,-0.0556930928532828,0.147207333526059,-0.378330967073892,0.705184743636645,0.999231522296117
"208246_x_at",268.424107210197,-0.290742689196063,0.298684483563461,-0.973410756820549,0.330349194835791,0.992321752478529
"208254_at",4.06311077089252,-0.00962977671177231,0.270483142806213,-0.0356021325834399,0.971599607845625,NA
"208276_at",8.63173842087984,-0.0268151925678351,0.190308282281915,-0.140903970370097,0.887945805541807,NA
"208278_s_at",14.5373311387903,-0.0107208374125877,0.152035582903377,-0.0705153175845755,0.943783509228698,0.999231522296117
"208301_at",6.4176547183042,0.00567867104141622,0.218590386698325,0.0259785946087982,0.979274411716156,NA
"208347_at",55.7870936364921,0.00155273134404741,0.0857284288934114,0.0181122104311274,0.985549337034526,0.999699421283626
"208421_at",4.90916481776851,-0.0196861704254914,0.247306771199122,-0.0796022297733242,0.936553621744017,NA
"208540_x_at",2254.83193436941,0.0904735740080555,0.116735734551532,0.775028951979709,0.438322551974702,0.999231522296117
"209353_s_at",5.07888846361564,-0.00962485898871632,0.243509835393033,-0.0395255451311914,0.968471387357047,NA
"210230_at",7.59083931240315,0.00973012965806353,0.2019010277,0.048192571226142,0.961562770612969,NA
"210500_at",10.0275585512079,0.0591223719793344,0.178882687453466,0.33050918912829,0.741015250463936,NA
"210679_x_at",254.943052568864,-0.19137538844242,0.3101601424958,-0.617021216531752,0.537220731587153,0.999231522296117
"210699_at",4.77498848218444,-0.0521978851378369,0.250289041450476,-0.208550421685822,0.834799217183641,NA
"210920_x_at",14.2412632998604,0.0478191380815208,0.155814662584187,0.306897549232146,0.758921354548863,0.999231522296117
"211691_x_at",5.40513917627102,-0.0265387271779741,0.237430290667825,-0.111774816529635,0.911001955869579,NA
"212874_at",3.04733307816939,-0.00963569841377509,0.309921130436265,-0.0310908081685533,0.975197120146275,NA
"212883_at",6.76833596166646,0.00380984458998413,0.212921352463961,0.0178932011557131,0.985724052838938,NA
"212952_at",157.251605199944,-0.159168709848513,0.226196379925855,-0.703674877116452,0.48163526923548,0.999231522296117
"213114_at",5.07888846361564,-0.00962485898871632,0.243509835393033,-0.0395255451311914,0.968471387357047,NA
"213183_s_at",8.43066616825631,0.0696179653970097,0.193459347265779,0.359858370148262,0.718953050071014,NA
"213525_at",10.7401795171727,0.000443393407130732,0.173754934499811,0.00255183202944498,0.997963934831701,NA
"213536_s_at",7.78709586834433,0.00216799568475592,0.199500163345111,0.0108671373917902,0.991329449512943,NA
"213602_s_at",4.06311077089252,-0.00962977671177231,0.270483142806213,-0.0356021325834399,0.971599607845625,NA
"213777_s_at",4.94316634436523,0.0365988918978306,0.246971393228722,0.148190814407141,0.88219218082118,NA
"213788_s_at",41.7693922717135,-0.259815096116548,0.263586612119006,-0.985691549460203,0.324284497547,0.991883429940314
"213813_x_at",17.0738606382349,0.00276638258887335,0.158912084053077,0.0174082581910472,0.986110921070769,0.999699421283626
"213862_at",5.99288827731113,0.0110015443387865,0.225468330805914,0.0487941889641998,0.961083313194978,NA
"213968_at",6.1773616434208,0.0323193525048152,0.222547184119373,0.14522472001928,0.884533449073427,NA
"213972_at",4.06311077089252,-0.00962977671177231,0.270483142806213,-0.0356021325834399,0.971599607845625,NA
"214102_at",7.69949320865446,-0.217637675170766,0.21800966104423,-0.998293718399071,0.318136952725811,NA
"214160_at",4.9772701935944,-0.0232673921055201,0.245716106868837,-0.094692173020388,0.924559335067342,NA
"214188_at",9.0421281689726,0.499688595507898,0.248028548458427,2.01464145403267,0.0439422306635505,NA
"214202_at",10.9960701018713,-0.00542247289193357,0.174818647123913,-0.0310177030948539,0.97525542143719,NA
"214227_at",4.06311077089252,-0.00962977671177231,0.270483142806213,-0.0356021325834399,0.971599607845625,NA
"214236_at",21.076902804148,0.318220995935664,0.333646243275674,0.953767657658697,0.340201264059175,0.994142527926062
"214282_at",14.9506930113933,0.146740645579593,0.156417709875909,0.938133192820732,0.348175965686264,0.994142527926062
"214304_x_at",9.19781351614243,-0.0325255372778541,0.184646146557007,-0.176150642102961,0.860175596246191,NA
"214316_x_at",407.010405624084,-0.00180323581588919,0.284031115420476,-0.00634872631197361,0.994934483323664,0.999908764234454
"214345_at",4.45133156128245,0.224663351838018,0.262513337143063,0.855816905468625,0.392099062750522,NA
"214353_at",8.43682894140666,0.00196489440783811,0.193126536797985,0.0101741295650811,0.99188235914743,NA
"214386_at",5.59094476002216,0.0663630749571556,0.233456148813056,0.284263555680845,0.776208412925365,NA
"214388_at",8.2368311759325,-0.0371917514053254,0.194367107180612,-0.191347970059387,0.848252980667107,NA
"214416_at",5.82221632847981,-0.0298674606912279,0.228225195378515,-0.13086837604276,0.895879431750356,NA
"214854_at",4.77463918498271,-0.0521791351788345,0.250286394421406,-0.208477713299033,0.834855982546362,NA
"214863_at",4.44480832337389,0.0082967257329361,0.259274755897529,0.0319997436858648,0.974472255303034,NA
"214964_at",18.4323002497653,-0.232670168992596,0.229372669099886,-1.01437616742068,0.310403291955544,0.983811712603195
"214979_at",6.53736506503176,0.0579595458814407,0.216939531104601,0.267169130431534,0.789338942856452,NA
