"Gene","airspace","bldvat","endotox","exercise","lcanc","sepsis","syno","tb"
"BRD8",1,0,0,0,0,1,1,0
"BRF2",0,1,0,0,0,0,0,0
"BRI3BP",0,1,0,0,0,1,1,0
"BRICD5",0,1,0,0,0,0,1,0
"BRIX1",0,1,0,0,0,0,0,0
"BRK1",0,1,0,0,0,0,0,0
"BROX",0,1,0,0,0,0,0,0
"BRWD1",0,0,0,0,0,1,0,0
"BRWD3",0,0,0,0,0,1,0,0
"BSDC1",1,0,0,0,0,0,0,0
"BST1",1,0,0,0,1,0,0,0
"BTBD1",0,1,0,0,0,0,0,0
"BTBD10",0,1,0,0,0,0,0,0
"BTBD11",0,0,0,0,0,0,1,0
"BTBD2",0,0,0,0,0,0,1,0
"BTBD7",0,1,0,0,0,1,0,0
"BTD",0,0,0,0,0,0,1,0
"BTF3",0,1,0,0,0,0,0,0
"BTF3P11",0,1,0,0,0,0,0,0
"BTG1",1,0,0,0,0,0,0,0
"BTG2",0,0,0,0,1,0,0,0
"BTK",0,1,0,0,0,0,1,0
"BTLA",0,1,0,0,0,0,0,0
"BTN2A1",0,1,0,0,0,1,0,0
"BTN3A1",1,0,0,0,0,1,0,0
"BTN3A2",0,1,0,0,0,1,1,0
"BTN3A3",0,1,0,0,0,1,0,0
"BTNL3",1,0,0,0,0,0,1,0
"BTNL8",1,0,0,0,0,0,0,0
"BTRC",0,0,0,0,0,0,1,0
"BUB1",0,1,0,0,0,0,0,0
"BUB3",0,1,0,0,0,0,0,0
"BUD13",0,1,0,0,0,0,0,0
"BUD31",0,1,0,0,0,0,0,0
"C10orf105",0,0,0,0,1,0,0,0
"C10orf118",0,1,0,0,0,0,0,0
"C10orf128",0,1,0,0,0,0,0,0
"C10orf137",0,1,0,0,0,0,0,0
"C10orf25",0,1,0,0,0,0,0,0
"C10orf35",0,1,0,0,0,0,0,0
"C10orf4",0,0,0,0,0,0,0,1
"C10orf47",0,1,0,0,0,0,0,0
"C10orf88",0,1,0,0,0,0,0,0
"C11orf21",1,0,0,0,1,0,1,0
"C11orf30",0,1,0,0,0,0,0,1
"C11orf49",0,1,0,0,0,0,0,0
"C11orf57",0,1,0,0,0,0,0,0
"C11orf58",0,1,0,0,0,0,0,0
"C11orf63",0,1,0,0,0,0,0,0
"C11orf71",0,0,0,0,0,0,1,0
"C11orf72",0,0,0,0,0,0,1,0
"C11orf73",0,1,0,0,0,0,0,0
"C11orf75",0,1,0,0,0,0,0,0
"C11orf80",0,1,0,0,0,0,0,0
"C11orf82",0,1,0,0,0,0,0,0
"C11orf84",0,1,0,0,0,0,0,0
"C12orf10",0,0,0,0,0,0,1,0
"C12orf43",0,0,0,0,0,0,1,0
"C12orf45",0,1,0,0,0,0,0,0
"C12orf49",0,1,0,0,0,1,0,0
"C12orf57",0,0,0,0,0,0,1,0
"C12orf65",0,1,0,0,0,0,0,0
"C12orf73",0,1,0,0,0,0,0,0
"C12orf76",0,0,0,0,0,1,1,0
"C14orf1",0,1,0,0,0,0,0,0
"C14orf142",0,1,0,0,0,0,0,0
"C14orf159",1,0,0,0,0,0,0,0
"C14orf2",1,0,0,0,0,0,0,0
"C14orf4",0,0,0,0,0,0,0,1
"C15orf23",0,1,0,0,0,0,0,0
"C15orf40",0,1,0,0,0,0,0,0
"C15orf61",0,1,0,0,0,0,0,0
"C15orf65",0,0,0,0,0,0,1,0
"C16orf54",0,0,0,0,0,1,1,0
"C16orf58",0,0,0,0,0,0,0,1
"C16orf59",0,1,0,0,0,0,0,0
"C16orf62",0,1,0,0,0,0,0,0
"C16orf72",0,0,0,0,1,0,0,0
"C16orf74",0,0,0,0,0,0,1,0
"C16orf79",0,0,0,0,0,0,0,1
"C16orf86",0,0,0,0,1,0,0,0
"C16orf87",0,1,0,0,0,0,0,0
"C16orf88",0,1,0,0,0,0,0,0
"C17orf59",0,1,0,0,0,0,0,0
"C17orf61",0,1,0,0,0,0,0,0
"C17orf67",0,0,0,0,1,0,0,0
"C17orf74",0,1,0,0,0,0,0,0
"C17orf75",0,1,0,0,0,0,0,0
"C17orf80",0,1,0,0,0,0,0,0
"C17orf85",0,1,0,0,0,0,0,0
"C17orf89",0,1,0,0,0,0,0,0
"C17orf97",0,1,0,0,0,0,0,0
"C18orf21",0,1,0,0,0,0,0,0
"C18orf65",0,0,0,0,1,0,0,0
"C19orf25",0,0,0,0,0,0,1,0
"C19orf38",0,0,0,0,1,0,1,0
"C19orf48",0,0,0,0,0,0,1,0
"C19orf53",0,1,0,0,0,0,0,0
"C19orf60",0,1,0,0,0,0,0,0
"C19orf71",0,0,0,0,0,0,1,0
"C19orf73",0,1,0,0,0,0,0,0
"C19orf84",0,0,0,0,1,0,0,0
"C1D",0,1,0,0,0,1,0,0
"C1GALT1",1,1,0,0,0,0,0,0
"C1GALT1C1",0,1,0,0,0,0,0,0
"C1orf101",0,1,0,0,0,0,0,0
"C1orf131",0,1,0,0,0,0,0,0
"C1orf159",0,1,0,0,0,0,0,0
"C1orf162",0,0,0,0,1,0,0,0
"C1orf174",0,1,0,0,0,0,0,0
"C1orf194",0,1,0,0,0,0,0,0
"C1orf35",0,0,0,0,0,0,0,1
"C1orf56",0,1,0,0,0,0,0,0
"C1orf74",0,0,0,0,0,0,1,0
"C1orf86",0,0,0,0,0,0,0,1
"C1QA",0,0,0,0,1,0,0,0
"C1QB",0,0,0,0,1,0,0,0
"C1RL-AS1",0,0,0,0,1,0,0,0
"C20orf100",0,0,0,0,0,0,0,1
"C20orf112",0,1,0,0,0,0,0,0
"C20orf151",0,1,0,0,0,0,0,0
"C20orf196",0,1,0,0,0,0,0,0
"C20orf27",0,0,0,0,0,0,1,0
"C20orf72",0,1,0,0,0,0,0,0
"C21orf58",0,0,0,0,0,0,1,0
"C21orf7",0,1,0,0,0,0,0,0
"C21orf91",0,1,0,0,0,0,0,0
"C22orf28",0,1,0,0,0,0,0,0
"C22orf32",0,1,0,0,0,0,0,0
"C22orf39",0,0,0,0,0,0,1,0
"C2CD2L",1,1,0,0,0,0,1,0
"C2CD3",0,0,0,0,0,1,0,0
"C2CD5",0,0,1,0,0,0,0,0
"C2orf44",0,1,0,0,0,0,0,0
"C2orf47",0,1,0,0,0,0,0,0
"C2orf49",0,1,0,0,0,0,0,0
"C2orf68",1,0,0,0,0,0,0,0
"C2orf69",0,0,0,0,1,0,0,0
"C2orf72",0,1,0,0,0,0,0,0
"C2orf76",0,1,0,0,0,0,0,0
"C3orf18",0,1,0,0,0,0,0,0
"C3orf38",0,1,0,0,0,0,0,0
"C3orf62",0,0,0,0,0,0,1,0
"C3orf86",0,0,0,0,1,0,0,0
"C4orf27",0,1,0,0,0,0,0,0
"C4orf29",0,1,0,0,0,0,0,0
"C4orf33",0,0,0,0,1,0,0,0
"C4orf36",0,0,0,0,0,0,1,0
"C4orf46",0,1,0,0,0,0,0,0
"C4orf48",0,1,0,0,0,0,0,0
"C4orf50",0,0,0,0,1,0,0,0
"C4orf52",0,1,0,0,0,0,0,0
"C5AR1",1,0,0,0,0,0,1,0
"C5AR2",1,0,0,0,1,1,1,0
"C5orf15",0,1,0,0,0,0,0,0
"C5orf28",0,1,0,0,0,0,0,0
"C5orf34",0,1,0,0,0,0,0,0
"C5orf43",0,1,0,0,0,0,0,0
"C5orf51",0,1,0,0,0,0,0,0
"C5orf55",0,1,0,0,0,0,0,0
"C5orf56",0,0,0,0,1,1,0,0
"C5orf67",0,0,0,0,0,0,1,0
"C6orf118",0,1,0,0,0,0,0,0
"C6orf141",0,1,0,0,0,0,0,0
"C6orf170",0,1,0,0,0,0,0,0
"C6orf226",0,1,0,0,0,0,0,0
"C6orf48",0,0,1,0,0,0,0,0
"C7orf23",0,1,0,0,0,0,0,0
"C7orf25",0,1,0,0,0,0,0,0
"C7orf29",0,1,0,0,0,0,0,0
"C7orf41",0,1,0,0,0,0,0,1
"C7orf43",1,0,0,0,0,0,0,0
"C7orf60",0,1,0,0,0,0,0,0
"C7orf65",0,1,0,0,0,0,0,0
"C7orf71",0,0,0,0,1,0,0,0
"C7orf73",0,1,0,0,0,0,0,0
"C8B",0,0,0,0,1,0,0,0
"C8orf40",0,1,0,0,0,0,0,0
"C8orf48",0,1,0,0,0,0,0,0
"C9orf139",0,0,0,0,1,0,1,0
"C9orf142",0,1,0,0,0,0,0,0
"C9orf152",0,1,0,0,0,0,0,0
"C9orf156",0,0,0,0,0,0,0,1
"C9orf16",1,0,0,0,0,0,1,0
"C9orf174",0,1,0,0,0,0,0,0
"C9orf3",0,1,0,0,0,0,0,0
"C9orf37",0,1,0,0,0,0,0,0
"C9orf64",0,1,0,0,0,0,0,0
"C9orf78",0,1,0,0,0,0,0,0
"CA1",0,1,0,0,0,0,0,0
"CA4",1,0,0,0,1,0,0,0
"CA5BP1",0,0,0,0,0,0,1,0
"CA8",0,1,0,0,0,0,0,0
"CABIN1",1,0,0,0,0,1,1,1
"CABP4",0,0,0,0,0,0,1,0
"CABP7",0,0,0,0,0,0,1,0
"CACNA1A",0,0,0,0,1,0,0,0
"CACNA1D",0,1,0,0,0,0,1,0
"CACNA1E",0,0,0,0,1,0,1,0
"CACNB1",0,1,0,0,0,0,0,0
"CACNB4",0,1,0,0,1,0,1,1
"CACUL1",0,0,0,0,1,1,0,0
"CACYBP",0,1,0,0,0,0,0,0
"CAD",0,0,0,0,0,0,1,0
"CADM1",0,1,0,0,0,0,0,0
"CALB2",0,0,0,0,1,0,0,0
"CALCOCO1",1,0,0,0,0,1,1,0
"CALCOCO2",0,0,0,0,0,1,0,0
"CALHM2",0,0,0,0,0,0,1,0
"CALM2",0,1,0,0,0,0,0,0
"CALM3",1,0,0,0,0,0,0,0
"CAMK1",0,1,0,0,0,0,1,0
"CAMK1D",0,0,0,0,0,1,1,0
"CAMK2G",1,0,0,0,0,0,1,0
"CAMK4",0,1,0,0,0,0,0,0
"CAMKV",0,1,0,0,0,0,0,0
"CAMLG",0,1,0,0,0,0,0,0
"CAMP",1,0,0,0,1,0,1,0
"CAMTA1",0,1,0,0,0,0,0,0
"CAMTA2",0,0,0,0,0,0,1,0
"CAP1",1,1,0,0,1,0,1,0
"CAPG",0,0,0,0,0,0,1,0
"CAPN1",1,0,0,0,0,0,1,0
"CAPN15",0,0,0,0,0,0,1,0
"CAPN2",0,0,0,0,0,0,1,0
"CAPN7",0,0,0,0,0,0,1,0
"CAPNS2",0,1,0,0,0,0,0,0
"CAPRIN1",0,1,0,0,0,0,0,0
"CAPRIN2",0,0,0,0,0,0,1,0
"CAPS",0,1,0,0,0,0,0,0
"CAPZA2",0,1,0,0,1,0,0,0
"CAPZA3",0,1,0,0,0,0,0,0
"CAPZB",1,0,0,0,0,0,0,0
"CARD11",0,0,0,0,0,0,1,0
"CARD16",0,0,0,0,1,0,0,0
"CARD6",0,1,0,0,0,0,0,0
"CARD8",0,0,0,0,1,0,0,0
"CARD8-AS1",0,0,0,0,1,0,0,0
"CARD9",0,0,0,0,0,0,1,0
"CARHSP1",1,0,0,0,0,0,1,1
"CARM1",0,0,0,0,0,0,1,0
"CARS",0,0,0,0,1,0,0,0
"CARS2",1,0,0,0,0,0,1,0
"CASC3",0,0,0,0,1,1,0,0
"CASC4",0,1,0,0,0,0,0,0
"CASD1",0,0,0,0,0,0,1,0
"CASP1",0,1,0,0,1,0,0,0
"CASP2",0,0,0,0,0,0,1,0
"CASP3",0,1,0,0,0,0,0,0
"CASP4",0,0,0,0,1,0,0,0
"CASP5",0,0,0,0,1,0,0,0
"CASP6",0,1,0,0,0,0,0,0
"CASP7",0,1,0,0,0,0,0,0
"CASP8",1,0,0,0,1,1,0,0
"CASP8AP2",0,1,0,0,0,0,1,0
"CASS4",0,0,0,0,1,0,0,0
"CASTOR3",0,0,0,0,0,0,1,0
"CAT",1,0,0,0,0,0,1,0
"CATIP",0,0,0,0,0,0,1,0
"CATIP-AS1",0,0,0,0,1,0,0,0
"CATSPER1",0,1,0,0,0,0,0,0
"CATSPER2",0,0,0,0,0,0,1,0
"CATSPER4",0,1,0,0,0,0,0,0
"CAV1",0,0,0,0,1,0,0,0
"CBFA2T2",0,0,0,0,0,1,0,0
"CBFA2T3",1,0,0,0,1,1,1,0
"CBL",0,0,0,0,1,1,0,1
"CBLIF",0,0,0,0,1,0,0,0
"CBLL1",0,1,0,0,0,0,0,0
"CBR4",0,1,0,0,0,0,1,0
"CBWD1",0,1,0,0,0,0,0,0
"CBWD2",0,1,0,0,0,0,0,0
"CBWD5",0,1,0,0,0,0,0,0
"CBX1",1,1,0,0,0,1,1,0
"CBX3",0,1,0,0,0,0,0,0
"CBX4",1,0,0,0,0,0,0,0
"CBX7",1,0,0,0,1,1,1,0
"CBY1",0,1,0,0,0,0,0,0
"CC2D1A",1,0,0,0,0,0,1,0
"CC2D2B",0,0,0,0,1,0,0,0
"CCBL1",0,1,0,0,0,0,0,0
"CCDC112",0,1,0,0,0,0,1,0
"CCDC115",0,1,0,0,0,0,0,0
"CCDC117",0,1,0,0,0,0,0,0
"CCDC12",0,1,0,0,0,0,0,0
"CCDC125",0,0,0,0,0,0,1,0
"CCDC126",0,1,0,0,0,0,0,0
"CCDC132",0,1,0,0,0,0,0,0
"CCDC136",0,1,0,0,0,0,0,0
"CCDC14",0,0,0,0,0,0,1,0
"CCDC142",0,1,0,0,0,0,0,0
"CCDC149",0,1,0,0,0,0,0,0
"CCDC153",0,1,0,0,0,0,1,0
"CCDC18",0,0,0,0,0,0,1,0
"CCDC186",0,0,0,0,0,1,0,0
"CCDC22",0,0,0,0,0,0,1,0
"CCDC23",0,1,0,0,0,0,0,0
"CCDC25",0,1,0,0,0,0,0,0
"CCDC28A",1,0,0,0,0,0,0,0
"CCDC30",0,0,0,0,0,0,1,0
"CCDC34",0,1,0,0,0,0,0,0
"CCDC43",0,1,0,0,0,0,1,0
"CCDC47",0,1,0,0,0,0,0,0
"CCDC50",0,0,0,0,0,0,1,0
"CCDC54",0,1,0,0,0,0,0,0
"CCDC59",0,0,0,0,0,1,0,0
"CCDC6",0,0,0,0,0,0,1,0
"CCDC61",0,0,0,0,0,0,1,0
"CCDC62",0,1,0,0,0,0,0,0
"CCDC66",0,0,0,0,0,0,1,0
"CCDC69",1,0,0,0,1,0,1,0
"CCDC71L",0,1,0,0,1,0,0,0
"CCDC75",0,1,0,0,0,0,0,0
"CCDC77",0,1,0,0,0,0,0,0
"CCDC82",0,1,0,0,1,0,0,0
"CCDC88B",0,0,0,0,1,0,0,0
"CCDC88C",0,0,0,0,0,0,1,0
"CCDC9",1,0,0,0,0,0,0,0
"CCDC90A",0,1,0,0,0,0,0,0
"CCDC91",0,0,0,0,0,0,1,0
"CCIN",0,0,0,0,1,0,1,0
"CCL18",0,0,0,0,1,0,0,0
"CCL21",0,0,0,0,1,0,0,0
"CCL23",0,1,0,0,0,0,0,0
"CCL26",0,1,0,0,0,0,0,0
"CCL3",0,0,0,0,0,0,0,1
"CCL3L1",0,0,0,0,0,0,0,1
"CCL3L3",0,0,0,0,0,0,0,1
"CCL4L2",0,0,0,0,0,0,0,1
"CCNB1",0,1,0,0,0,0,0,0
"CCNC",0,1,0,0,0,0,0,0
"CCND2",0,0,0,0,0,0,0,1
"CCND3",1,0,0,0,0,0,0,0
"CCNDBP1",0,1,0,0,0,0,1,0
"CCNG2",1,1,0,0,0,0,0,0
"CCNI",1,0,0,0,0,0,0,0
"CCNJL",1,0,0,0,0,0,1,0
"CCNL2",0,0,0,0,0,1,0,0
"CCNT2",0,1,0,0,0,0,0,0
"CCNY",0,0,0,0,1,1,0,0
"CCP110",0,1,0,0,0,1,0,0
"CCPG1",1,0,0,0,0,0,0,0
"CCR2",0,1,0,0,0,0,0,0
"CCR3",1,1,0,0,0,0,0,0
"CCR4",0,1,0,0,0,0,0,0
"CCR5",0,1,0,0,0,0,0,0
"CCR7",0,0,1,0,0,0,0,0
"CCSAP",0,1,0,0,0,0,0,0
"CCT6A",0,1,0,0,0,0,0,0
"CCT6B",0,1,0,0,0,0,0,0
"CCZ1",0,1,0,0,0,0,0,0
"CD101",0,1,0,0,1,0,1,0
"CD160",0,1,0,0,0,0,0,0
"CD177",0,0,0,0,1,0,0,0
"CD1A",0,1,0,0,0,0,0,0
"CD1C",0,1,0,0,0,0,0,0
"CD1D",1,0,0,0,0,0,0,0
"CD2",0,1,0,0,0,0,0,0
"CD200",0,0,0,0,0,0,1,0
"CD244",0,1,0,0,0,0,1,0
"CD247",0,1,0,0,0,0,1,0
"CD27",0,1,0,0,0,0,0,0
"CD27-AS1",0,1,0,0,0,0,1,0
"CD300A",1,0,0,0,0,0,0,0
"CD300C",0,0,0,0,1,0,0,0
"CD300E",0,0,0,0,0,0,1,0
"CD300LB",0,0,0,0,0,1,1,0
"CD300LF",0,0,0,0,1,0,1,0
"CD302",0,1,0,0,1,0,1,0
"CD33",0,0,0,0,1,0,0,0
"CD34",0,0,0,0,1,0,1,0
"CD37",1,0,0,0,1,0,1,0
"CD3D",0,1,0,0,0,0,0,0
"CD3G",0,1,0,0,0,0,0,0
"CD40LG",0,1,0,0,0,0,0,0
"CD46",1,0,0,0,0,1,0,0
"CD52",0,1,0,0,1,0,1,0
"CD53",0,1,0,0,0,0,0,0
"CD5L",0,0,0,0,1,0,0,0
"CD68",0,0,0,0,1,0,0,0
"CD74",0,0,0,0,0,1,0,0
"CD79A",1,0,0,0,0,0,0,0
"CD79B",0,0,0,0,0,0,1,0
"CD84",0,1,0,0,0,0,0,0
"CD86",0,0,0,0,0,0,1,0
"CD8A",0,1,1,0,0,0,0,0
"CD8B",0,1,0,0,0,0,0,0
"CD9",0,1,0,0,0,0,0,0
"CD93",1,0,0,0,0,0,1,0
"CD96",0,1,0,0,0,0,1,0
"CDA",1,0,0,0,1,0,0,0
"CDADC1",0,0,0,0,1,0,0,0
"CDAN1",0,0,0,0,0,0,1,0
"CDC14B",0,1,0,0,0,0,0,0
"CDC23",0,0,0,0,0,0,1,0
"CDC25B",0,1,0,0,0,0,1,0
"CDC27",0,1,0,0,0,0,0,0
"CDC37L1",0,1,0,0,0,0,0,0
"CDC40",0,1,0,0,0,0,0,0
"CDC42",1,0,0,0,0,0,0,0
"CDC42EP3",1,0,0,0,0,0,0,0
"CDC42SE2",0,0,0,0,0,1,0,0
"CDC5L",0,1,0,0,0,1,0,0
"CDC7",0,1,0,0,0,0,1,0
"CDC73",0,1,0,0,0,0,0,0
"CDCA4",0,1,0,0,0,0,0,0
"CDCA5",0,1,0,0,0,0,0,0
"CDCA7",0,0,0,0,0,0,1,0
"CDCA7L",0,0,0,0,0,0,1,0
"CDCA8",0,1,0,0,0,0,0,0
"CDH18",0,0,0,0,1,0,0,0
"CDH19",1,0,0,0,0,0,0,0
"CDH2",0,0,0,0,0,0,1,0
"CDH26",0,0,0,0,0,0,1,0
"CDHR2",0,0,0,0,0,0,1,0
"CDIP1",0,0,0,0,0,1,0,0
"CDIPT",1,1,0,0,0,1,0,0
"CDK10",0,0,0,0,0,0,1,0
"CDK12",0,0,0,0,0,1,0,0
"CDK13",0,0,0,0,0,0,1,0
"CDK14",1,0,0,0,0,0,1,0
"CDK15",0,1,0,0,0,0,0,0
"CDK19",1,0,0,0,0,1,1,0
"CDK2AP1",0,0,0,0,0,0,1,0
"CDK2AP2",0,0,0,0,0,0,1,0
"CDK3",0,0,0,0,1,0,0,0
"CDK5",0,1,0,0,0,0,1,0
"CDK5R1",1,0,0,0,0,0,0,1
"CDK5RAP3",1,0,0,0,0,0,1,0
"CDK6",0,0,0,0,0,0,1,0
"CDK8",0,0,0,0,0,0,1,0
"CDKL1",0,1,0,0,0,0,0,0
"CDKL5",0,0,0,0,0,0,1,0
"CDKN1B",0,1,0,0,0,0,0,0
"CDKN2AIP",0,1,0,0,0,1,0,0
"CDKN2AIPNL",0,1,0,0,0,0,0,0
"CDKN2C",0,1,0,0,0,0,0,0
"CDKN2D",1,0,0,0,1,0,1,0
"CDR2",0,1,0,0,0,0,0,0
"CDRT15L2",0,1,0,0,0,0,0,0
"CDRT15P2",0,1,0,0,0,0,0,0
"CDS2",1,0,0,0,1,0,0,0
"CDY2A",0,1,0,0,0,0,0,0
"CDYL2",0,0,0,0,0,0,1,0
"CEACAM21",0,0,0,0,1,0,0,0
"CEACAM3",0,0,0,0,0,1,0,0
"CEACAM4",0,0,0,0,1,0,1,0
"CEACAM6",0,0,0,0,0,0,1,0
"CEACAM8",0,0,0,0,0,0,1,0
"CEBPA",1,1,0,0,0,0,1,0
"CEBPD",1,0,0,0,0,0,0,0
"CEBPE",0,1,0,0,0,0,0,0
"CEBPZ",0,1,0,0,0,0,0,0
"CECR1",0,1,0,0,0,0,0,0
"CECR6",0,1,0,0,0,0,0,0
"CEL",0,1,0,0,0,0,0,0
"CELA3A",0,1,0,0,0,0,0,0
"CELF1",0,0,0,0,0,0,1,0
"CELF2",1,0,0,0,1,1,1,0
"CELF5",0,1,0,0,0,0,0,0
"CELSR2",0,1,0,0,0,0,0,0
"CELSR3",0,1,0,0,0,0,0,0
"CEMIP2",0,0,0,0,0,0,1,0
"CENPBD1P1",0,0,0,0,0,1,0,0
"CENPJ",0,1,0,0,0,0,0,0
"CENPN",0,1,0,0,0,0,0,0
"CENPO",0,1,0,0,0,0,0,0
"CENPQ",0,1,0,0,0,0,0,0
"CENPT",0,0,0,0,0,0,1,0
"CENPV",0,1,0,0,0,0,0,0
"CENPW",0,0,0,0,0,0,1,0
"CEP104",0,0,0,0,0,0,1,0
"CEP120",0,0,0,0,0,0,1,0
"CEP152",0,1,0,0,0,0,1,0
"CEP164",0,0,0,0,0,1,0,0
"CEP19",0,1,0,0,1,0,1,0
"CEP192",0,0,0,0,0,0,1,0
"CEP250",0,0,0,0,0,0,1,0
"CEP290",0,0,0,0,0,0,1,0
"CEP295",0,0,0,0,0,0,1,0
"CEP41",0,1,0,0,0,0,0,0
"CEP57",0,1,0,0,0,0,0,0
"CEP63",1,0,0,0,1,1,0,0
"CEP76",0,1,0,0,0,0,0,0
"CEP78",0,1,0,0,0,0,0,0
"CEP85",0,0,0,0,0,0,1,0
"CEP85L",0,1,0,0,0,0,1,0
"CEP97",0,0,0,0,0,0,1,0
"CERKL",0,0,0,0,0,0,1,0
"CERS2",1,0,0,0,0,0,0,0
"CERS3",0,1,0,0,0,0,0,0
"CERS4",0,0,0,0,0,0,1,0
"CES1",0,0,0,0,1,0,0,0
"CES1P1",0,0,0,0,1,0,0,0
"CES1P2",0,0,0,0,1,0,0,0
"CFAP45",1,0,0,0,0,0,0,0
"CFAP97",0,0,0,0,0,0,1,0
"CFD",1,0,0,0,1,0,0,0
"CFL1",0,0,0,0,1,0,0,0
"CFP",1,0,0,0,0,0,0,0
"CGRRF1",0,1,0,0,0,0,0,0
"CHAC2",0,0,0,0,0,0,1,0
"CHAMP1",0,1,0,0,0,0,0,0
"CHCHD3",0,1,0,0,0,0,1,0
"CHD6",0,0,0,0,0,0,1,0
"CHERP",0,0,0,0,0,1,0,0
"CHFR",0,0,0,0,1,0,0,0
"CHI3L1",0,0,0,0,0,1,0,0
"CHIAP2",0,1,0,0,0,0,0,0
"CHIC1",0,1,0,0,0,0,0,0
"CHKB",0,0,0,0,0,0,1,0
"CHKB-CPT1B",1,0,0,0,0,0,0,0
"CHM",0,1,0,0,0,0,0,0
"CHML",0,1,0,0,0,0,0,0
"CHMP1B",1,0,0,0,0,0,1,0
"CHMP2A",1,0,0,0,0,0,0,0
"CHMP3",0,1,0,0,0,0,0,0
"CHMP4A",0,1,0,0,0,0,0,0
"CHMP5",0,1,0,0,0,0,0,0
"CHN2",0,1,0,0,0,0,0,0
"CHORDC1",0,0,0,0,0,0,1,0
"CHP1",1,0,0,0,0,0,0,0
"CHPF2",0,0,0,0,0,0,1,0
"CHPT1",1,0,0,0,1,0,1,0
"CHRAC1",0,1,0,0,0,0,0,0
"CHRDL1",0,0,0,0,1,0,0,0
"CHRM4",0,0,0,0,1,0,0,0
"CHRNA10",0,0,0,0,1,0,0,0
"CHRNA3",0,0,0,0,1,0,0,0
"CHRNA5",0,1,0,0,0,0,0,0
"CHST11",1,0,0,0,0,1,0,0
"CHST13",0,0,0,0,0,0,1,0
"CHST15",1,0,0,0,0,0,0,0
"CHST2",1,0,0,0,1,0,1,0
"CHST7",0,1,0,0,0,1,0,0
"CHTF18",0,0,0,0,0,0,1,0
"CHTF8",0,0,0,0,0,1,0,0
"CHURC1",0,1,0,0,0,0,0,0
"CIAPIN1",0,1,0,0,0,0,0,0
"CIB1",0,1,0,0,0,0,0,0
"CIDEB",1,0,0,0,0,0,0,0
"CILP",0,0,0,0,0,0,1,1
"CIR1",0,0,0,0,0,1,0,0
"CISD2",0,1,0,0,0,0,0,0
"CISH",0,1,0,0,0,0,0,0
"CIZ1",0,0,0,0,0,0,1,0
"CKAP2",0,1,0,0,0,0,0,0
"CKAP4",1,0,0,0,0,0,0,0
"CKAP5",0,0,0,0,0,0,1,0
"CKMT1A",0,1,0,0,0,0,0,0
"CKMT1B",0,1,0,0,0,0,0,0
"CKS1B",0,0,0,0,0,0,1,0
"CLC",1,1,0,0,0,0,1,0
"CLCC1",0,0,0,0,0,0,1,0
"CLCN2",0,1,0,0,0,0,0,0
"CLDN10",0,0,0,0,0,0,1,0
"CLDN14",0,0,0,0,0,0,0,1
"CLDN17",0,1,0,0,0,0,0,0
"CLDN24",0,1,0,0,0,0,0,0
"CLDN9",0,0,0,0,0,0,1,0
"CLEC10A",0,0,0,0,1,0,0,0
"CLEC11A",0,0,0,0,0,0,1,0
"CLEC12A",0,0,0,0,1,0,0,0
"CLEC16A",0,0,0,0,0,0,1,0
"CLEC17A",0,0,0,0,0,0,1,0
"CLEC18A",0,0,0,0,1,0,0,0
"CLEC18B",0,0,0,0,1,0,0,0
"CLEC18C",0,0,0,0,1,0,0,0
"CLEC1B",0,1,0,0,1,0,0,0
"CLEC2B",0,0,0,0,1,0,0,0
"CLEC2D",0,1,0,0,0,0,1,0
"CLEC4A",0,1,0,0,0,0,0,0
"CLEC4D",0,0,0,0,1,0,0,0
"CLEC4M",0,1,0,0,0,0,0,0
"CLEC6A",0,0,0,0,1,0,0,0
"CLEC7A",0,0,0,0,0,1,0,0
"CLEC9A",0,0,0,0,0,0,1,0
"CLINT1",0,1,0,0,0,0,0,0
"CLIP1",1,0,0,0,0,0,1,0
"CLIP2",0,0,0,0,0,0,1,0
"CLK2",0,1,0,0,0,0,0,0
"CLK4",0,1,0,0,0,0,0,0
"CLMN",0,1,0,0,0,0,1,0
"CLN5",0,1,0,0,0,1,0,0
"CLNS1A",0,0,0,0,0,0,1,0
"CLOCK",0,1,0,0,0,0,0,0
"CLP1",0,1,0,0,0,0,0,0
"CLPP",1,0,0,0,0,0,0,0
"CLPX",1,0,0,0,0,0,0,0
"CLSPN",0,1,0,0,0,0,0,0
"CLTC",0,1,0,0,0,0,0,0
"CLTCL1",0,0,0,0,0,0,1,0
"CLU",1,0,0,0,0,0,0,0
"CLYBL",0,1,0,0,0,0,0,0
"CMAS",0,1,0,0,0,0,1,0
"CMC1",0,1,0,0,0,0,0,0
"CMC4",0,1,0,0,0,0,0,0
"CMIP",0,0,0,0,1,0,0,0
"CMKLR1",0,0,0,0,0,0,1,0
"CMSS1",0,0,0,0,0,0,1,0
"CMTM2",0,0,0,0,1,0,1,1
"CMTM5",0,1,0,0,0,0,0,0
"CMTM6",0,0,0,0,0,1,0,0
"CMTM7",0,0,0,0,0,0,1,0
"CNDP2",0,0,0,0,0,1,0,0
"CNEP1R1",0,0,0,0,1,0,0,0
"CNGA4",0,1,0,0,0,0,0,0
"CNIH",0,1,0,0,0,0,0,0
"CNIH4",0,1,0,0,0,0,1,0
"CNKSR2",0,1,0,0,0,0,0,0
"CNN2",1,0,0,0,1,0,0,0
