"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"--Control",20992.1361990035,-0.175142698862129,0.146359414535447,-1.19666165253559,0.231438459490462,0.492581767660054
"206548_at",14.23763753668,0.277192373975101,0.175502994768143,1.57941677486074,0.114240492182392,0.284314738426898
"206559_x_at",7450.37061156739,0.861815777978627,0.147293982081729,5.85099109820002,4.88652380427812e-09,4.71768839086581e-08
"206659_at",7.17527768333501,-0.0598250927147996,0.173926389642374,-0.343967886861857,0.730870436744407,0.990934873586627
"206936_x_at",90.8470367485548,-0.52860269584228,0.260756228252165,-2.02719106418081,0.0426428766561017,0.124747091637766
"206962_x_at",16.325311084291,-0.0823467636447764,0.119670910440578,-0.688110112487738,0.491383442804405,0.820773086063975
"207273_at",11.4376992942885,-0.144604427638077,0.142459584923567,-1.01505579786478,0.310079230371775,0.612965058995935
"207371_at",6.3717625795289,-0.0187331003925069,0.183306759608182,-0.102195360566893,0.918601610207984,0.999971395513914
"207461_at",10.6993537518122,-0.113194844762214,0.146034874651419,-0.775122004469186,0.438267570220651,0.767489168136006
"207470_at",6.78705095882187,-0.0573982784389681,0.178607626208943,-0.321365216353198,0.747933639558264,0.997127703817423
"207479_at",6.28669016538742,-0.0105386916614772,0.184342073463446,-0.0571692151632819,0.954410400779699,0.999971395513914
"207481_at",5.14780120865981,0.0104555098048292,0.202585400707983,0.0516103814405675,0.958839147172567,NA
"207487_at",11.413020179973,-0.128512357919868,0.14259703365516,-0.901227428269283,0.367467410399935,0.685688045916162
"207488_at",5.10444178694318,0.00241624135786674,0.203549107952674,0.0118705573420077,0.990528887998482,NA
"207588_at",9.7152556723322,-0.1184965965034,0.152202774456365,-0.778544260619717,0.436248224370007,0.765675040788996
"207730_x_at",252.636419443367,0.373828774164084,0.259236085705401,1.44203988093274,0.149291123295808,0.352835621944497
"207731_at",12.1385708201298,-0.0485375964873651,0.136767846868865,-0.354890404423077,0.722671697357459,0.987881604731935
"207737_at",10.5798937537255,-0.126053458554181,0.146467072444644,-0.860626599892082,0.389443730846794,0.712524683149973
"207743_at",5.06037909771172,-0.0324144431345523,0.205088387467771,-0.158051089750979,0.874416540804931,NA
"207744_at",11.2213009677403,-0.0924200183842952,0.143145375509849,-0.645637472081213,0.518514163658542,0.847529598715718
"207748_at",5.5823659432358,-0.0228794283802546,0.19539164545338,-0.117095223427624,0.906784594850655,0.999971395513914
"207750_at",10.6863067472971,-0.164497245810488,0.148486122757319,-1.10782908702746,0.267935635613672,0.550127981568275
"207755_at",7.49333018799257,-0.159781085735839,0.17368039972589,-0.919971890829432,0.357587448501094,0.673663272865901
"207756_at",9.38220800479867,-0.0655442592903809,0.153233792249721,-0.427740241418586,0.668840248550749,0.96119096963045
"207758_at",85.6591349442495,-0.469497936229494,0.216437737931577,-2.16920552171876,0.0300670841246668,0.0924158110596984
"207779_at",4.92875970789837,-0.00313280893627004,0.207062415247973,-0.0151297807113776,0.98792864210677,NA
"207879_at",10.3121992654714,-0.109006857583567,0.147521012205878,-0.738924279013482,0.459952978507081,0.790388382095809
"207881_at",9.48661094461873,-0.0804440088212952,0.15310690477977,-0.525410718327868,0.599297704091668,0.917069246925539
"207882_at",6.06057659401784,-0.0144285500585456,0.187727587335232,-0.0768589756218413,0.938735733676804,0.999971395513914
"207888_at",4.33132778982216,0.0211026832912133,0.219830911093125,0.0959950681470531,0.92352448952294,NA
"207915_at",4.2096020961544,-0.00698548362696851,0.22362184085199,-0.0312379309657504,0.9750797901283,NA
"207916_at",7.78450576593107,-0.0575784117204384,0.167336092119099,-0.344088421041037,0.730779790517035,0.990934873586627
"207960_at",5.11795893693192,-0.0598962791334438,0.204545087877228,-0.292826778462629,0.769654558737941,NA
"207985_at",5.12766803317315,0.0196389404852401,0.20280378334274,0.0968371504788452,0.922855720745853,NA
"208007_at",4.97173165451306,-0.0221435876222349,0.206603544283263,-0.10717912753653,0.914646873848467,NA
"208014_x_at",19.652335351775,-0.962951468492195,0.346381394583313,-2.78003230990683,0.00543534902193824,0.0203783674773779
"208043_at",5.12461361314834,-0.00676774421726213,0.203331689317807,-0.0332842570676928,0.973447907844512,NA
"208045_at",8.60670192087873,-0.056350106426791,0.1601049819123,-0.35195723302138,0.724870335984993,0.988897663771877
"208061_at",14.859337686481,-0.062420919752115,0.129381395523983,-0.482456689381931,0.629481558369591,0.934801263528697
"208082_x_at",325.746742111414,0.0508194744246796,0.175274445166856,0.289942292364988,0.771860385994097,0.999971395513914
"208139_s_at",7.88172023728476,-0.174648317073773,0.171484323290026,-1.01845062990624,0.308463851698076,0.610846874778448
"208144_s_at",10.9418201890647,-0.066982364906755,0.143372004058866,-0.46719277830038,0.640361959982238,0.941184960530121
"208145_at",5.6898313048808,-0.0165585428321472,0.193479417442628,-0.0855829682093048,0.931797938177649,0.999971395513914
"208154_at",5.47146584734814,-0.054471387339897,0.198000843116826,-0.275106845417609,0.783234152547663,0.999971395513914
"208160_at",4.08629767750335,0.0288616153680535,0.226045920334688,0.127680319668324,0.898401965232447,NA
"208162_s_at",5.10392836425995,0.00243621075002482,0.203544164811553,0.0119689540217492,0.990450384384032,NA
"208185_x_at",10.0099291797321,-0.109424545614842,0.149726931834107,-0.730827408766256,0.464884579773113,0.794696628121911
"208187_s_at",5.10392836425995,0.00243621075002482,0.203544164811553,0.0119689540217492,0.990450384384032,NA
"208192_at",9.25510280364192,-0.0994330337242838,0.155109699755111,-0.641049746606885,0.521490362695417,0.849921608817753
